FxRR,sideslipRR,pitch,x,slip1,az,sideslipRL,FyFL,FyRL,RR,longslipRR,FxFR,rollrate,ax,RL,y,vx,FxFL,yaw,roll,FR,sideslipFL,brake,yawrate,signal,FxRL,steeringangel,longslipRL,signal,gas,FL,vy,ay,pitchrate,longslipFR,FyRR,FyFR,sideslipFR,longslipFL,slip
4738.3197499293965,-0.0497081351952994,-0.0058590546746494,4564.035066509832,0.0,-0.2145674636454676,0.0435102033928989,2187.1494293861388,-1351.6649883693842,7.805625704554581,0.2320704987590252,-152.48597225917942,-0.0135910025692964,5.796802897172385,6.875528494037325,-4850.897216734666,0.4170630637103089,-154.6571127384935,-0.0342846018464152,-0.0011357784925725,1.4016210215686824,-0.0344289950888073,0.0,0.0005679682055388,1.2884353744753825,4856.476162093222,0.0,0.1963192376047967,0.0,0.6557313208327232,1.405140743579902,0.006404780379608,-0.0513237510456722,-0.1096179053383727,-0.001630234565404,1275.518444011427,-2194.338688876911,0.0361951783315439,-0.0015360157547776,0.0
4802.690134819714,-0.0473169192926693,-0.0069845022528098,4564.039557987662,0.0,-0.228383598603748,0.041916130992499,2134.3320545177357,-1118.5351920747596,8.438155569843374,0.2794079212238244,-153.74304410021816,-0.0123141374852281,5.883299617753812,7.25052155865632,-4850.897309903534,0.4755034280462669,-156.14080447322934,-0.0342786734191293,-0.0012649713428077,1.590338320768843,-0.0333036314587615,0.0,0.000607793172955,1.3922704772547134,4927.623502839371,0.0,0.2293071463429448,0.0,0.6471024902742691,1.593274550797115,0.0058333257521627,-0.0603990653163762,-0.1147317610309858,-0.0016516357318758,1040.5611490728056,-2147.379610313847,0.035503090601468,-0.00154630073339,0.0
4862.415769828443,-0.0438200273523744,-0.0081533337275297,4564.044638326983,0.0,-0.2339596454450553,0.0391809697884155,2048.626009474103,-928.613754527463,8.992784616470066,0.3295727105255519,-151.8237968501871,-0.0108137005571557,5.971870412891276,7.530060375751884,-4850.897429590939,0.5347995557019972,-154.14866685881316,-0.0342724950074327,-0.0013799857495357,1.78126203436805,-0.0318305977578511,0.0,0.0006246071685329,1.4892862399417186,4997.479339886642,0.0,0.2616479374302887,0.0,0.6396754936705821,1.7834136655983095,0.0051414652436221,-0.075941791265351,-0.1184419025903356,-0.0016128453001404,837.7429504970495,-2071.3568593692394,0.0341656287096589,-0.0015043543286235,0.0
4925.991090747674,-0.0401683702877314,-0.0093521524639442,4564.0503162164205,0.0,-0.2225529470292122,0.0360715275104146,1947.2346528149117,-772.536984369555,9.49334815661074,0.3818779064037586,-151.28945900060944,-0.0091413571914418,6.063759874888273,7.73097979387937,-4850.897577435106,0.5949774056217698,-153.73199418325405,-0.0342661636264349,-0.0014790786745684,1.971785767102628,-0.0302433420583179,0.0,0.0006400615526205,1.579007479379901,5073.848359400582,0.0,0.2922492495382495,0.0,0.6326081742909814,1.973230930236637,0.0043279478216355,-0.0847360618538856,-0.1208777197167566,-0.0015882145158272,671.5435523376492,-1973.267993149516,0.0325995593336569,-0.0014756421912384,0.0
4995.198814507462,-0.0366840979520084,-0.0105687941991878,4564.05660079194,0.0,-0.1982513067578908,0.0331273575758374,1837.9876751646384,-648.7332532247287,9.955493690477804,0.435765426512566,-150.71288322819652,-0.0072963333494375,6.16165897574527,7.86663296478843,-4850.897754705445,0.6560976695559513,-153.316699057728,-0.0342597109940582,-0.0015604721328402,2.1625806104499525,-0.028603280490399,0.0,0.0006473387573083,1.660994740983941,5155.0501551397,0.0,0.3198170987605948,0.0,0.6255260681917483,2.163289480700752,0.0034327208556771,-0.0921979407907649,-0.1221355961047631,-0.0015684614064671,540.4790355872002,-1867.6473509300315,0.0309906169961358,-0.0014567229400616,0.0
5068.512416843892,-0.0334784055523189,-0.0117917990209238,4564.063501762192,0.0,-0.16423065151954,0.0304497909942563,1727.0780245533117,-552.8206732914896,10.384185483378689,0.4908616323645604,-150.28885752332238,-0.0053133697693187,6.262699308867074,7.945954530356343,-4850.897962465931,0.7182069364837037,-152.93847920762448,-0.0342532609521884,-0.0016226288896395,2.3540985948000195,-0.0269793481530005,0.0,0.000641664142844,1.734846451188034,5237.549897846527,0.0,0.3437631567153004,0.0,0.6183121942333448,2.3540786002091973,0.0024697575855915,-0.0984754178004188,-0.1222702660230382,-0.0015445170816629,438.7611695585978,-1759.511316461673,0.0293276051296895,-0.0014378320765304,0.0
5144.236174933355,-0.0305449323524683,-0.0130101757453414,4564.071029135801,0.0,-0.1231218576577225,0.0279733906837986,1617.1911971087577,-478.5622702840787,10.780573839005813,0.5467368654437808,-150.05442780125338,-0.0032305408944073,6.364200859596117,7.977357537493217,-4850.898201641107,0.7813252685407507,-152.66914125421576,-0.0342469071775039,-0.0016643727884537,2.546430504211911,-0.0253798193118051,0.0,0.0006298757972485,1.8002008843530102,5318.649710456209,0.0,0.3636961975611095,0.0,0.6109674384152325,2.5457050877166987,0.0014537437526991,-0.1033548090000698,-0.1213248488539665,-0.001522080999123,359.90627651117524,-1651.6547521477598,0.0276299291614626,-0.0014217730673521,0.0
5219.727705687543,-0.0278308018218888,-0.0142133611478176,4564.079192959458,0.0,-0.0773589118831115,0.0256171260764494,1509.9262716730436,-420.0580832944358,11.145274085724049,0.6029812064574169,-149.95188127560837,-0.001084586404584,6.464049876986471,7.967941112559927,-4850.8984730007405,0.8454479292002514,-152.49627471467315,-0.0342406686165202,-0.0016849121743079,2.7396592456695115,-0.0237957378727345,0.0,0.00061946726184,1.8567379344983332,5397.471628898082,0.0,0.3793023593314936,0.0,0.603534106230745,2.738225035360362,0.0004020492615647,-0.1061029761445933,-0.119343495983376,-0.0015026831798313,298.15561362003893,-1544.8303881633303,0.0259222112643252,-0.0014097403085529,0.0
5293.5800341108,-0.0252859968250923,-0.0153912758321476,4564.088003100459,0.0,-0.028974763469743,0.0233282701106569,1405.2297909539247,-372.70969656112896,11.479587370007444,0.6592354604074758,-149.91285151856002,0.0010813563957831,6.56041492612578,7.923251573235341,-4850.898777128521,0.910550173152241,-152.3886451236468,-0.0342345179713672,-0.0016838427818866,2.9338307385137954,-0.0222379621367184,0.0,0.0006119007599315,1.9041806831810315,5472.448733759736,0.0,0.3902682275023797,0.0,0.5960627208900899,2.931686445224846,-0.0006699656239584,-0.1076824428464868,-0.1163783374796794,-0.0014855599073846,248.99476473844732,-1440.3322670584655,0.0242117298512662,-0.0014005360049693,0.0
5365.449178234634,-0.0228828969657323,-0.0165344083332784,4564.097469069991,0.0,0.0202448809843212,0.0210808004449549,1304.0419033304534,-333.2502973761636,11.784042839500504,0.7150702952075341,-149.96975129041596,0.0032268109875876,6.652516844676934,7.848859464118542,-4850.899114453012,0.9765927083934112,-152.3014663137914,-0.0342284132009674,-0.0016611973165954,3.128940750648713,-0.0207072258308275,0.0,0.0006107871353151,1.9422967558420887,5542.713060673845,0.0,0.3963655672568278,0.0,0.5885986984499124,3.1260942596655727,-0.0017466416962097,-0.1073907993545079,-0.1124902816169206,-0.0014713507401475,209.17891544691136,-1338.0070244347232,0.0225077013609479,-0.0013935391223336,0.0
5435.209241706043,-0.0206135210520359,-0.0176339147778437,4564.107599941037,6.280438669126157,0.068934374032758,0.0188662196378615,1205.9962488277868,-299.44361448080105,12.057834514659705,0.7699163733660186,-150.10467656719783,0.0053108443248865,6.7398863511236415,7.750430923700339,-4850.899485218887,1.0435318902389703,-152.2776772325666,-0.0342222643465329,-0.0016173991113948,3.3250100239247278,-0.019210387419915,0.0,0.0006198750243115,1.9708994599769205,5607.777740589114,0.0,0.3974714797375628,0.0,0.5811680632963303,3.3214463904314373,-0.0028130989622293,-0.1059161241123193,-0.1077508072579767,-0.0014587090575988,176.46475583257742,-1238.6881672683637,0.0208153230971151,-0.0013890318232801,-0.0027466380534286
5501.707490102099,-0.0184773599967379,-0.0186817114472211,4564.118404296263,6.279670413450533,0.1159279855301825,0.0166889343163234,1111.7725094651016,-269.74363555688353,12.30054339972184,0.8231863579803398,-150.32199466591624,0.0072979298552341,6.821522529218011,7.633246605617172,-4850.899889519281,1.1113160425912632,-152.29048615289312,-0.0342159525110816,-0.0015532688721451,3.522029759317166,-0.0177434969698018,0.0,0.000642830157025,1.9898486995551616,5667.264826197164,0.0,0.3935400511703602,0.0,0.5737963404032022,3.5177402900392374,-0.0038547395103363,-0.1026134857268088,-0.1022391282278138,-0.0014484145662963,149.27985627331094,-1142.010871174623,0.0191494393213455,-0.0013857675298097,-0.0035148937290535
5564.227292223365,-0.0164761611400888,-0.0196705385645361,4564.129890140055,6.279026184243729,0.1602004214995455,0.0145584279753104,1020.6712936140748,-243.07319809002536,12.512317763912693,0.8743099610665692,-150.60705934670167,0.0091516217226636,6.896595759884805,7.502155660356716,-4850.900327274823,1.1798844617072863,-152.33547316035276,-0.0342093301737433,-0.001469967558379,3.7199961829742336,-0.0163076040289768,0.0,0.000679980269356,1.999051661210958,5720.62714448576,0.0,0.3845990507132834,0.0,0.5665109671772273,3.714944333529449,-0.0048588565009813,-0.0984723773925425,-0.0960400043815934,-0.0014392215060623,126.49520425371786,-1048.8343642873674,0.0175210343121269,-0.0013833221099943,-0.0041591229358576
5622.135184554099,-0.0146119149560239,-0.0205940073815852,4564.142064817823,6.278494263497071,0.2008815591793185,0.0124844324981157,933.3565731894286,-218.60794984412163,12.69347805153918,0.9227166389647532,-150.91186166074374,0.0108387545938111,6.964387657056456,7.361893177693383,-4850.900798286625,1.2491684913154564,-152.39303965147766,-0.0342022630419801,-0.0013690252893822,3.918857749187556,-0.0149195343185297,0.0,0.0007309083739849,1.998463268842781,5767.372703364357,0.0,0.3707800386181749,0.0,0.5593388278474342,3.913026946486433,-0.0058155524916911,-0.0929315262182721,-0.0892422083237175,-0.001430674654242,107.2805308028774,-958.6422719404976,0.015926858626696,-0.0013817704400229,-0.0046910436825153
5674.8887208711,-0.0128868115461524,-0.0214466503172996,4564.154934947945,6.278067858051268,0.2386944765167853,0.0104748033273187,849.8323498656466,-195.66725628822567,12.844445286449828,0.9678414254389937,-151.25579750538247,0.0123178520171707,7.024441159766805,7.217013000790327,-4850.901302200436,1.3190925614290774,-152.4824565925026,-0.034194601558475,-0.0012522816022024,4.118546074623478,-0.0135797199972137,0.0,0.0007968206320682,1.988086404396152,5807.095911466519,0.0,0.3523150085186355,0.0,0.5523049469649991,4.111930884375226,-0.0067109330693176,-0.0866050510089912,-0.0819445985783403,-0.0014230576338055,90.99966051266972,-872.1338639192696,0.0144063887131176,-0.0013817567251224,-0.0051174491283179
5721.858155604441,-0.0113283999233846,-0.0222241732001313,4564.1685063527775,6.277736830459229,0.2648047270301697,0.0085377842218087,771.1095976793314,-173.51417659280256,12.96580501302376,1.0091442447914052,-151.77366976131924,0.0134654483562508,7.075615914782678,7.071835852358053,-4850.90183852949,1.3895733200119362,-152.66258307356864,-0.0341862322771077,-0.0011224278939089,4.3189805565749175,-0.0123422459455696,0.0,0.0008705482263275,1.9679718937478736,5839.063460436318,0.0,0.3295443057582302,0.0,0.5454352166648158,4.31166911797312,-0.0075370201013345,-0.0799622872203306,-0.074280767595465,-0.0014161550118051,77.3044501500871,-791.3464912401422,0.0129818963609734,-0.0013838384400107,-0.0054484767203564
5762.485844339359,-0.0099867637206283,-0.0229238149730934,4564.182783926475,6.27750700921128,0.2781905715972285,0.0067367845886485,699.8032883544755,-151.84974366331326,13.056582070525405,1.045882307845507,-152.28215675442073,0.0141492496378121,7.113330885235268,6.934261178248088,-4850.902406595052,1.4605014403225054,-152.8026259204524,-0.0341770449550504,-0.000983685607887,4.5201768289109925,-0.011256726042258,0.0,0.0009643366485556,1.9382182577609128,5857.024310510666,0.0,0.3034468212089508,0.0,0.5387873708222324,4.512321357800744,-0.0082645892141132,-0.0659872063529278,-0.0664094939564699,-0.0014060805068137,66.91025659724754,-712.9276318896616,0.0114995885302653,-0.0013847970113648,-0.0056782979683068
5792.082283411311,-0.0088726162958341,-0.0235443462689985,4564.197771279083,6.277394054933716,0.2846654240366723,0.0050535184310723,633.92038490059,-129.81178664798367,13.113774234651036,1.0768530504483544,-152.83702384405436,0.014632031872441,7.133595906721168,6.817028592531663,-4850.903005233611,1.5317258942803622,-152.8093432226696,-0.0341666458639583,-0.0008394414213649,4.72215612026924,-0.0101736483586784,0.0,0.001108913707573,1.898971229729261,5860.26530682516,0.0,0.2757156581176261,0.0,0.5324601732842625,4.71348790390973,-0.0088471575708678,-0.0494787935206706,-0.058491252648876,-0.0013976289645078,58.8295925438052,-637.2552149471105,0.0101764705477658,-0.0013832382851783,-0.0057912522458704
5806.947285338367,-0.0078576955127208,-0.0240858573793215,4564.213470407926,6.277385233565529,0.284727873920424,0.0034969894499433,570.8261303267783,-106.6395574553629,13.142557956931215,1.1021836529247626,-153.15854041737762,0.0149620687702661,7.137825053366987,6.723491473620763,-4850.903632965015,1.6030768856041524,-152.79840482710077,-0.0341546219944543,-0.0006911553153988,4.924571944704263,-0.0090898315301103,0.0,0.0012791473072944,1.8504230415763363,5853.041352594556,0.0,0.2471044543331665,0.0,0.5265311681702388,4.914885774561233,-0.0092791516124599,-0.0338502311152666,-0.0506092410394803,-0.0013882743015549,52.068578906883246,-568.3489259590103,0.0090068961838789,-0.0013797305503858,-0.0058000736140572
5810.7805455629305,-0.0068622439720061,-0.0245490115702497,4564.229881757213,6.277459071900254,0.277383640696302,0.0020866202895052,509.860680428964,-81.71736049203106,13.149009932280348,1.122237797258594,-153.31778463585877,0.0150990351484105,7.1303131010131615,6.65063762835209,-4850.90428833128,1.6744128866830208,-152.79010982368197,-0.0341409661743292,-0.0005406192443907,5.126971046429526,-0.0080398418395283,0.0,0.0014309113420479,1.79281148230312,5838.366319981918,0.0,0.2176196270831762,0.0,0.5209889978674059,5.116359987111512,-0.0095733816975529,-0.0192508151938324,-0.0428217346590795,-0.0013782725334889,45.90365914410894,-505.066057069648,0.0079086724243233,-0.0013760076460367,-0.0057262352793323
5807.025737237191,-0.005865529194026,-0.0249351450163947,4564.247004595628,6.277604566330447,0.2633699248597806,0.0008564005723441,451.6714609429391,-54.8608876905869,13.13595058315785,1.1369710176913783,-153.39942067004688,0.0150506915604731,7.113982123615067,6.595712491571385,-4850.904969908849,1.745630305199326,-152.77800474697193,-0.0341260317060581,-0.0003897531291237,5.329090641198801,-0.0070511469604199,0.0,0.0015364327261423,1.7264187332977474,5817.680295778393,0.0,0.18726956524319,0.0,0.5157702233794729,5.317817369705833,-0.0097307666028529,-0.0042970181808333,-0.0352004828163944,-0.0013683598719591,39.95264260916913,-445.5136741069138,0.0068707807934693,-0.001372288571209,-0.0055807408491393
5797.499040266701,-0.0048629691217065,-0.0252463104834918,4564.264837321292,6.27781894140718,0.2432608879311453,-0.000165717389721,396.76836603697177,-25.158605749778765,13.104424741484657,1.1461424804609512,-153.4314400253358,0.0148511498543228,7.090309961030963,6.557767230327681,-4850.9056761905,1.8166484772190288,-152.76299861112844,-0.0341103699126408,-0.0002402377237455,5.53079009473361,-0.0061237792578165,0.0,0.0015798722444642,1.6515699862112163,5791.576874425342,0.0,0.1562872248812577,0.0,0.5108162028155581,5.5191856219438185,-0.0097406721921492,0.0124534075734561,-0.0278155061407285,-0.0013587605662991,34.05813460489218,-389.4362753732278,0.005907333897017,-0.0013684696238761,-0.0053663657724064
5782.954607242168,-0.003837072201272,-0.0254852316562505,4564.283377621116,6.278106068285199,0.2119160303953343,-0.0009433628657809,345.1816225882914,9.844140763393677,13.0549591864242,1.149486755026306,-153.4183156352922,0.014538899739399,7.060312654351063,6.537165874916067,-4850.906405488448,1.8873972456178756,-152.77497501665312,-0.0340947139621522,-9.333765428941036e-05,5.731948918554476,-0.0052538862790482,0.0,0.0015389697487854,1.5686318501688397,5760.190776213584,0.0,0.1251066693420075,0.0,0.50609055646774,5.720421581290145,-0.0095809729251793,0.0312305679694766,-0.020735267790971,-0.0013495724470103,28.129071751327256,-337.14069446653644,0.0050233552898299,-0.0013655286811671,-0.0050792388943873
5763.759399674626,-0.0027849201429301,-0.0256555821626761,4564.302622532603,6.278477315003186,0.1697961492067938,-0.0014009509180083,297.35535775337087,50.58242326528422,12.988785518732422,1.1469032498333194,-153.4782984843241,0.0140471354781846,7.044014617316313,6.532404407807443,-4850.907155799906,1.9578181568631592,-153.08200281633708,-0.0340800839796555,4.947400121583922e-05,5.9325023860075445,-0.0044711651917291,0.0,0.0013711535005046,1.4780105561189416,5756.575098762449,0.0,0.0940403356358777,0.0,0.5015788454672627,5.9216243431892135,-0.0092141078402915,0.0660978634408019,-0.0140787345273749,-0.0013441528020472,22.10997077586771,-288.23752544509347,0.0041911926671382,-0.0013717821892824,-0.0047079921764004
5739.088881134491,-0.0013659161887314,-0.0257630062779938,4564.322572843997,6.278951714429257,0.1908008840159818,-0.0012310201952843,261.5722852271118,95.12511348360287,13.017757148932027,1.1139469303442875,-154.76441166131644,0.0135721420471796,6.894971227732698,6.304978967235385,-4850.907924872785,2.0288686196918664,-156.5633223587271,-0.034069992534076,0.0001871252610708,6.134414832422771,-0.0042106636949461,0.0,0.0006828348886592,1.3801499671138722,5578.609107851186,0.0,0.0212325840864667,0.0,0.4953028822156643,6.127771159696351,-0.0085890899585902,-0.1048717453047881,-0.0081307326906883,-0.0013097853817189,15.359035792341125,-235.56727199460164,0.0030555723557611,-0.0013201118453933,-0.0042335927503291
5705.347607932128,-0.0005059057152181,-0.0258119048177777,4564.343219729848,6.279527066396725,0.0937374817619058,-0.00139841987598,213.8938165461616,123.3649948960571,12.853831151903258,1.0188402390432414,-152.05177240847638,0.0131377945587749,6.854405024345201,6.563466677473007,-4850.908709422928,2.097544365869108,-150.05637424677158,-0.0340619703201514,0.0003206763102164,6.332236448226508,-0.0028122465104587,0.0,0.0007221516394029,1.2755294042690073,5524.100557644941,0.0,0.0284737420378238,0.0,0.4935676610166605,6.325027237557972,-0.0076743657176835,0.0438010270007997,-0.002340072957538,-0.0012319909779294,8.987977442355154,-200.525773818565,0.0030247401096728,-0.0011336482918202,-0.0036582407828604
5664.481772940281,0.0002889830970323,-0.0258053514721357,4564.364551162123,6.280050674934832,0.0320424566977944,-0.0015295200885074,162.7532020196111,140.76737083456717,12.644716900073483,0.9234475347898482,-151.71189711463518,0.0123354322689651,6.793020464004629,6.794048221320879,-4850.909508046762,2.1656865877319342,-149.68582812454247,-0.0340551244660544,0.0004479485245292,6.527468603417569,-0.0020510387677462,0.0,0.0005789558696967,1.1646612990481635,5466.668135069631,0.0,0.0310961143309413,0.0,0.4908387567274362,6.520047040122634,-0.0067913110600417,0.0721687429573756,0.0030191839954384,-0.0012953166071317,3.499860050538558,-173.4063816172879,0.0024742549147361,-0.0013046211306082,-0.0031346322447548
5619.706006535815,0.0009981792023175,-0.0257480439507972,4564.386560758386,6.280527808467122,-0.022745628111027,-0.0016186626178655,122.90926343344556,152.77378788806053,12.420624677593446,0.832132509542207,-151.6761399893369,0.0112332366791324,6.730706390839999,7.012723713887588,-4850.910321036764,2.2332493322007005,-150.96829009093048,-0.0340506351501173,0.0005654161104772,6.7218689691125935,-0.0015412416657492,0.0,0.0003158967669414,1.0480886833745522,5416.990460655691,0.0,0.0320214486596771,0.0,0.4876697319864757,6.715610336205118,-0.0059394516356538,0.0825236584603452,0.0078639521977618,-0.0012946485150007,-1.60802422905155,-140.2614132696942,0.0017940260014652,-0.001330566998876,-0.0026574987124641
5573.222717770092,0.0016219893923239,-0.0256453120916546,4564.409242546138,6.28098959263931,-0.0741277064405361,-0.0016479825324033,90.55196825542149,159.5834239514949,12.19448177516626,0.7463298079963746,-151.2963852636279,0.009972370878644,6.669514371410724,7.225269144666296,-4850.911148177093,2.300219766761681,-150.52508496671058,-0.0340490719775895,0.0006709129040874,6.9154625541680605,-0.0010502507989794,0.0,2.0733128096342784e-05,0.9263825298606904,5369.92560815609,0.0,0.0323159976886878,0.0,0.4843482437826764,6.9108395469971695,-0.005057351542277,0.0884029914242894,0.0121602035002759,-0.0012838757186262,-6.786077413180026,-105.09388491198338,0.001199583063607,-0.0013103898750402,-0.0021957145402763
5526.359895692133,0.0021416176948004,-0.0255026671568613,4564.432590629405,6.281436504590891,-0.1225971045083547,-0.0016337388598937,61.21056371164373,161.38696356397614,11.970738057931042,0.6661481136495894,-151.17161213448625,0.0086021297636368,6.60848151251175,7.433768474967019,-4850.911988995622,2.366593490255308,-150.1543074503708,-0.0340504329509638,0.0007631862852239,7.10828163302886,-0.0005708841896297,0.0,-0.0002613293687273,0.800138955184839,5324.1789423225855,0.0,0.0323666871835837,0.0,0.4809901437613797,7.105175320282302,-0.0041477635509243,0.0892282006704538,0.0159037705414858,-0.0012791359216086,-12.189614449943573,-72.2041748902247,0.0006896677113417,-0.0013074399104418,-0.001748802588695
