vx,signal,longslipFL,FR,ax,x,y,slip1,sideslipFL,longslipFR,sideslipRR,FxFL,longslipRL,sideslipRL,FyFL,yawrate,RR,pitchrate,steeringangel,yaw,brake,RL,longslipRR,sideslipFR,gas,FxRR,vy,FL,signal,rollrate,FyRR,FxFR,pitch,slip,FxRL,roll,FyRL,az,ay,FyFR
0.4122103222252298,0.0,-0.0014238375893507,1.3717590612133337,5.652470766442265,4564.034960691037,-4850.897318671732,0.0,-0.0319734085239109,-0.0014991002554966,-0.0444041165509213,-150.77917360760787,0.0886886619304621,0.0353363364200912,2082.627695092857,0.0007452613453158,4.634049505001189,-0.0983006674814061,0.0,-0.0342866685913549,0.0,3.769788083663781,0.1194261324144685,0.0332952936796885,0.3466231820542287,4599.486059174472,0.003251687597289,1.3726955556389984,2.364161653290717,-0.0080716535281735,2045.244592210508,-149.88488698171528,-0.0055645827097856,0.0,4746.301502844439,-0.0009097615739979,-2204.822461287127,-0.0782899794174401,-0.1067134750140281,-2092.1811098356525
0.4693269260373887,0.0,-0.001448046890715,1.552706310372789,5.772654728412993,4564.039394624181,-4850.897444387421,0.0,-0.031005826124292,-0.0015159595903217,-0.0446441622896934,-151.98487154157309,0.0855310949242231,0.0314757416054444,2025.2465675763665,0.0011561071074612,4.797700893835093,-0.101332758730769,0.0,-0.0342770063232947,0.0,3.597729644896248,0.1332402736102014,0.0321339738745043,0.3383826568838822,4677.756306831196,0.002118967937475,1.5509849003568874,2.592344227158947,-0.0070795510216079,1887.1175810089,-151.47359213865272,-0.0065650849394496,0.0,4856.9973354807,-0.0009850737892728,-2070.190806398853,-0.0903511692352045,-0.1251509379997485,-2031.5996347854723
0.5276975792755025,0.0,-0.0014132646291966,1.7386596904241736,5.912196122708741,4564.044405847868,-4850.89760218381,0.0,-0.0297622057268592,-0.0014773418053833,-0.0443340187532855,-151.7855521444786,0.0760164774085208,0.0263877245763155,1947.012428331316,0.0016925665889732,4.96538751897828,-0.1034597902373527,0.0,-0.0342626359517848,0.0,3.334415758861742,0.1483928585456212,0.0304672398390218,0.3304801877000994,4754.002272740513,0.000784469176458,1.7338194899442847,2.8181938662007195,-0.0061693453945852,1702.5510012238285,-151.70775961550575,-0.0075907769666472,0.0,4999.096057381257,-0.0010507064691587,-1940.9455017598368,-0.0963114948925994,-0.1528881574099936,-1941.713061786848
0.5877457265497665,0.0,-0.0014392995149348,1.9273161351092785,6.123203136228678,4564.050008656739,-4850.897795023879,0.0,-0.0286652213081674,-0.0014812171693904,-0.0441097203855263,-153.97176215398463,0.0539181505031146,0.0206840530222819,1861.274530659024,0.0023025944735626,5.189227317070946,-0.1049106614050037,0.0,-0.034242313437876,0.0,2.886828069238725,0.1671112371499523,0.0284476596088122,0.3219252960441469,4830.086521597701,-0.0008190959319644,1.9187652773146244,3.0415073209852914,-0.0054467296231077,1516.5858482722722,-153.78112174770715,-0.0086337880587169,0.0,5261.798248859842,-0.0011082676899419,-1825.9187614284708,-0.0946544680372053,-0.1826818577649104,-1828.96234819887
0.6487153549511552,0.0,-0.0012883077574204,2.120028471575369,5.90625393519286,4564.05621951294,-4850.898025983749,0.0,-0.0266795659716883,-0.0013938787169465,-0.0450548062182327,-149.0000270661045,0.026791388347084,0.0140610915505986,1768.5592934447418,0.0035991993546244,5.424176209548503,-0.1055628994566762,0.0,-0.0342135665548536,0.0,2.4626907309928074,0.1870678162707546,0.027341869612215,0.3141585134951677,4904.065384105381,-0.0026266620790227,2.106783680634566,3.2620836244765616,-0.0047859925928372,1346.7682771725351,-151.34220418409896,-0.0096876172943504,0.0,4840.411669226011,-0.0011593790421386,-1663.4516454352142,-0.0536282306318957,-0.1914361206431818,-1713.5716751397504
0.7077964840509965,0.0,-0.0013755995613031,2.302846995652198,5.981214382098596,4564.06302672193,-4850.898292660204,0.0,-0.0231219733765602,-0.0014482958502231,-0.0444436991538255,-149.79106216224883,0.0305436055677629,0.0098293517158961,1598.3410539450847,0.0047973922954851,5.343974204208887,-0.1048871295980842,0.0,-0.0341688749061466,0.0,2.659716929011668,0.1886055650215488,0.0276668035117047,0.3117606959172316,4959.160880163886,-0.0038141055633825,2.281294287282144,3.479724272889841,-0.0029622127309357,1263.331177070727,-147.98316768393695,-0.0107402077116791,0.0,4888.103611535409,-0.0011985645880416,-1282.005974508384,-0.0796662934001053,-0.0025970757731147,-1666.8246987223476
0.7676159276823667,0.0,-0.0012965291870484,2.4839985876443085,5.988371137195388,4564.070429300087,-4850.898587035388,0.0,-0.0217551099304617,-0.0013833360259733,-0.0390507842931608,-147.04368884026508,0.0294563829804054,0.0106909074974811,1455.8709184541497,0.0044946596999224,5.1732076726214204,-0.10330468104494,0.0,-0.0341223945247753,0.0,2.782719934868139,0.18168443354636,0.0259022950351007,0.3068548431394776,5030.710084447053,-0.00437599293098,2.46286386991038,3.694233404331863,-0.0002973505349251,1186.6653577819309,-144.59473938061907,-0.0117812567757417,0.0,4819.089438060764,-0.001213510512459,-1119.606514658951,-0.0520219804279915,-0.0537337982135079,-1595.3155960328777
0.8279745071372431,0.0,-0.0012764840879501,2.663658206788401,6.06747163423022,4564.078431878744,-4850.8989075411055,0.0,-0.0204852468301303,-0.0013598704136729,-0.0342501627749806,-147.6818932519374,0.0292683518965118,0.0106783301627171,1348.6838496685525,0.0041096831505453,4.895816816444569,-0.1007700555790839,0.0,-0.0340796311144073,0.0,2.931963830938875,0.1639575304962002,0.0240352170618549,0.3012690985285821,5099.153919323421,-0.005034603730223,2.6437220392995795,3.90541797506326,0.0021344121028859,1139.4914329044734,-144.89732832583348,-0.0128010944682014,0.0,4874.262345273981,-0.0012029235898992,-1082.5800431242767,-0.0164052950240439,-0.0707561102320055,-1495.3410115143515
0.8889319965095465,0.0,-0.0012793037997109,2.843213180406704,6.125092537626675,4564.087041145976,-4850.899254932472,0.0,-0.0188689900304736,-0.0013471489994902,-0.02983897400232,-147.61173707135674,0.029263311065397,0.0103171622071249,1247.245698243935,0.0037307211788454,4.555151525292144,-0.097351015883196,0.0,-0.0340404137619843,0.0,3.0916237300219738,0.1369801089750122,0.0225150907864409,0.2953148992566464,5155.201230551039,-0.0056202952432725,2.824306225763583,4.1130879332249055,0.0046195106512897,1160.862460573433,-144.4773642598492,-0.0137906945225659,0.0,4905.440768923248,-0.0011681981624897,-1051.989756286264,0.0232976243729377,-0.0207010090732234,-1394.2492881891062
0.9504210079269172,0.0,-0.0012737929067657,3.021967269277305,6.169724552973979,4564.096262666127,-4850.89962653341,0.0,-0.0172072704262522,-0.0013261524042557,-0.0244628561178096,-147.3927912212172,0.0292342190822456,0.0111093805359029,1142.064964040721,0.0029601677028124,4.175148048475768,-0.0930685042444134,0.0,-0.0340069656702886,0.0,3.257165511190164,0.1016163385991707,0.0210610401996417,0.2893133961240959,5200.462672518841,-0.0057828855183453,3.005680359280399,4.317056389871754,0.0075617569156917,1264.1537508128963,-143.4549341180803,-0.014741377208769,0.0,4926.323330868729,-0.0011061847733092,-1065.1986611040204,0.0743150608591267,0.0240266325284977,-1301.7611665270467
1.013039288297236,0.0,-0.0013229254749695,3.2011629429539625,6.429281569325539,4564.106103244743,-4850.900018100063,6.277734707281808,-0.0154738998192679,-0.0013812373805646,-0.0184390768838663,-150.0902268661294,0.0315782342893788,0.0126428521376621,1036.3183605741897,0.0019543281503172,3.636944307032657,-0.0880761729259983,0.0,-0.0339828948154794,0.0,3.458157533394926,0.0470067810480794,0.0197601453251416,0.2823258536451286,5503.785016030478,-0.0055022984989195,3.188869526822692,4.517139787160284,0.0108572620785916,1452.4643632703282,-146.40924158884886,-0.0156449336975974,-0.005450599897778,5036.393987314306,-0.001012764759037,-1154.4626410995784,0.1209137334588548,0.0851008686123118,-1214.8825105667809
1.0738728674881932,0.0,-0.0010863963707002,3.372964665595514,5.73503975841345,4564.116569789215,-4850.90042634791,6.278370373223892,-0.0150875636716323,-0.0011869105123052,-0.0117790899122394,-134.1757758238433,0.0254479269737957,0.0150781799860771,952.8077968854808,-1.9103720617786305e-06,3.5908119567652417,-0.0817433663001863,0.0,-0.0339745276769511,0.0,3.561742464094677,0.0297344161363222,0.0170066659383235,0.2798230553106,4773.559955358424,-0.0051556804073483,3.370079676931733,4.713158063538156,0.0136481268094243,1432.7071999525924,-128.11508311072583,-0.0164930274155345,-0.0048149339556946,4614.391811299357,-0.0008867944213601,-1341.9377499450566,0.1837852068971951,-0.1935043039157455,-1112.7834876743111
1.131754523513972,0.0,-0.0010548522657702,3.5349735984272392,5.6678049090093445,4564.127620184064,-4850.900858807859,6.277664534418466,-0.0143841362629537,-0.0011386105321045,-0.0107736963484268,-133.11416750218427,0.0236580247355318,0.0125715459090419,900.7101489074262,-0.0001801341401184,3.6997560833836736,-0.0740541191722624,0.0,-0.033976487813597,0.0,3.704406558912851,0.025506572212749,0.0144478645267236,0.2809939923727521,4673.20085527801,-0.0062364327678573,3.533512624398384,4.90493481578747,0.0135859382782196,1237.8287065805232,-131.59535723561854,-0.0172688828409035,-0.0055207727611202,4607.653048530831,-0.0007491346961984,-1382.876057484078,0.2092619860175799,-0.1790591157926075,-975.7127695041942
1.1878115215224954,0.0,-0.0010867098412483,3.69072553084694,5.532697155050102,4564.139239023993,-4850.901322314391,6.277124372069314,-0.0128611360676174,-0.0011432558813814,-0.0106581536668035,-130.9741197392653,0.0236210494139908,0.009603634429528,835.256733926312,0.0001462002565615,3.842101954507935,-0.0654587196246587,0.0,-0.0339762210508028,0.0,3.8567299670514585,0.0242649980827888,0.0126292199572272,0.2818277790447315,4541.4613312047695,-0.0071899094289876,3.687469946364376,5.092297457775744,0.0132829086319323,1165.4659027433609,-130.8207457782894,-0.0179626915993041,-0.0060609351102726,4509.882515399357,-0.0006157316248071,-1207.2719637553598,0.2030322112197869,-0.0141720147510795,-851.0430138746102
1.242389885715804,0.0,-0.0010829812587615,3.840427993066481,5.37971345146725,4564.151409838012,-4850.90180875329,6.277351384998254,-0.0110856331528718,-0.0011167027157722,-0.0088393587168332,-128.36761945777425,0.0231093910259606,0.0084383564015923,746.8997146905143,6.931392269296578e-05,3.9810945865205984,-0.0563359842867332,0.0,-0.0339750001956957,0.0,4.002142999459485,0.0229402895155491,0.0111522449063716,0.282072621082471,4400.86561138191,-0.0072412014082324,3.836942367050263,5.275077375771785,0.0138001068820946,1060.1044647623785,-128.74813404589952,-0.0185674213634953,-0.0058339221813322,4396.901291366301,-0.0004802816408379,-1029.4264913121087,0.2001326622079202,0.0211351939449411,-751.1201405458979
1.295532469378592,0.0,-0.0010708443443658,3.985106696444575,5.24138320855322,4564.164117787671,-4850.902312564094,6.277661627948932,-0.0095347289278939,-0.0010790697117246,-0.0070059546812023,-126.25175473130612,0.0223110710867379,0.007275188507225,654.6197134941434,-4.017291096415541e-05,4.123195660033351,-0.0469449670208949,0.0,-0.0339750574688784,0.0,4.144338267789266,0.022166560083101,0.0094661466434676,0.2820683551440865,4282.653101438175,-0.0071516572618461,3.981718425482864,5.453110080186673,0.0140035257667285,896.4205988544159,-127.112945105022,-0.0190792522550063,-0.005523679230654,4287.733635601971,-0.0003405984399706,-893.1925567146595,0.1910166642311762,-0.0063651857793645,-658.5869521253964
1.3473897325236746,0.0,-0.0010542639662131,4.125963250949639,5.119657944791452,4564.177349229201,-4850.9028339398255,6.277868950531421,-0.0080969582827971,-0.0010455868876322,-0.0057038595799743,-124.95118990694384,0.0215898756363459,0.0056114532588393,567.9118588494233,-1.448183263694699e-05,4.266047025997607,-0.0375387863316232,0.0,-0.0339753684198496,0.0,4.286111771854375,0.0215858132350581,0.0076930199550951,0.2817740712421736,4186.347213647114,-0.0071606062570413,4.122286862949987,5.626235353603281,0.0136653478927328,739.4379236100857,-125.76227462834667,-0.0194968924296272,-0.0053163566481647,4186.635659979943,-0.0002021584448091,-742.2619934687623,0.1786107084556252,0.0019908942985434,-561.8399212916595
1.398044720112291,0.0,-0.0010336684245466,4.263278615291694,5.004051549843533,4564.191091879567,-4850.903372146264,6.278156367159016,-0.0066048313362794,-0.0010227933086786,-0.0044170555839997,-123.94730324159929,0.0211160800564962,0.0040655074130347,482.7302560951388,3.795366790404877e-06,4.407661262443883,-0.0283131678777031,0.0,-0.0339753619982258,0.0,4.428329055615712,0.021010552402023,0.0060762349552841,0.2812894452915628,4093.78669797289,-0.0070295510502215,4.259540565770584,5.7942973949611405,0.0131772325438166,597.677590631154,-124.67687312780596,-0.0198213214596141,-0.0050289400205699,4093.436983463364,-6.81476487985735e-05,-579.2577676700059,0.1628480952535201,0.0254918533814513,-465.2624133026107
1.447559122386013,0.0,-0.0010149142724918,4.397500339722197,4.893491487109554,4564.205334142775,-4850.903924995561,6.278536541321135,-0.0051311711486793,-0.0010036293841348,-0.0030779024294983,-123.07217549316545,0.0207057241874175,0.0027832303327761,396.785649090318,-2.5765476547048857e-05,4.548278469336364,-0.0194196025061777,0.0,-0.0339754676981136,0.0,4.569004181063206,0.0205333089636919,0.0046062642189457,0.2806860271960478,4004.97019526652,-0.0067293962259977,4.393980731998648,5.957144959766875,0.0125872504914904,457.2386053990551,-123.94027711479492,-0.0200552129290386,-0.0046487658584512,4006.164907466231,6.052159102174116e-05,-428.42310646890087,0.1449963243379366,0.0336936219689222,-373.7507067355723
1.4959869447587086,0.0,-0.0009992307296008,4.529122266856133,4.78879930209121,4564.220064964138,-4850.904491023881,6.278931196101318,-0.0037835654593086,-0.000987032749758,-0.0018868565110531,-122.40546454754822,0.020342343346176,0.0016076834356402,313.2594439039644,-5.614687204883916e-05,4.687450584989996,-0.0109759458530096,0.0,-0.0339759043626413,0.0,4.707637708992564,0.0201328133327964,0.0032133344759232,0.2799991640913025,3921.7809107146168,-0.0063649542615644,4.525879686967207,6.11463149620404,0.0117796402871287,322.6468011911559,-123.4456980917487,-0.0202025477209304,-0.0042541110782677,3923.085969303023,0.0001821666934791,-293.2292569517925,0.1206229949444736,0.0354475435521353,-286.4907853031373
1.543381003582165,0.0,-0.0009857367453336,4.6586103582676754,4.688251696314292,4564.23527382397,-4850.905069422152,6.27932855105388,-0.0025922898583919,-0.000973118578657,-0.0009241918183842,-122.00776932176268,0.0200680557499467,0.0005642470593767,235.30296733112272,-7.330394222182038e-05,4.824938085649259,-0.0031280729223148,0.0,-0.0339765701924119,0.0,4.8430868930892,0.0197849117285137,0.0018966062653853,0.2792414646005491,3842.783973274381,-0.0059538234997203,4.655646956711557,6.266615277019866,0.0106494433814435,204.09771471429036,-123.17445749991664,-0.0202686159893952,-0.0038567561257061,3845.330145893504,0.0002939875616059,-171.79529906606058,0.0923628232800759,0.0439109949770474,-202.452555083136
1.5897859616779408,0.0,-0.0009741520546357,4.786325432359639,4.592094612775445,4564.250950717184,-4850.905659196037,6.279751348518047,-0.0014859286702882,-0.0009613368836274,-0.000160721197341,-121.78553949921069,0.0198450638336434,-0.0003227894330605,163.18111686407232,-8.40236890126044e-05,4.95972896295976,0.0040147908155053,0.0,-0.0339773586521035,0.0,4.976168081254192,0.0195146082172588,0.0007403544772399,0.2784291770958761,3768.6738475562015,-0.0054609546570219,4.783627568811604,6.412959527070217,0.0094180123200428,105.74840324988546,-123.068935242884,-0.0202599938160294,-0.0034339586615399,3770.597180605631,0.0003936927538518,-65.85921260334322,0.0550630765341571,0.0547227702384167,-123.20470805372764
1.635237542514054,0.0,-0.0009623812358612,4.912450731569392,4.496230559940034,4564.267086070902,-4850.906259143082,6.280200565869558,-0.0004605247757749,-0.0009496685571848,0.0005106210122753,-121.61947567591206,0.0196072145276756,-0.0010409382302919,95.13074792864282,-0.0001093753703647,5.091563115789581,0.0104159850309618,0.0,-0.0339783219567925,0.0,5.107238812923433,0.0192406121510344,-0.0002513464123603,0.2775802922173487,3694.948849245814,-0.0048827087991832,4.910081231280932,6.553532546407986,0.0081834378321469,24.39488321080571,-122.93502466860502,-0.0201840339166769,-0.0029847413100279,3696.9545219971656,0.0004811063022537,22.54481019491964,0.0223659506363978,0.0611142506234096,-51.71086132053744
1.679711204070137,0.0,-0.0009512139886068,5.036866834327277,4.3988889878970285,4564.283670352747,-4850.906868287683,6.280651782533322,0.0004439470174695,-0.0009385279106859,0.0011172630118896,-121.36327721694973,0.0193824975072851,-0.0016363046554441,32.172021364650135,-0.000147097702395,5.221524092069223,0.0160969387910366,0.0,-0.0339796203415659,0.0,5.236227814488999,0.0190017505423224,-0.0011330105800982,0.2768056528218934,3619.593532503039,-0.0042577984671794,5.034901144160074,6.688207828804164,0.0069017513722557,-45.77953099201156,-122.71364634772772,-0.020048034850562,-0.002533524646264,3621.823505809818,0.0005559397296664,94.7755567053322,-0.0117529343701075,0.0628958949881098,12.675079202670368
1.7232384784964612,0.0,-0.000941319631694,5.1596997925360935,4.306803546327092,4564.300693977686,-4850.907486046452,6.281086343992318,0.0012310330120057,-0.0009294277266117,0.0016254458936062,-121.1671975990572,0.0191711616278047,-0.0021396973617759,-24.821694163949488,-0.0001817888411392,5.349508699222812,0.0210586458351641,0.0,-0.0339812882092703,0.0,5.362855191367235,0.0187817007807579,-0.0019067129547204,0.2760524668914839,3548.5339513944623,-0.0036195280902368,5.158133140983321,6.816864175594904,0.0055689661595232,-105.6826026197318,-122.55661235702644,-0.0198591845056524,-0.0020989631872679,3550.986235145852,0.000617658562819,154.0406749980435,-0.0453395979904051,0.0633786613058336,70.68762965542602
1.765868404950934,0.0,-0.0009320824973107,5.281107436954614,4.219368525592361,4564.318147829544,-4850.908112058376,6.281499904536272,0.001915505305817,-0.0009213016219972,0.0020310438597892,-121.01800059966835,0.0189670709932463,-0.002548427495281,-75.77217739272265,-0.0002086492712614,5.475372438426594,0.0253170774871115,0.0,-0.0339832607135852,0.0,5.486977138839104,0.0185807062694303,-0.0025829182590107,0.2752669470553191,3481.403298238517,-0.0029791007845798,5.2799013365876295,6.939385804752136,0.0042295306600469,-154.77390833246702,-122.44135650903424,-0.0196246164427694,-0.0016854026433147,3483.919035912847,0.000665943651911,202.30467460180188,-0.0785563676610275,0.0639476492391442,122.48360477217484
1.807647624689492,0.0,-0.000924016824949,5.4012109392458765,4.136283296736711,4564.336023268735,-4850.908746031723,6.281892535092471,0.0025381464150375,-0.0009129497536021,0.0023537030067409,-120.88719315994288,0.0187642900296314,-0.002848073951925,-121.66223015859906,-0.000224661255759,5.598873959135281,0.028921272385017,0.0,-0.0339854455935033,0.0,5.608570364676262,0.0183881954577132,-0.0031907884857068,0.2744311609077516,3417.567907450806,-0.0023402847461478,5.400258868342836,7.05566245507958,0.0029595091167955,-193.9151508804556,-122.22512932094617,-0.0193511041213319,-0.0012927720871155,3420.1540094574384,0.0007012108770269,239.71838097069852,-0.1122350295465044,0.0626296254156031,169.3237989759906
1.8486185897636007,0.0,-0.0009157834960451,5.519957388723457,4.057412350640377,4564.3543120938975,-4850.90938777521,6.2822585168050935,0.0031372063467393,-0.000905892762493,0.0025784828375057,-120.70134759904812,0.0185608242157209,-0.0030671188623562,-164.81393603352544,-0.0002341353301324,5.719976076605991,0.0319276532231179,0.0,-0.0339877430474128,0.0,5.727612980366155,0.0182004947098274,-0.0037006429551837,0.2735434294719663,3356.7011644980853,-0.001717343746623,5.519311017532303,7.165589485440381,0.0017047067063446,-223.4596019081735,-121.92886702900512,-0.0190448788471475,-0.0009267903744929,3359.25072333903,0.0007238958749974,267.30270979584606,-0.1459152123609315,0.0606930508101742,210.6118608677558
1.888818892179521,0.0,-0.0009088901229828,5.637333343165522,3.98194067307097,4564.373006492346,-4850.9100372621415,6.282594038235168,0.0036144363343943,-0.0008987326873027,0.0027192998554276,-120.47162558402648,0.0183563188733956,-0.0032083052938964,-203.63894942068524,-0.000250593830942,5.838637980931796,0.0343727778176351,0.0,-0.0339901671121545,0.0,5.844231990894076,0.0180127877283116,-0.00413493977181,0.2726096701311195,3298.4493458414686,-0.0011216644109915,5.637073438395877,7.269067968927066,0.0004795471616441,-243.70183708875933,-121.62207234506045,-0.0187117071628777,-0.0005912689444182,3300.885249446035,0.0007341631795334,286.5685651310616,-0.175748027629881,0.0582986092320153,246.5231830192342
1.9282815602751997,0.0,-0.0009018509784449,5.753380542282257,3.9095080058132905,4564.392098991379,-4850.91069449277,6.28290412812285,0.0039834484675964,-0.0008920962855064,0.002798308851406,-120.22875814851902,0.0181457848124886,-0.0032679418380224,-236.081888811459,-0.0002726312862174,5.954883285540594,0.0362984914595915,0.0,-0.0339927936447157,0.0,5.958523380048735,0.0178233437031395,-0.0044934336776442,0.2716381664443962,3242.4642423884866,-0.0005479674509515,5.753549005846795,7.366004781889085,-0.0006767837840379,-256.2263541946433,-121.3264878907032,-0.0183569781869397,-0.0002811790567357,3244.759794535408,0.0007325289825596,297.9439076118339,-0.2024837306277425,0.0562288384443458,277.4310728610935
