FxFL,FR,rollrate,brake,yawrate,sideslipRR,x,yaw,FyFR,gas,FxRR,vy,steeringangel,slip,FyRR,RL,pitchrate,FyFL,FxRL,ay,FL,sideslipFR,longslipFL,az,FxFR,y,sideslipFL,ax,roll,longslipFR,signal,longslipRL,vx,FyRL,signal,longslipRR,RR,sideslipRL,slip1,pitch
-154.65865401088874,1.4016158017551146,-0.0135929891638135,0.0,0.0005664440648993,-0.0497084525549057,9975.997986357375,-0.0130090593700458,-2194.400586750512,0.6557313219467997,4738.317507882465,0.0064034898719224,-0.0001343364006774,0.0,1275.5233987741394,6.87551856347659,-0.1096179111315109,2187.0837658631385,4856.478534374188,-0.0513866743991533,1.4051458972410331,0.0361969652896086,-0.0015359887469696,-0.2145673736709177,-152.4843624191951,-138.6469226965652,-0.0344272476653267,5.796802920069224,-0.0011358066279507,-0.0016302623500943,0.0,0.196319107608799,0.4170630633177566,-1351.6594512453396,0.0,0.2320705880730999,7.805635576277523,0.0435098993488197,0.0,-0.0058590546526625
-156.14270793557532,1.5903299050192616,-0.0123172118633397,0.0,0.0006053667670232,-0.0473172541465778,9976.002478800558,-0.0130031509564387,-2147.459685360805,0.6471024909845623,4802.687086174278,0.0058312615532899,-0.0001859505671808,0.0,1040.566158246633,7.2505060805057635,-0.1147317697235792,2134.2470087168917,4927.626663803557,-0.0604836810708106,1.5932827355643038,0.035505379125078,-0.001546260591215,-0.2283834388110103,-153.7411254500548,-138.64692030995474,-0.0333014046973215,5.883299500459979,-0.0012650251159871,-0.0016516824423507,0.0,0.2293069018975027,0.4755034274420366,-1118.5296746005945,0.0,0.2794080705944725,8.438170935126884,0.0419158177888967,0.0,-0.0069845023043742
-154.15072300191835,1.7812504979271166,-0.0108180585725191,0.0,0.0006210753668181,-0.043820373260371,9976.007560535983,-0.0129970027528798,-2071.450818554629,0.6396754976395156,4862.411086095466,0.0051384221032911,-0.0002356198979465,0.0,837.7475095242651,7.530036905534731,-0.1184419137269401,2048.527554680928,4997.484110640555,-0.0760452505484919,1.7834249430339173,0.0341680176002178,-0.0015043176437508,-0.2339595013752687,-151.82172324105073,-138.64693191751786,-0.031828295706367,5.971870104816306,-0.001380077229437,-0.001612888581479,0.0,0.2616474827097844,0.5347995529160617,-928.6088718052564,0.0,0.3295729807442165,8.9928079757275,0.0391806528333627,0.0,-0.008153333880909
-153.73391392599993,1.97177081314124,-0.0091469888522842,0.0,0.0006353318209062,-0.0401686323295913,9976.013240285129,-0.0129907132623341,-1973.3625790092788,0.6326081812702107,4925.9839324141685,0.0043238229592663,-0.0002753304255795,0.0,671.5468880152295,7.730943973179546,-0.1208777313756996,1947.1357693488408,5073.855665721205,-0.0848456436891428,1.9732455774291275,0.0326016404618688,-0.0014756078070733,-0.2225528936516238,-151.2875143272562,-138.64695897392593,-0.0302413588918974,6.063759550900602,-0.001479220853419,-0.0015882562779206,0.0,0.2922482689917132,0.5949773997151578,-772.5337871859758,0.0,0.3818785679561346,9.493383847492929,0.0360713004027246,0.0,-0.0093521527314666
-153.31834603276056,2.162562740958897,-0.0073029256966024,0.0,0.0006415031377568,-0.0366841092369128,9976.019527208891,-0.0129843141808068,-1867.723781127033,0.6255260778884164,4995.188428711116,0.0034275865675558,-0.0002941001269569,0.0,540.4798655953789,7.866578770549999,-0.1221356072420923,1837.9087753452852,5155.060646782277,-0.0922942620426897,2.163307021547224,0.0309918482032164,-0.0014567007049752,-0.198251189102621,-150.71123663748023,-138.64700255419083,-0.0286021618416342,6.161658518686064,-0.001560676316287,-0.0015684901201853,0.0,0.319815110373976,0.6560976596746226,-648.7336445531865,0.0,0.4357669186700143,9.955547759481108,0.0331273834806263,0.0,-0.0105687945827413
-152.93919597432816,2.354079109991411,-0.0053202032718223,0.0,0.0006350859405136,-0.0334779483463695,9976.026431036373,-0.0129779270268116,-1759.5411297351225,0.6183122067463199,5068.498079070848,0.0024639404705577,-0.0002772897794294,0.0,438.75795001879095,7.945874576124436,-0.1222702723940554,1727.0497643803371,5237.564084377345,-0.0985290599178236,2.354097791141961,0.0293270602525251,-0.0014378317392861,-0.164230612509571,-150.28818573625736,-138.64706351360718,-0.0269799928546203,6.2626986922175085,-0.0016229011323223,-0.0015445198115011,0.0,0.3437594590285244,0.7182069216533356,-552.827203842144,0.0,0.4908646317113101,10.384265402043503,0.0304502811251978,0.0,-0.0117917994934969
-152.6681852563924,2.5464117792613568,-0.0032363164490404,0.0,0.0006233231842942,-0.0305437174550267,9976.033961793646,-0.0129716397319518,-1651.595967556271,0.6109674548709908,5144.217781927445,0.0014479649314944,-0.000208801198421,0.0,359.89729591102866,7.977243516356215,-0.1213248446358798,1617.2569857489557,5318.667781702507,-0.1033206843396377,2.545723635846265,0.0276264762095799,-0.0014217988792485,-0.1231218207442481,-150.05547593931286,-138.64714255840096,-0.0253833337691196,6.364200273933216,-0.0016647089029342,-0.0015220476428035,0.0,0.3636898634117801,0.7813252472826512,-478.5781640420543,0.0,0.5467423253560126,10.780688111939805,0.0279746255414533,0.0,-0.0130101762285784
-152.4922927668334,2.7396451122948613,-0.0010872934964328,0.0,0.0006142366584055,-0.0278284771299307,9976.042129541642,-0.0129654607517186,-1544.6317088629846,0.6035341207880188,5219.706116699483,0.0003975575787417,-7.174617042729622e-05,0.0,298.1390382609692,7.967784933740409,-0.1193434744275903,1510.1413442928292,5397.492998673154,-0.1059235412565985,2.738239216855848,0.0259145640704266,-0.0014097936962789,-0.0773587912186329,-149.9556518726648,-138.6472402345022,-0.023803382446604,6.464049827273313,-0.0016852911587066,-0.0015026052398819,0.0,0.3792923016326518,0.8454479037153333,-420.0873203208807,0.0,0.6029903025172505,11.145430610033488,0.0256194467039731,0.0,-0.0142133615024737
-152.38135299982915,2.9338265556553678,0.0010844767965293,0.0,0.0006098986331645,-0.0252821936086795,9976.050944158082,-0.0129593465073216,-1439.9357664254408,0.5960627267122804,5293.5573178003415,-0.0006713075066384,0.0001482489669315,0.0,248.96883750510537,7.923048129614075,-0.1163782887839948,1405.652441135151,5472.471234945244,-0.107293719067615,2.9316906542591745,0.0241985274302362,-0.0014006297782058,-0.0289740205173739,-149.9202172774001,-138.64735689967443,-0.0222510487467523,6.560415189329261,-0.0016842193855818,-0.0014854456872252,0.0,0.3902534345987844,0.910550148493879,-372.75676767352974,0.0,0.6592494356059437,11.479791207472369,0.0233320326314322,0.0,-0.0153912758270021
-152.2894116427192,3.1289536748215325,0.0032392464113152,0.0,0.0006145871238736,-0.0228772809337506,9976.060415161455,-0.0129532322718736,-1337.3516770779747,0.5885986924322845,5365.428848558729,-0.0017422976195168,0.0004616814445479,0.0,209.1422689244247,7.848609560508731,-0.1124901968785227,1304.7373946901012,5542.732986995604,-0.1067197552223737,3.126081737688243,0.0224877041394339,-0.0013936451877676,0.02024631423547,-149.98308704432336,-138.64749275751345,-0.0207269905339497,6.652516727733868,-0.0016614946738928,-0.0014712002483101,0.0,0.3963454490003111,0.9765926881419006,-333.31974248076307,0.0,0.7150901699634261,11.784293223186522,0.0210863267337026,0.0,-0.0165344076596311
-152.25759428414332,3.325049172850058,0.0053367136749798,0.0,0.0006327326004264,-0.0206058452927854,9976.070551628338,-0.0129469986534984,-1237.7011808670195,0.581168044796943,5435.1976080547865,-0.0027998497106973,0.0008927863646732,-0.0027339636286447,176.4166588198714,7.750145198446444,-0.1077506672139114,1207.034703127793,5607.789299585905,-0.1048900283251336,3.321408071506889,0.0207860223359016,-0.001389136576439,0.0689358814484001,-150.12353598692908,-138.6476478299053,-0.0192392550914036,6.739889005105213,-0.001617501991012,-0.0014585287011657,0.0,0.3974464040938671,1.0435318813497174,-299.5395234409836,0.0,0.769942448438185,12.058120694701213,0.0188737448311455,6.280451343550942,-0.0176339129604257
-152.26004439173238,3.522107596613457,0.0073428375361945,0.0,0.000669278162136,-0.0184672756030271,9976.08136214204,-0.012940488040491,-1140.5293178785655,0.573796293079648,5501.713342354003,-0.0038280795634918,0.0014941989593338,-0.0034909338059728,149.21992567375088,7.6329508060522,-0.1022389250037662,1113.3241891242824,5667.259595915663,-0.1010453948539441,3.517662863594394,0.0191065200347176,-0.001385946703503,0.1159317287705375,-150.3515637407245,-138.6478219880333,-0.0177858399834071,6.821525803582815,-0.001553014002717,-0.00144821083443,0.0,0.3935121246876237,1.1113160583554835,-269.8700264225786,0.0,0.8232175418527992,12.3008391923746,0.0166987970071106,6.279694373373613,-0.0186817079011935
-152.297674549362,3.7201289265814648,0.0092225776255661,0.0,0.0007259064210052,-0.0164632167343855,9976.09285470431,-0.0129334990795208,-1046.8016024567532,0.566510885249623,5564.262766281819,-0.0048126879784338,0.002203094009518,-0.0041200319699958,126.422470273367,7.501896948471021,-0.0960397066168292,1022.7898750177686,5720.5932353326425,-0.0962649144960568,3.714812379122741,0.0174675159919041,-0.0013835711919979,0.1602041807091969,-150.64539032647852,-138.6480149256144,-0.0163602439092012,6.896599982971059,-0.0014691259232613,-0.0014389262296326,0.0,0.3845732013486163,1.1798845130561135,-243.23592308606325,0.0,0.874342829882531,12.512575583216073,0.0145710660385322,6.27906527520959,-0.0196705324740145
-152.34669372554558,3.919059174813575,0.0109410774460136,0.0,0.0008018524406575,-0.014596429916191,9976.105036655616,-0.0129258392545984,-956.149792546306,0.559338708295446,5622.216605758066,-0.0057442059009704,0.0029737814559596,-0.0046339763515234,107.195600248272,7.361748050651739,-0.0892418197027496,935.9280623415405,5767.294393976094,-0.0901876446372959,3.912826251076967,0.0158656679382671,-0.0013819771572067,0.200889778643086,-150.95954662001452,-138.6482262244243,-0.0149797179136985,6.964392614734999,-0.0013673047977487,-0.0014304404451362,0.0,0.370765493625987,1.2491685920461393,-218.80987823008743,0.0,0.9227438289085406,12.69362087479035,0.012499524166465,6.278551330828063,-0.0205939978111934
-152.4267901848896,4.1188281820916,0.012454151290136,0.0,0.0008976030043684,-0.0128700323062399,9976.117914606146,-0.0129173082123769,-869.2236734812776,0.5523047913670449,5675.035524763024,-0.0066097853466052,0.0037871809106965,-0.0050408257566459,90.90707815485273,7.217095109152495,-0.0819442797511079,852.8392556656914,5806.954523669703,-0.0833643250155073,4.111650169217614,0.0143374719884925,-0.0013818890065559,0.2387337207247763,-151.3156932585081,-138.6484553353786,-0.0136481463222812,7.024445961886634,-0.0012493523150528,-0.0014228391751566,0.0,0.3523269084631483,1.3190927210398382,-195.9010441518089,0.0,0.9678499024084072,12.844358596217132,0.0104911235540303,6.27814448142294,-0.021446636916525
-152.5964154930756,4.319356373774259,0.0136357995223324,0.0,0.0010055580177637,-0.0113121965534152,9976.131494367217,-0.0129077460566507,-788.1058715098508,0.5454350984376893,5722.0909824264645,-0.0074018094068741,0.0045766667703766,-0.0053512385467498,77.21162238004275,7.072304815692539,-0.0742811183632081,774.4584672817626,5838.8203255736125,-0.0762898197108018,4.311298184926474,0.012909126855107,-0.0013839222281246,0.2647653875932737,-151.8433349887156,-138.64870159820956,-0.0124150045355946,7.075607250906774,-0.0011179460690347,-0.0014157997096362,0.0,0.3296060299076394,1.3895735077926452,-173.76331871210536,0.0,1.0091136040572717,12.965330849944616,0.0085543315743756,6.277834068632837,-0.0222241592365353
-152.7187420203404,4.520659182875925,0.0143519773099479,0.0,0.0011376300185431,-0.0099729105645292,9976.145780816432,-0.012897002613131,-709.2057929615044,0.5387878074997077,5762.831691743713,-0.0080917202536227,0.0055995780236932,-0.0055600131932355,66.82464002081626,6.93538657199685,-0.0664105633146328,703.644654168075,5856.605021749882,-0.0618115593121045,4.511845624509419,0.0114057713562212,-0.0013847314308587,0.2782603345381966,-152.35890628273538,-138.64896418640907,-0.0113509155892036,7.113293883762658,-0.0009773211959724,-0.0014057508768881,0.0,0.3035983146613908,1.4605013496024577,-152.08672555264704,0.0,1.0457802423992686,13.05548619126774,0.0067512552980106,6.27762529398635,-0.0229238096047867
-152.70366497547545,4.722764978717741,0.0148726324395639,0.0,0.0013301049335598,-0.0088611802650692,9976.16077753639,-0.0128846181126377,-632.2645803811961,0.532461032970753,5792.637332342761,-0.0086267903890026,0.0069602952117813,-0.0056474839031918,58.75592047052836,6.819163519428203,-0.0584919057398573,638.9747759360616,5859.666070668704,-0.0438315881527524,4.71287969519418,0.0100502484373621,-0.001383202117953,0.2846688122618098,-152.93853599276233,-138.64924178917164,-0.0102985597795853,7.133572320031759,-0.0008308534362305,-0.001397627731742,0.0,0.2760125633450568,1.531725410329445,-129.98880386943375,0.0,1.076627081094972,13.11169381066908,0.0050643876944983,6.277537823276394,-0.0235443488797042
-152.6735310640624,4.925345021271254,0.0152525325401052,0.0,0.0015605819185509,-0.0078482943551531,9976.176486495357,-0.012870059403584,-562.3354358321483,0.5265318380592902,5807.726817565098,-0.0089968291329515,0.0082727675390447,-0.0056240940958773,52.00793661671497,6.727042744832933,-0.0506098446529324,576.8370089112568,5852.25599801783,-0.026818891640119,4.91410957097263,0.0088759241730695,-0.0013798007152382,0.2847406702772833,-153.2874883009161,-138.64953274022884,-0.0092196350632859,7.137814856425504,-0.0006798929931544,-0.001388424161634,0.0,0.2476170011032739,1.603076210558455,-106.73849129828484,0.0,1.1017609562414186,13.139047060536791,0.0035056099747103,6.277561213083709,-0.0240858660613117
-152.65724891417045,5.12792844391501,0.0154378740587417,0.0,0.001778260155752,-0.0068565009558527,9976.192908109851,-0.0128532278306197,-498.918893583654,0.5209893712499879,5811.78771432653,-0.0092221212024832,0.0093168605453943,-0.0055166244771222,45.85858257180554,6.656049781086055,-0.0428224297079727,515.9566457004379,5837.369533563706,-0.0118503683161635,5.115399070577694,0.0077927623643354,-0.001376253167839,0.2773964596087668,-153.4542150105599,-138.64983544913602,-0.0081549139377023,7.130310792932531,-0.0005261781478462,-0.001378237082207,0.0,0.2184312043183146,1.6744121547657291,-81.73064948273587,0.0,1.1215371058045045,13.143618305235613,0.0020916943857574,6.277668682702464,-0.0245490267173586
-152.64914980670326,5.330224774000875,0.0154220923354877,0.0,0.0019474789249378,-0.0058675157388077,9976.210041619624,-0.0128344651049324,-439.908487244501,0.5157704488881285,5808.270493985146,-0.0093132376843317,0.01000228715463,-0.0053417622195278,39.93567386288967,6.603475035663695,-0.0352013259614475,457.20351732861343,5816.44470668398,0.002689881101003,5.316681075879767,0.0067765965836754,-0.0013726557130557,0.2633718362586072,-153.5269072786048,-138.65014847877637,-0.0071446111406142,7.113981838777913,-0.000371727437672,-0.0013680172082465,0.0,0.1884776806935064,1.745629539139916,-54.73378132779376,0.0,1.1358976491501702,13.12819831013318,0.0008539186453357,6.277843544960058,-0.0249351678866334
-152.65132130195815,5.532073070817513,0.0152312723449014,0.0,0.0020469028616617,-0.004877375464258,9976.227885390326,-0.0128143768415055,-384.8074101979035,0.5108164609659991,5798.982575328422,-0.0092657701149545,0.0102634213087056,-0.0051051890303729,34.08999466108303,6.568401347826539,-0.0278165375975239,401.307729668732,5790.089862669153,0.0185112181686061,5.517900249551145,0.005840144680169,-0.001369035540195,0.2432565191478176,-153.5442101652946,-138.6504704035384,-0.0061902197911399,7.090299699760547,-0.0002184283184328,-0.0013582653080243,0.0,0.1580018410331783,1.816647628973929,-24.8566488223426,0.0,1.1445878050728662,13.093802413048058,-0.0001804443932399,6.278080118149213,-0.0252463427946956
-152.68782134931632,5.733341957070965,0.0148980975853774,0.0,0.0020502537730649,-0.0038688254956553,9976.24643707142,-0.0127937959225498,-333.88654046252856,0.5060910242078553,5784.658770124709,-0.0090621736438356,0.0100387703130544,-0.0048046326908656,28.23400796782488,6.551186874038054,-0.0207370630248432,348.34370920788666,5758.452887207773,0.0358990002872603,5.719027042490997,0.0049910024825886,-0.0013662122675462,0.2117583041046328,-153.50795518901566,-138.65079968372424,-0.0052855121899489,7.060267332880984,-6.781267153798545e-05,-0.0013489768848643,0.0,0.1274462128173366,1.8873961964108927,10.28558214768982,0.0,1.1473335513271297,13.040962123199598,-0.0009746071541922,6.27838067448872,-0.0254852765510708
-152.84163704499522,5.933950409193278,0.0143513456337496,0.0,0.0019210379985458,-0.0028433244092518,9976.265693634628,-0.0127738627971926,-286.84770644810686,0.5015937904129325,5765.644074230249,-0.008669679013157,0.0092895550579286,-0.0044302442313984,22.318830257898387,6.553509812187959,-0.0140778256333464,298.6667207890956,5737.680305366126,0.0654723179881774,5.920149125034829,0.0042075051367858,-0.0013660556450482,0.171260250579595,-153.4503772833014,-138.65113452575966,-0.0044533543688425,7.033242605750177,7.831664400234346e-05,-0.0013406190588029,0.0,0.0976579280101542,1.9578036922611333,51.11509243809584,0.0,1.143843083512203,12.96979183434136,-0.0014575281686366,6.278755062948187,-0.025655645769561
-158.43149871851315,6.135273872309643,0.0137781791969545,0.0,0.0011951387189366,-0.0014838867263337,9976.28565468015,-0.0127578520664941,-236.9292661800364,0.4956989860046566,5741.128734655167,-0.0080476130621378,0.0090459529385573,-0.0039672079414281,15.837681553260833,6.351802550773916,-0.0081258584732272,259.82172588939824,5881.6554303429175,-0.0029124950422853,6.12501650605629,0.0030530270619298,-0.0014416135399275,0.1490690381626129,-155.56764507720396,-138.65147285483295,-0.0042012670192272,7.092599695644696,0.0002184930787098,-0.0013581409945063,0.0,0.029102127310355,2.02874729667878,97.67026675598817,0.0,1.107199461857198,12.978189095579983,-0.0013532890039659,6.279218099238158,-0.0257628450281804
-155.07192094844277,6.333471070060461,0.013315025992143,0.0,0.0012277750076849,-0.00056924203203,9976.30631480414,-0.0127449190492062,-197.2097204685421,0.4935884869104553,5707.472701735909,-0.00710070119745,0.0082472126149903,-0.0033849254677896,9.35485153110996,6.5795763668866565,-0.0023712468933339,217.24968219913,5614.138090012093,0.0743842555513796,6.32319819453608,0.0030085800464376,-0.001246948634226,0.083816280474383,-154.32634480903053,-138.6518116864513,-0.0028310179738314,6.909428840195649,0.0003538712269065,-0.0012741846094944,0.0,0.0311635725738983,2.097595558157756,127.38142798860696,0.0,1.015373093944954,12.834432975362366,-0.0014574989487851,6.279800381711796,-0.0258120084352085
-150.25600951576826,6.529158661752594,0.0124547459444557,0.0,0.0010601654000153,0.0002504903566702,9976.32765990387,-0.0127331830553021,-177.15118214266775,0.4907775455966975,5666.746512599397,-0.0061923521128913,0.0047028249170354,-0.0028581368224195,3.763930594826848,6.799825912034422,0.0029683737664091,159.5413882201734,5495.7979565400565,0.0798300928788761,6.519480651435857,0.0027078162685667,-0.0012769938521307,0.0284275821621672,-151.97611760805097,-138.6521494657818,-0.0018267885399096,6.81281437802431,0.0004827003634233,-0.0012933415060449,0.0,0.0320891411015153,2.165812227981843,143.96124520915475,0.0,0.9211697370882856,12.632656701209852,-0.0015604731494491,6.280327170357166,-0.0258059297561766
-151.0887749923458,6.723371720597126,0.0111552799334221,0.0,0.0006955866931159,0.000949066341315,9976.349683603628,-0.0127244124086884,-153.01703085309438,0.4875852497323321,5622.023283356317,-0.0054190567572804,0.0003382758526617,-0.0024244401062823,-1.3576918101324669,7.014996744635448,0.0078030306494179,111.0821778658273,5426.576690054915,0.0744316288520048,6.715253200954102,0.0021487237795218,-0.0013408755382685,-0.0239593271926947,-151.54261253359908,-138.65248734642802,-0.0011975904531265,6.738350826745566,0.0006003885036666,-0.0013000926953765,0.0,0.0324291560874118,2.233421175806575,155.8599212450418,0.0,0.8302718462909485,12.4108555932795,-0.0016591036091955,6.280760867073304,-0.0257492099561726
-151.0823562124723,6.916600385299547,0.009610537314386,0.0,0.0002297652076005,0.0015504680197982,9976.372379898874,-0.0127199651530339,-123.07626080581149,0.4842591929135336,5575.303397170165,-0.0046968809885902,-0.004125266572072,-0.0020388271127603,-6.431267479559719,7.226296237792854,0.0120940101811158,73.73993873812394,5373.234620429448,0.0727941173444801,6.911086644136431,0.0015881694334995,-0.0013227801287416,-0.0747236806824224,-151.04715123817604,-138.6528262394358,-0.0006748032962459,6.67274316444129,0.0007035799791065,-0.0012838866042033,0.0,0.0324869708660926,2.300424439610422,163.96137138099198,0.0,0.7446508805913812,12.185248310468229,-0.0017097047146474,6.281146480066826,-0.025647126536459
-150.66122522915353,7.108868398478194,0.0079430939923376,0.0,-0.0002683773502279,0.0020585219720639,9976.395742844676,-0.0127204016892778,-93.35453784547066,0.4809082120934168,5527.860566521185,-0.0039835799289609,-0.0087303959747985,-0.0016790926095122,-11.68732620330707,7.434454136679353,0.0158354925512573,41.40244544333609,5325.54845475275,0.0697952884684041,7.106214675073877,0.0011148679949943,-0.0013104647280376,-0.1230020654683743,-150.7377242923741,-138.6531663765973,-0.0001600423653201,6.610221374590569,0.0007905948983523,-0.0012760352553701,0.0,0.0324305734378672,2.3668222182709737,167.25050858681783,0.0,0.6646198161132411,11.96169672173998,-0.0017059506005378,6.281506214570074,-0.0255051605626743
