vx,longslipFL,longslipFR,signal,x,ax,pitchrate,sideslipFR,sideslipRR,RR,slip1,FyFR,brake,FxRL,FyRL,FxRR,ay,roll,pitch,FxFL,az,sideslipRL,FxFR,RL,rollrate,steeringangel,yaw,vy,signal,sideslipFL,longslipRR,yawrate,gas,y,FL,longslipRL,slip,FyRR,FR,FyFL
0.4170630637103089,-0.0015360157547776,-0.001630234565404,2.364161653290717,4564.035066509832,5.796802897172385,-0.1096179053383727,0.0361951783315439,-0.0497081351952994,7.805625704554581,0.0,-2194.338688876911,0.0,4856.476162093222,-1351.6649883693842,4738.3197499293965,-0.0513237510456722,-0.0011357784925725,-0.0058590546746494,-154.6571127384935,-0.2145674636454676,0.0435102033928989,-152.48597225917942,6.875528494037325,-0.0135910025692964,0.0,-0.0342846018464152,0.006404780379608,0.0,-0.0344289950888073,0.2320704987590252,0.0005679682055388,0.6557313208327232,-4850.897216734666,1.405140743579902,0.1963192376047967,0.0,1275.518444011427,1.4016210215686824,2187.1494293861388
0.4755034280462669,-0.00154630073339,-0.0016516357318758,2.592344227158947,4564.039557987662,5.883299617753812,-0.1147317610309858,0.035503090601468,-0.0473169192926693,8.438155569843374,0.0,-2147.379610313847,0.0,4927.623502839371,-1118.5351920747596,4802.690134819714,-0.0603990653163762,-0.0012649713428077,-0.0069845022528098,-156.14080447322934,-0.228383598603748,0.041916130992499,-153.74304410021816,7.25052155865632,-0.0123141374852281,0.0,-0.0342786734191293,0.0058333257521627,0.0,-0.0333036314587615,0.2794079212238244,0.000607793172955,0.6471024902742691,-4850.897309903534,1.593274550797115,0.2293071463429448,0.0,1040.5611490728056,1.590338320768843,2134.3320545177357
0.5347995557019972,-0.0015043543286235,-0.0016128453001404,2.8181938662007195,4564.044638326983,5.971870412891276,-0.1184419025903356,0.0341656287096589,-0.0438200273523744,8.992784616470066,0.0,-2071.3568593692394,0.0,4997.479339886642,-928.613754527463,4862.415769828443,-0.075941791265351,-0.0013799857495357,-0.0081533337275297,-154.14866685881316,-0.2339596454450553,0.0391809697884155,-151.8237968501871,7.530060375751884,-0.0108137005571557,0.0,-0.0342724950074327,0.0051414652436221,0.0,-0.0318305977578511,0.3295727105255519,0.0006246071685329,0.6396754936705821,-4850.897429590939,1.7834136655983095,0.2616479374302887,0.0,837.7429504970495,1.78126203436805,2048.626009474103
0.5949774056217698,-0.0014756421912384,-0.0015882145158272,3.0415073209852914,4564.0503162164205,6.063759874888273,-0.1208777197167566,0.0325995593336569,-0.0401683702877314,9.49334815661074,0.0,-1973.267993149516,0.0,5073.848359400582,-772.536984369555,4925.991090747674,-0.0847360618538856,-0.0014790786745684,-0.0093521524639442,-153.73199418325405,-0.2225529470292122,0.0360715275104146,-151.28945900060944,7.73097979387937,-0.0091413571914418,0.0,-0.0342661636264349,0.0043279478216355,0.0,-0.0302433420583179,0.3818779064037586,0.0006400615526205,0.6326081742909814,-4850.897577435106,1.973230930236637,0.2922492495382495,0.0,671.5435523376492,1.971785767102628,1947.2346528149117
0.6560976695559513,-0.0014567229400616,-0.0015684614064671,3.2620836244765616,4564.05660079194,6.16165897574527,-0.1221355961047631,0.0309906169961358,-0.0366840979520084,9.955493690477804,0.0,-1867.6473509300315,0.0,5155.0501551397,-648.7332532247287,4995.198814507462,-0.0921979407907649,-0.0015604721328402,-0.0105687941991878,-153.316699057728,-0.1982513067578908,0.0331273575758374,-150.71288322819652,7.86663296478843,-0.0072963333494375,0.0,-0.0342597109940582,0.0034327208556771,0.0,-0.028603280490399,0.435765426512566,0.0006473387573083,0.6255260681917483,-4850.897754705445,2.163289480700752,0.3198170987605948,0.0,540.4790355872002,2.1625806104499525,1837.9876751646384
0.7182069364837037,-0.0014378320765304,-0.0015445170816629,3.479724272889841,4564.063501762192,6.262699308867074,-0.1222702660230382,0.0293276051296895,-0.0334784055523189,10.384185483378689,0.0,-1759.511316461673,0.0,5237.549897846527,-552.8206732914896,5068.512416843892,-0.0984754178004188,-0.0016226288896395,-0.0117917990209238,-152.93847920762448,-0.16423065151954,0.0304497909942563,-150.28885752332238,7.945954530356343,-0.0053133697693187,0.0,-0.0342532609521884,0.0024697575855915,0.0,-0.0269793481530005,0.4908616323645604,0.000641664142844,0.6183121942333448,-4850.897962465931,2.3540786002091973,0.3437631567153004,0.0,438.7611695585978,2.3540985948000195,1727.0780245533117
0.7813252685407507,-0.0014217730673521,-0.001522080999123,3.694233404331863,4564.071029135801,6.364200859596117,-0.1213248488539665,0.0276299291614626,-0.0305449323524683,10.780573839005813,0.0,-1651.6547521477598,0.0,5318.649710456209,-478.5622702840787,5144.236174933355,-0.1033548090000698,-0.0016643727884537,-0.0130101757453414,-152.66914125421576,-0.1231218576577225,0.0279733906837986,-150.05442780125338,7.977357537493217,-0.0032305408944073,0.0,-0.0342469071775039,0.0014537437526991,0.0,-0.0253798193118051,0.5467368654437808,0.0006298757972485,0.6109674384152325,-4850.898201641107,2.5457050877166987,0.3636961975611095,0.0,359.90627651117524,2.546430504211911,1617.1911971087577
0.8454479292002514,-0.0014097403085529,-0.0015026831798313,3.90541797506326,4564.079192959458,6.464049876986471,-0.119343495983376,0.0259222112643252,-0.0278308018218888,11.145274085724049,0.0,-1544.8303881633303,0.0,5397.471628898082,-420.0580832944358,5219.727705687543,-0.1061029761445933,-0.0016849121743079,-0.0142133611478176,-152.49627471467315,-0.0773589118831115,0.0256171260764494,-149.95188127560837,7.967941112559927,-0.001084586404584,0.0,-0.0342406686165202,0.0004020492615647,0.0,-0.0237957378727345,0.6029812064574169,0.00061946726184,0.603534106230745,-4850.8984730007405,2.738225035360362,0.3793023593314936,0.0,298.15561362003893,2.7396592456695115,1509.9262716730436
0.910550173152241,-0.0014005360049693,-0.0014855599073846,4.1130879332249055,4564.088003100459,6.56041492612578,-0.1163783374796794,0.0242117298512662,-0.0252859968250923,11.479587370007444,0.0,-1440.3322670584655,0.0,5472.448733759736,-372.70969656112896,5293.5800341108,-0.1076824428464868,-0.0016838427818866,-0.0153912758321476,-152.3886451236468,-0.028974763469743,0.0233282701106569,-149.91285151856002,7.923251573235341,0.0010813563957831,0.0,-0.0342345179713672,-0.0006699656239584,0.0,-0.0222379621367184,0.6592354604074758,0.0006119007599315,0.5960627208900899,-4850.898777128521,2.931686445224846,0.3902682275023797,0.0,248.99476473844732,2.9338307385137954,1405.2297909539247
0.9765927083934112,-0.0013935391223336,-0.0014713507401475,4.317056389871754,4564.097469069991,6.652516844676934,-0.1124902816169206,0.0225077013609479,-0.0228828969657323,11.784042839500504,0.0,-1338.0070244347232,0.0,5542.713060673845,-333.2502973761636,5365.449178234634,-0.1073907993545079,-0.0016611973165954,-0.0165344083332784,-152.3014663137914,0.0202448809843212,0.0210808004449549,-149.96975129041596,7.848859464118542,0.0032268109875876,0.0,-0.0342284132009674,-0.0017466416962097,0.0,-0.0207072258308275,0.7150702952075341,0.0006107871353151,0.5885986984499124,-4850.899114453012,3.1260942596655727,0.3963655672568278,0.0,209.17891544691136,3.128940750648713,1304.0419033304534
1.0435318902389703,-0.0013890318232801,-0.0014587090575988,4.517139787160284,4564.107599941037,6.7398863511236415,-0.1077508072579767,0.0208153230971151,-0.0206135210520359,12.057834514659705,6.280438669126157,-1238.6881672683637,0.0,5607.777740589114,-299.44361448080105,5435.209241706043,-0.1059161241123193,-0.0016173991113948,-0.0176339147778437,-152.2776772325666,0.068934374032758,0.0188662196378615,-150.10467656719783,7.750430923700339,0.0053108443248865,0.0,-0.0342222643465329,-0.0028130989622293,0.0,-0.019210387419915,0.7699163733660186,0.0006198750243115,0.5811680632963303,-4850.899485218887,3.3214463904314373,0.3974714797375628,-0.0027466380534286,176.46475583257742,3.3250100239247278,1205.9962488277868
1.1113160425912632,-0.0013857675298097,-0.0014484145662963,4.713158063538156,4564.118404296263,6.821522529218011,-0.1022391282278138,0.0191494393213455,-0.0184773599967379,12.30054339972184,6.279670413450533,-1142.010871174623,0.0,5667.264826197164,-269.74363555688353,5501.707490102099,-0.1026134857268088,-0.0015532688721451,-0.0186817114472211,-152.29048615289312,0.1159279855301825,0.0166889343163234,-150.32199466591624,7.633246605617172,0.0072979298552341,0.0,-0.0342159525110816,-0.0038547395103363,0.0,-0.0177434969698018,0.8231863579803398,0.000642830157025,0.5737963404032022,-4850.899889519281,3.5177402900392374,0.3935400511703602,-0.0035148937290535,149.27985627331094,3.522029759317166,1111.7725094651016
1.1798844617072863,-0.0013833221099943,-0.0014392215060623,4.90493481578747,4564.129890140055,6.896595759884805,-0.0960400043815934,0.0175210343121269,-0.0164761611400888,12.512317763912693,6.279026184243729,-1048.8343642873674,0.0,5720.62714448576,-243.07319809002536,5564.227292223365,-0.0984723773925425,-0.001469967558379,-0.0196705385645361,-152.33547316035276,0.1602004214995455,0.0145584279753104,-150.60705934670167,7.502155660356716,0.0091516217226636,0.0,-0.0342093301737433,-0.0048588565009813,0.0,-0.0163076040289768,0.8743099610665692,0.000679980269356,0.5665109671772273,-4850.900327274823,3.714944333529449,0.3845990507132834,-0.0041591229358576,126.49520425371786,3.7199961829742336,1020.6712936140748
1.2491684913154564,-0.0013817704400229,-0.001430674654242,5.092297457775744,4564.142064817823,6.964387657056456,-0.0892422083237175,0.015926858626696,-0.0146119149560239,12.69347805153918,6.278494263497071,-958.6422719404976,0.0,5767.372703364357,-218.60794984412163,5622.135184554099,-0.0929315262182721,-0.0013690252893822,-0.0205940073815852,-152.39303965147766,0.2008815591793185,0.0124844324981157,-150.91186166074374,7.361893177693383,0.0108387545938111,0.0,-0.0342022630419801,-0.0058155524916911,0.0,-0.0149195343185297,0.9227166389647532,0.0007309083739849,0.5593388278474342,-4850.900798286625,3.913026946486433,0.3707800386181749,-0.0046910436825153,107.2805308028774,3.918857749187556,933.3565731894286
1.3190925614290774,-0.0013817567251224,-0.0014230576338055,5.275077375771785,4564.154934947945,7.024441159766805,-0.0819445985783403,0.0144063887131176,-0.0128868115461524,12.844445286449828,6.278067858051268,-872.1338639192696,0.0,5807.095911466519,-195.66725628822567,5674.8887208711,-0.0866050510089912,-0.0012522816022024,-0.0214466503172996,-152.4824565925026,0.2386944765167853,0.0104748033273187,-151.25579750538247,7.217013000790327,0.0123178520171707,0.0,-0.034194601558475,-0.0067109330693176,0.0,-0.0135797199972137,0.9678414254389937,0.0007968206320682,0.5523049469649991,-4850.901302200436,4.111930884375226,0.3523150085186355,-0.0051174491283179,90.99966051266972,4.118546074623478,849.8323498656466
1.3895733200119362,-0.0013838384400107,-0.0014161550118051,5.453110080186673,4564.1685063527775,7.075615914782678,-0.074280767595465,0.0129818963609734,-0.0113283999233846,12.96580501302376,6.277736830459229,-791.3464912401422,0.0,5839.063460436318,-173.51417659280256,5721.858155604441,-0.0799622872203306,-0.0011224278939089,-0.0222241732001313,-152.66258307356864,0.2648047270301697,0.0085377842218087,-151.77366976131924,7.071835852358053,0.0134654483562508,0.0,-0.0341862322771077,-0.0075370201013345,0.0,-0.0123422459455696,1.0091442447914052,0.0008705482263275,0.5454352166648158,-4850.90183852949,4.31166911797312,0.3295443057582302,-0.0054484767203564,77.3044501500871,4.3189805565749175,771.1095976793314
1.4605014403225054,-0.0013847970113648,-0.0014060805068137,5.626235353603281,4564.182783926475,7.113330885235268,-0.0664094939564699,0.0114995885302653,-0.0099867637206283,13.056582070525405,6.27750700921128,-712.9276318896616,0.0,5857.024310510666,-151.84974366331326,5762.485844339359,-0.0659872063529278,-0.000983685607887,-0.0229238149730934,-152.8026259204524,0.2781905715972285,0.0067367845886485,-152.28215675442073,6.934261178248088,0.0141492496378121,0.0,-0.0341770449550504,-0.0082645892141132,0.0,-0.011256726042258,1.045882307845507,0.0009643366485556,0.5387873708222324,-4850.902406595052,4.512321357800744,0.3034468212089508,-0.0056782979683068,66.91025659724754,4.5201768289109925,699.8032883544755
1.5317258942803622,-0.0013832382851783,-0.0013976289645078,5.7942973949611405,4564.197771279083,7.133595906721168,-0.058491252648876,0.0101764705477658,-0.0088726162958341,13.113774234651036,6.277394054933716,-637.2552149471105,0.0,5860.26530682516,-129.81178664798367,5792.082283411311,-0.0494787935206706,-0.0008394414213649,-0.0235443462689985,-152.8093432226696,0.2846654240366723,0.0050535184310723,-152.83702384405436,6.817028592531663,0.014632031872441,0.0,-0.0341666458639583,-0.0088471575708678,0.0,-0.0101736483586784,1.0768530504483544,0.001108913707573,0.5324601732842625,-4850.903005233611,4.71348790390973,0.2757156581176261,-0.0057912522458704,58.8295925438052,4.72215612026924,633.92038490059
1.6030768856041524,-0.0013797305503858,-0.0013882743015549,5.957144959766875,4564.213470407926,7.137825053366987,-0.0506092410394803,0.0090068961838789,-0.0078576955127208,13.142557956931215,6.277385233565529,-568.3489259590103,0.0,5853.041352594556,-106.6395574553629,5806.947285338367,-0.0338502311152666,-0.0006911553153988,-0.0240858573793215,-152.79840482710077,0.284727873920424,0.0034969894499433,-153.15854041737762,6.723491473620763,0.0149620687702661,0.0,-0.0341546219944543,-0.0092791516124599,0.0,-0.0090898315301103,1.1021836529247626,0.0012791473072944,0.5265311681702388,-4850.903632965015,4.914885774561233,0.2471044543331665,-0.0058000736140572,52.068578906883246,4.924571944704263,570.8261303267783
1.6744128866830208,-0.0013760076460367,-0.0013782725334889,6.11463149620404,4564.229881757213,7.1303131010131615,-0.0428217346590795,0.0079086724243233,-0.0068622439720061,13.149009932280348,6.277459071900254,-505.066057069648,0.0,5838.366319981918,-81.71736049203106,5810.7805455629305,-0.0192508151938324,-0.0005406192443907,-0.0245490115702497,-152.79010982368197,0.277383640696302,0.0020866202895052,-153.31778463585877,6.65063762835209,0.0150990351484105,0.0,-0.0341409661743292,-0.0095733816975529,0.0,-0.0080398418395283,1.122237797258594,0.0014309113420479,0.5209889978674059,-4850.90428833128,5.116359987111512,0.2176196270831762,-0.0057262352793323,45.90365914410894,5.126971046429526,509.860680428964
1.745630305199326,-0.001372288571209,-0.0013683598719591,6.266615277019866,4564.247004595628,7.113982123615067,-0.0352004828163944,0.0068707807934693,-0.005865529194026,13.13595058315785,6.277604566330447,-445.5136741069138,0.0,5817.680295778393,-54.8608876905869,5807.025737237191,-0.0042970181808333,-0.0003897531291237,-0.0249351450163947,-152.77800474697193,0.2633699248597806,0.0008564005723441,-153.39942067004688,6.595712491571385,0.0150506915604731,0.0,-0.0341260317060581,-0.0097307666028529,0.0,-0.0070511469604199,1.1369710176913783,0.0015364327261423,0.5157702233794729,-4850.904969908849,5.317817369705833,0.18726956524319,-0.0055807408491393,39.95264260916913,5.329090641198801,451.6714609429391
1.8166484772190288,-0.0013684696238761,-0.0013587605662991,6.412959527070217,4564.264837321292,7.090309961030963,-0.0278155061407285,0.005907333897017,-0.0048629691217065,13.104424741484657,6.27781894140718,-389.4362753732278,0.0,5791.576874425342,-25.158605749778765,5797.499040266701,0.0124534075734561,-0.0002402377237455,-0.0252463104834918,-152.76299861112844,0.2432608879311453,-0.000165717389721,-153.4314400253358,6.557767230327681,0.0148511498543228,0.0,-0.0341103699126408,-0.0097406721921492,0.0,-0.0061237792578165,1.1461424804609512,0.0015798722444642,0.5108162028155581,-4850.9056761905,5.5191856219438185,0.1562872248812577,-0.0053663657724064,34.05813460489218,5.53079009473361,396.76836603697177
1.8873972456178756,-0.0013655286811671,-0.0013495724470103,6.553532546407986,4564.283377621116,7.060312654351063,-0.020735267790971,0.0050233552898299,-0.003837072201272,13.0549591864242,6.278106068285199,-337.14069446653644,0.0,5760.190776213584,9.844140763393677,5782.954607242168,0.0312305679694766,-9.333765428941036e-05,-0.0254852316562505,-152.77497501665312,0.2119160303953343,-0.0009433628657809,-153.4183156352922,6.537165874916067,0.014538899739399,0.0,-0.0340947139621522,-0.0095809729251793,0.0,-0.0052538862790482,1.149486755026306,0.0015389697487854,0.50609055646774,-4850.906405488448,5.720421581290145,0.1251066693420075,-0.0050792388943873,28.129071751327256,5.731948918554476,345.1816225882914
1.9578181568631592,-0.0013717821892824,-0.0013441528020472,6.688207828804164,4564.302622532603,7.044014617316313,-0.0140787345273749,0.0041911926671382,-0.0027849201429301,12.988785518732422,6.278477315003186,-288.23752544509347,0.0,5756.575098762449,50.58242326528422,5763.759399674626,0.0660978634408019,4.947400121583922e-05,-0.0256555821626761,-153.08200281633708,0.1697961492067938,-0.0014009509180083,-153.4782984843241,6.532404407807443,0.0140471354781846,0.0,-0.0340800839796555,-0.0092141078402915,0.0,-0.0044711651917291,1.1469032498333194,0.0013711535005046,0.5015788454672627,-4850.907155799906,5.9216243431892135,0.0940403356358777,-0.0047079921764004,22.10997077586771,5.9325023860075445,297.35535775337087
2.0288686196918664,-0.0013201118453933,-0.0013097853817189,6.816864175594904,4564.322572843997,6.894971227732698,-0.0081307326906883,0.0030555723557611,-0.0013659161887314,13.017757148932027,6.278951714429257,-235.56727199460164,0.0,5578.609107851186,95.12511348360287,5739.088881134491,-0.1048717453047881,0.0001871252610708,-0.0257630062779938,-156.5633223587271,0.1908008840159818,-0.0012310201952843,-154.76441166131644,6.304978967235385,0.0135721420471796,0.0,-0.034069992534076,-0.0085890899585902,0.0,-0.0042106636949461,1.1139469303442875,0.0006828348886592,0.4953028822156643,-4850.907924872785,6.127771159696351,0.0212325840864667,-0.0042335927503291,15.359035792341125,6.134414832422771,261.5722852271118
2.097544365869108,-0.0011336482918202,-0.0012319909779294,6.939385804752136,4564.343219729848,6.854405024345201,-0.002340072957538,0.0030247401096728,-0.0005059057152181,12.853831151903258,6.279527066396725,-200.525773818565,0.0,5524.100557644941,123.3649948960571,5705.347607932128,0.0438010270007997,0.0003206763102164,-0.0258119048177777,-150.05637424677158,0.0937374817619058,-0.00139841987598,-152.05177240847638,6.563466677473007,0.0131377945587749,0.0,-0.0340619703201514,-0.0076743657176835,0.0,-0.0028122465104587,1.0188402390432414,0.0007221516394029,0.4935676610166605,-4850.908709422928,6.325027237557972,0.0284737420378238,-0.0036582407828604,8.987977442355154,6.332236448226508,213.8938165461616
2.1656865877319342,-0.0013046211306082,-0.0012953166071317,7.05566245507958,4564.364551162123,6.793020464004629,0.0030191839954384,0.0024742549147361,0.0002889830970323,12.644716900073483,6.280050674934832,-173.4063816172879,0.0,5466.668135069631,140.76737083456717,5664.481772940281,0.0721687429573756,0.0004479485245292,-0.0258053514721357,-149.68582812454247,0.0320424566977944,-0.0015295200885074,-151.71189711463518,6.794048221320879,0.0123354322689651,0.0,-0.0340551244660544,-0.0067913110600417,0.0,-0.0020510387677462,0.9234475347898482,0.0005789558696967,0.4908387567274362,-4850.909508046762,6.520047040122634,0.0310961143309413,-0.0031346322447548,3.499860050538558,6.527468603417569,162.7532020196111
2.2332493322007005,-0.001330566998876,-0.0012946485150007,7.165589485440381,4564.386560758386,6.730706390839999,0.0078639521977618,0.0017940260014652,0.0009981792023175,12.420624677593446,6.280527808467122,-140.2614132696942,0.0,5416.990460655691,152.77378788806053,5619.706006535815,0.0825236584603452,0.0005654161104772,-0.0257480439507972,-150.96829009093048,-0.022745628111027,-0.0016186626178655,-151.6761399893369,7.012723713887588,0.0112332366791324,0.0,-0.0340506351501173,-0.0059394516356538,0.0,-0.0015412416657492,0.832132509542207,0.0003158967669414,0.4876697319864757,-4850.910321036764,6.715610336205118,0.0320214486596771,-0.0026574987124641,-1.60802422905155,6.7218689691125935,122.90926343344556
2.300219766761681,-0.0013103898750402,-0.0012838757186262,7.269067968927066,4564.409242546138,6.669514371410724,0.0121602035002759,0.001199583063607,0.0016219893923239,12.19448177516626,6.28098959263931,-105.09388491198338,0.0,5369.92560815609,159.5834239514949,5573.222717770092,0.0884029914242894,0.0006709129040874,-0.0256453120916546,-150.52508496671058,-0.0741277064405361,-0.0016479825324033,-151.2963852636279,7.225269144666296,0.009972370878644,0.0,-0.0340490719775895,-0.005057351542277,0.0,-0.0010502507989794,0.7463298079963746,2.0733128096342784e-05,0.4843482437826764,-4850.911148177093,6.9108395469971695,0.0323159976886878,-0.0021957145402763,-6.786077413180026,6.9154625541680605,90.55196825542149
2.366593490255308,-0.0013074399104418,-0.0012791359216086,7.366004781889085,4564.432590629405,6.60848151251175,0.0159037705414858,0.0006896677113417,0.0021416176948004,11.970738057931042,6.281436504590891,-72.2041748902247,0.0,5324.1789423225855,161.38696356397614,5526.359895692133,0.0892282006704538,0.0007631862852239,-0.0255026671568613,-150.1543074503708,-0.1225971045083547,-0.0016337388598937,-151.17161213448625,7.433768474967019,0.0086021297636368,0.0,-0.0340504329509638,-0.0041477635509243,0.0,-0.0005708841896297,0.6661481136495894,-0.0002613293687273,0.4809901437613797,-4850.911988995622,7.105175320282302,0.0323666871835837,-0.001748802588695,-12.189614449943573,7.10828163302886,61.21056371164373
