longslipRR,signal,FyFL,FyFR,slip1,y,x,longslipFR,RL,FxFR,FyRR,sideslipFL,ay,longslipFL,ax,sideslipRR,sideslipFR,gas,slip,az,vx,RR,steeringangel,FyRL,rollrate,vy,FxRR,FxRL,pitchrate,FR,FL,signal,yaw,FxFL,pitch,yawrate,longslipRL,brake,roll,sideslipRL
0.1194261324144685,0.0,2082.627695092857,-2092.1811098356525,0.0,-4850.897318671732,4564.034960691037,-0.0014991002554966,3.769788083663781,-149.88488698171528,2045.244592210508,-0.0319734085239109,-0.1067134750140281,-0.0014238375893507,5.652470766442265,-0.0444041165509213,0.0332952936796885,0.3466231820542287,0.0,-0.0782899794174401,0.4122103222252298,4.634049505001189,0.0,-2204.822461287127,-0.0080716535281735,0.003251687597289,4599.486059174472,4746.301502844439,-0.0983006674814061,1.3717590612133337,1.3726955556389984,0.1996668332936563,-0.0342866685913549,-150.77917360760787,-0.0055645827097856,0.0007452613453158,0.0886886619304621,0.0,-0.0009097615739979,0.0353363364200912
0.1332402736102014,0.0,2025.2465675763665,-2031.5996347854723,0.0,-4850.897444387421,4564.039394624181,-0.0015159595903217,3.597729644896248,-151.47359213865272,1887.1175810089,-0.031005826124292,-0.1251509379997485,-0.001448046890715,5.772654728412993,-0.0446441622896934,0.0321339738745043,0.3383826568838822,0.0,-0.0903511692352045,0.4693269260373887,4.797700893835093,0.0,-2070.190806398853,-0.0070795510216079,0.002118967937475,4677.756306831196,4856.9973354807,-0.101332758730769,1.552706310372789,1.5509849003568874,0.2195566016743496,-0.0342770063232947,-151.98487154157309,-0.0065650849394496,0.0011561071074612,0.0855310949242231,0.0,-0.0009850737892728,0.0314757416054444
0.1483928585456212,0.0,1947.012428331316,-1941.713061786848,0.0,-4850.89760218381,4564.044405847868,-0.0014773418053833,3.334415758861742,-151.70775961550575,1702.5510012238285,-0.0297622057268592,-0.1528881574099936,-0.0014132646291966,5.912196122708741,-0.0443340187532855,0.0304672398390218,0.3304801877000994,0.0,-0.0963114948925994,0.5276975792755025,4.96538751897828,0.0,-1940.9455017598368,-0.0061693453945852,0.000784469176458,4754.002272740513,4999.096057381257,-0.1034597902373527,1.7386596904241736,1.7338194899442847,0.2394244145778387,-0.0342626359517848,-151.7855521444786,-0.0075907769666472,0.0016925665889732,0.0760164774085208,0.0,-0.0010507064691587,0.0263877245763155
0.1671112371499523,0.0,1861.274530659024,-1828.96234819887,0.0,-4850.897795023879,4564.050008656739,-0.0014812171693904,2.886828069238725,-153.78112174770715,1516.5858482722722,-0.0286652213081674,-0.1826818577649104,-0.0014392995149348,6.123203136228678,-0.0441097203855263,0.0284476596088122,0.3219252960441469,0.0,-0.0946544680372053,0.5877457265497665,5.189227317070946,0.0,-1825.9187614284708,-0.0054467296231077,-0.0008190959319644,4830.086521597701,5261.798248859842,-0.1049106614050037,1.9273161351092785,1.9187652773146244,0.2592682852393897,-0.034242313437876,-153.97176215398463,-0.0086337880587169,0.0023025944735626,0.0539181505031146,0.0,-0.0011082676899419,0.0206840530222819
0.1870678162707546,0.0,1768.5592934447418,-1713.5716751397504,0.0,-4850.898025983749,4564.05621951294,-0.0013938787169465,2.4626907309928074,-151.34220418409896,1346.7682771725351,-0.0266795659716883,-0.1914361206431818,-0.0012883077574204,5.90625393519286,-0.0450548062182327,0.027341869612215,0.3141585134951677,0.0,-0.0536282306318957,0.6487153549511552,5.424176209548503,0.0,-1663.4516454352142,-0.0047859925928372,-0.0026266620790227,4904.065384105381,4840.411669226011,-0.1055628994566762,2.120028471575369,2.106783680634566,0.279086229288473,-0.0342135665548536,-149.0000270661045,-0.0096876172943504,0.0035991993546244,0.026791388347084,0.0,-0.0011593790421386,0.0140610915505986
0.1886055650215488,0.0,1598.3410539450847,-1666.8246987223476,0.0,-4850.898292660204,4564.06302672193,-0.0014482958502231,2.659716929011668,-147.98316768393695,1263.331177070727,-0.0231219733765602,-0.0025970757731147,-0.0013755995613031,5.981214382098596,-0.0444436991538255,0.0276668035117047,0.3117606959172316,0.0,-0.0796662934001053,0.7077964840509965,5.343974204208887,0.0,-1282.005974508384,-0.0029622127309357,-0.0038141055633825,4959.160880163886,4888.103611535409,-0.1048871295980842,2.302846995652198,2.281294287282144,0.2988762649471984,-0.0341688749061466,-149.79106216224883,-0.0107402077116791,0.0047973922954851,0.0305436055677629,0.0,-0.0011985645880416,0.0098293517158961
0.18168443354636,0.0,1455.8709184541497,-1595.3155960328777,0.0,-4850.898587035388,4564.070429300087,-0.0013833360259733,2.782719934868139,-144.59473938061907,1186.6653577819309,-0.0217551099304617,-0.0537337982135079,-0.0012965291870484,5.988371137195388,-0.0390507842931608,0.0259022950351007,0.3068548431394776,0.0,-0.0520219804279915,0.7676159276823667,5.1732076726214204,0.0,-1119.606514658951,-0.0002973505349251,-0.00437599293098,5030.710084447053,4819.089438060764,-0.10330468104494,2.4839985876443085,2.46286386991038,0.3186364132284919,-0.0341223945247753,-147.04368884026508,-0.0117812567757417,0.0044946596999224,0.0294563829804054,0.0,-0.001213510512459,0.0106909074974811
0.1639575304962002,0.0,1348.6838496685525,-1495.3410115143515,0.0,-4850.8989075411055,4564.078431878744,-0.0013598704136729,2.931963830938875,-144.89732832583348,1139.4914329044734,-0.0204852468301303,-0.0707561102320055,-0.0012764840879501,6.06747163423022,-0.0342501627749806,0.0240352170618549,0.3012690985285821,0.0,-0.0164052950240439,0.8279745071372431,4.895816816444569,0.0,-1082.5800431242767,0.0021344121028859,-0.005034603730223,5099.153919323421,4874.262345273981,-0.1007700555790839,2.663658206788401,2.6437220392995795,0.338364698133992,-0.0340796311144073,-147.6818932519374,-0.0128010944682014,0.0041096831505453,0.0292683518965118,0.0,-0.0012029235898992,0.0106783301627171
0.1369801089750122,0.0,1247.245698243935,-1394.2492881891062,0.0,-4850.899254932472,4564.087041145976,-0.0013471489994902,3.0916237300219738,-144.4773642598492,1160.862460573433,-0.0188689900304736,-0.0207010090732234,-0.0012793037997109,6.125092537626675,-0.02983897400232,0.0225150907864409,0.2953148992566464,0.0,0.0232976243729377,0.8889319965095465,4.555151525292144,0.0,-1051.989756286264,0.0046195106512897,-0.0056202952432725,5155.201230551039,4905.440768923248,-0.097351015883196,2.843213180406704,2.824306225763583,0.3580591468516483,-0.0340404137619843,-147.61173707135674,-0.0137906945225659,0.0037307211788454,0.029263311065397,0.0,-0.0011681981624897,0.0103171622071249
0.1016163385991707,0.0,1142.064964040721,-1301.7611665270467,0.0,-4850.89962653341,4564.096262666127,-0.0013261524042557,3.257165511190164,-143.4549341180803,1264.1537508128963,-0.0172072704262522,0.0240266325284977,-0.0012737929067657,6.169724552973979,-0.0244628561178096,0.0210610401996417,0.2893133961240959,0.0,0.0743150608591267,0.9504210079269172,4.175148048475768,0.0,-1065.1986611040204,0.0075617569156917,-0.0057828855183453,5200.462672518841,4926.323330868729,-0.0930685042444134,3.021967269277305,3.005680359280399,0.3777177899530011,-0.0340069656702886,-147.3927912212172,-0.014741377208769,0.0029601677028124,0.0292342190822456,0.0,-0.0011061847733092,0.0111093805359029
0.0470067810480794,0.0,1036.3183605741897,-1214.8825105667809,6.277734707281808,-4850.900018100063,4564.106103244743,-0.0013812373805646,3.458157533394926,-146.40924158884886,1452.4643632703282,-0.0154738998192679,0.0851008686123118,-0.0013229254749695,6.429281569325539,-0.0184390768838663,0.0197601453251416,0.2823258536451286,-0.005450599897778,0.1209137334588548,1.013039288297236,3.636944307032657,0.0,-1154.4626410995784,0.0108572620785916,-0.0055022984989195,5503.785016030478,5036.393987314306,-0.0880761729259983,3.2011629429539625,3.188869526822692,0.3973386615901224,-0.0339828948154794,-150.0902268661294,-0.0156449336975974,0.0019543281503172,0.0315782342893788,0.0,-0.001012764759037,0.0126428521376621
0.0297344161363222,0.0,952.8077968854808,-1112.7834876743111,6.278370373223892,-4850.90042634791,4564.116569789215,-0.0011869105123052,3.561742464094677,-128.11508311072583,1432.7071999525924,-0.0150875636716323,-0.1935043039157455,-0.0010863963707002,5.73503975841345,-0.0117790899122394,0.0170066659383235,0.2798230553106,-0.0048149339556946,0.1837852068971951,1.0738728674881932,3.5908119567652417,0.0,-1341.9377499450566,0.0136481268094243,-0.0051556804073483,4773.559955358424,4614.391811299357,-0.0817433663001863,3.372964665595514,3.370079676931733,0.4169197996921991,-0.0339745276769511,-134.1757758238433,-0.0164930274155345,-1.9103720617786305e-06,0.0254479269737957,0.0,-0.0008867944213601,0.0150781799860771
0.025506572212749,0.0,900.7101489074262,-975.7127695041942,6.277664534418466,-4850.900858807859,4564.127620184064,-0.0011386105321045,3.704406558912851,-131.59535723561854,1237.8287065805232,-0.0143841362629537,-0.1790591157926075,-0.0010548522657702,5.6678049090093445,-0.0107736963484268,0.0144478645267236,0.2809939923727521,-0.0055207727611202,0.2092619860175799,1.131754523513972,3.6997560833836736,0.0,-1382.876057484078,0.0135859382782196,-0.0062364327678573,4673.20085527801,4607.653048530831,-0.0740541191722624,3.5349735984272392,3.533512624398384,0.4364592461617386,-0.033976487813597,-133.11416750218427,-0.0172688828409035,-0.0001801341401184,0.0236580247355318,0.0,-0.0007491346961984,0.0125715459090419
0.0242649980827888,0.0,835.256733926312,-851.0430138746102,6.277124372069314,-4850.901322314391,4564.139239023993,-0.0011432558813814,3.8567299670514585,-130.8207457782894,1165.4659027433609,-0.0128611360676174,-0.0141720147510795,-0.0010867098412483,5.532697155050102,-0.0106581536668035,0.0126292199572272,0.2818277790447315,-0.0060609351102726,0.2030322112197869,1.1878115215224954,3.842101954507935,0.0,-1207.2719637553598,0.0132829086319323,-0.0071899094289876,4541.4613312047695,4509.882515399357,-0.0654587196246587,3.69072553084694,3.687469946364376,0.4559550470703768,-0.0339762210508028,-130.9741197392653,-0.0179626915993041,0.0001462002565615,0.0236210494139908,0.0,-0.0006157316248071,0.009603634429528
0.0229402895155491,0.0,746.8997146905143,-751.1201405458979,6.277351384998254,-4850.90180875329,4564.151409838012,-0.0011167027157722,4.002142999459485,-128.74813404589952,1060.1044647623785,-0.0110856331528718,0.0211351939449411,-0.0010829812587615,5.37971345146725,-0.0088393587168332,0.0111522449063716,0.282072621082471,-0.0058339221813322,0.2001326622079202,1.242389885715804,3.9810945865205984,0.0,-1029.4264913121087,0.0138001068820946,-0.0072412014082324,4400.86561138191,4396.901291366301,-0.0563359842867332,3.840427993066481,3.836942367050263,0.4754052528542691,-0.0339750001956957,-128.36761945777425,-0.0185674213634953,6.931392269296578e-05,0.0231093910259606,0.0,-0.0004802816408379,0.0084383564015923
0.022166560083101,0.0,654.6197134941434,-658.5869521253964,6.277661627948932,-4850.902312564094,4564.164117787671,-0.0010790697117246,4.144338267789266,-127.112945105022,896.4205988544159,-0.0095347289278939,-0.0063651857793645,-0.0010708443443658,5.24138320855322,-0.0070059546812023,0.0094661466434676,0.2820683551440865,-0.005523679230654,0.1910166642311762,1.295532469378592,4.123195660033351,0.0,-893.1925567146595,0.0140035257667285,-0.0071516572618461,4282.653101438175,4287.733635601971,-0.0469449670208949,3.985106696444575,3.981718425482864,0.4948079185090459,-0.0339750574688784,-126.25175473130612,-0.0190792522550063,-4.017291096415541e-05,0.0223110710867379,0.0,-0.0003405984399706,0.007275188507225
0.0215858132350581,0.0,567.9118588494233,-561.8399212916595,6.277868950531421,-4850.9028339398255,4564.177349229201,-0.0010455868876322,4.286111771854375,-125.76227462834667,739.4379236100857,-0.0080969582827971,0.0019908942985434,-0.0010542639662131,5.119657944791452,-0.0057038595799743,0.0076930199550951,0.2817740712421736,-0.0053163566481647,0.1786107084556252,1.3473897325236746,4.266047025997607,0.0,-742.2619934687623,0.0136653478927328,-0.0071606062570413,4186.347213647114,4186.635659979943,-0.0375387863316232,4.125963250949639,4.122286862949987,0.5141611037843102,-0.0339753684198496,-124.95118990694384,-0.0194968924296272,-1.448183263694699e-05,0.0215898756363459,0.0,-0.0002021584448091,0.0056114532588393
0.021010552402023,0.0,482.7302560951388,-465.2624133026107,6.278156367159016,-4850.903372146264,4564.191091879567,-0.0010227933086786,4.428329055615712,-124.67687312780596,597.677590631154,-0.0066048313362794,0.0254918533814513,-0.0010336684245466,5.004051549843533,-0.0044170555839997,0.0060762349552841,0.2812894452915628,-0.0050289400205699,0.1628480952535201,1.398044720112291,4.407661262443883,0.0,-579.2577676700059,0.0131772325438166,-0.0070295510502215,4093.78669797289,4093.436983463364,-0.0283131678777031,4.263278615291694,4.259540565770584,0.5334628733776623,-0.0339753619982258,-123.94730324159929,-0.0198213214596141,3.795366790404877e-06,0.0211160800564962,0.0,-6.81476487985735e-05,0.0040655074130347
0.0205333089636919,0.0,396.785649090318,-373.7507067355723,6.278536541321135,-4850.903924995561,4564.205334142775,-0.0010036293841348,4.569004181063206,-123.94027711479492,457.2386053990551,-0.0051311711486793,0.0336936219689222,-0.0010149142724918,4.893491487109554,-0.0030779024294983,0.0046062642189457,0.2806860271960478,-0.0046487658584512,0.1449963243379366,1.447559122386013,4.548278469336364,0.0,-428.42310646890087,0.0125872504914904,-0.0067293962259977,4004.97019526652,4006.164907466231,-0.0194196025061777,4.397500339722197,4.393980731998648,0.5527112971282275,-0.0339754676981136,-123.07217549316545,-0.0200552129290386,-2.5765476547048857e-05,0.0207057241874175,0.0,6.052159102174116e-05,0.0027832303327761
0.0201328133327964,0.0,313.2594439039644,-286.4907853031373,6.278931196101318,-4850.904491023881,4564.220064964138,-0.000987032749758,4.707637708992564,-123.4456980917487,322.6468011911559,-0.0037835654593086,0.0354475435521353,-0.0009992307296008,4.78879930209121,-0.0018868565110531,0.0032133344759232,0.2799991640913025,-0.0042541110782677,0.1206229949444736,1.4959869447587086,4.687450584989996,0.0,-293.2292569517925,0.0117796402871287,-0.0063649542615644,3921.7809107146168,3923.085969303023,-0.0109759458530096,4.529122266856133,4.525879686967207,0.5719044502096711,-0.0339759043626413,-122.40546454754822,-0.0202025477209304,-5.614687204883916e-05,0.020342343346176,0.0,0.0001821666934791,0.0016076834356402
0.0197849117285137,0.0,235.30296733112272,-202.452555083136,6.27932855105388,-4850.905069422152,4564.23527382397,-0.000973118578657,4.8430868930892,-123.17445749991664,204.09771471429036,-0.0025922898583919,0.0439109949770474,-0.0009857367453336,4.688251696314292,-0.0009241918183842,0.0018966062653853,0.2792414646005491,-0.0038567561257061,0.0923628232800759,1.543381003582165,4.824938085649259,0.0,-171.79529906606058,0.0106494433814435,-0.0059538234997203,3842.783973274381,3845.330145893504,-0.0031280729223148,4.6586103582676754,4.655646956711557,0.5910404133226791,-0.0339765701924119,-122.00776932176268,-0.0202686159893952,-7.330394222182038e-05,0.0200680557499467,0.0,0.0002939875616059,0.0005642470593767
0.0195146082172588,0.0,163.18111686407232,-123.20470805372764,6.279751348518047,-4850.905659196037,4564.250950717184,-0.0009613368836274,4.976168081254192,-123.068935242884,105.74840324988546,-0.0014859286702882,0.0547227702384167,-0.0009741520546357,4.592094612775445,-0.000160721197341,0.0007403544772399,0.2784291770958761,-0.0034339586615399,0.0550630765341571,1.5897859616779408,4.95972896295976,0.0,-65.85921260334322,0.0094180123200428,-0.0054609546570219,3768.6738475562015,3770.597180605631,0.0040147908155053,4.786325432359639,4.783627568811604,0.610117272886887,-0.0339773586521035,-121.78553949921069,-0.0202599938160294,-8.40236890126044e-05,0.0198450638336434,0.0,0.0003936927538518,-0.0003227894330605
0.0192406121510344,0.0,95.13074792864282,-51.71086132053744,6.280200565869558,-4850.906259143082,4564.267086070902,-0.0009496685571848,5.107238812923433,-122.93502466860502,24.39488321080571,-0.0004605247757749,0.0611142506234096,-0.0009623812358612,4.496230559940034,0.0005106210122753,-0.0002513464123603,0.2775802922173487,-0.0029847413100279,0.0223659506363978,1.635237542514054,5.091563115789581,0.0,22.54481019491964,0.0081834378321469,-0.0048827087991832,3694.948849245814,3696.9545219971656,0.0104159850309618,4.912450731569392,4.910081231280932,0.6291331212322355,-0.0339783219567925,-121.61947567591206,-0.0201840339166769,-0.0001093753703647,0.0196072145276756,0.0,0.0004811063022537,-0.0010409382302919
0.0190017505423224,0.0,32.172021364650135,12.675079202670368,6.280651782533322,-4850.906868287683,4564.283670352747,-0.0009385279106859,5.236227814488999,-122.71364634772772,-45.77953099201156,0.0004439470174695,0.0628958949881098,-0.0009512139886068,4.3988889878970285,0.0011172630118896,-0.0011330105800982,0.2768056528218934,-0.002533524646264,-0.0117529343701075,1.679711204070137,5.221524092069223,0.0,94.7755567053322,0.0069017513722557,-0.0042577984671794,3619.593532503039,3621.823505809818,0.0160969387910366,5.036866834327277,5.034901144160074,0.6480860567897367,-0.0339796203415659,-121.36327721694973,-0.020048034850562,-0.000147097702395,0.0193824975072851,0.0,0.0005559397296664,-0.0016363046554441
0.0187817007807579,0.0,-24.821694163949488,70.68762965542602,6.281086343992318,-4850.907486046452,4564.300693977686,-0.0009294277266117,5.362855191367235,-122.55661235702644,-105.6826026197318,0.0012310330120057,0.0633786613058336,-0.000941319631694,4.306803546327092,0.0016254458936062,-0.0019067129547204,0.2760524668914839,-0.0020989631872679,-0.0453395979904051,1.7232384784964612,5.349508699222812,0.0,154.0406749980435,0.0055689661595232,-0.0036195280902368,3548.5339513944623,3550.986235145852,0.0210586458351641,5.1596997925360935,5.158133140983321,0.6669741842816288,-0.0339812882092703,-121.1671975990572,-0.0198591845056524,-0.0001817888411392,0.0191711616278047,0.0,0.000617658562819,-0.0021396973617759
0.0185807062694303,0.0,-75.77217739272265,122.48360477217484,6.281499904536272,-4850.908112058376,4564.318147829544,-0.0009213016219972,5.486977138839104,-122.44135650903424,-154.77390833246702,0.001915505305817,0.0639476492391442,-0.0009320824973107,4.219368525592361,0.0020310438597892,-0.0025829182590107,0.2752669470553191,-0.0016854026433147,-0.0785563676610275,1.765868404950934,5.475372438426594,0.0,202.30467460180188,0.0042295306600469,-0.0029791007845798,3481.403298238517,3483.919035912847,0.0253170774871115,5.281107436954614,5.2799013365876295,0.6857956149109028,-0.0339832607135852,-121.01800059966835,-0.0196246164427694,-0.0002086492712614,0.0189670709932463,0.0,0.000665943651911,-0.002548427495281
0.0183881954577132,0.0,-121.66223015859906,169.3237989759906,6.281892535092471,-4850.908746031723,4564.336023268735,-0.0009129497536021,5.608570364676262,-122.22512932094617,-193.9151508804556,0.0025381464150375,0.0626296254156031,-0.000924016824949,4.136283296736711,0.0023537030067409,-0.0031907884857068,0.2744311609077516,-0.0012927720871155,-0.1122350295465044,1.807647624689492,5.598873959135281,0.0,239.71838097069852,0.0029595091167955,-0.0023402847461478,3417.567907450806,3420.1540094574384,0.028921272385017,5.4012109392458765,5.400258868342836,0.7045484665501799,-0.0339854455935033,-120.88719315994288,-0.0193511041213319,-0.000224661255759,0.0187642900296314,0.0,0.0007012108770269,-0.002848073951925
0.0182004947098274,0.0,-164.81393603352544,210.6118608677558,6.2822585168050935,-4850.90938777521,4564.3543120938975,-0.000905892762493,5.727612980366155,-121.92886702900512,-223.4596019081735,0.0031372063467393,0.0606930508101742,-0.0009157834960451,4.057412350640377,0.0025784828375057,-0.0037006429551837,0.2735434294719663,-0.0009267903744929,-0.1459152123609315,1.8486185897636007,5.719976076605991,0.0,267.30270979584606,0.0017047067063446,-0.001717343746623,3356.7011644980853,3359.25072333903,0.0319276532231179,5.519957388723457,5.519311017532303,0.723230863929924,-0.0339877430474128,-120.70134759904812,-0.0190448788471475,-0.0002341353301324,0.0185608242157209,0.0,0.0007238958749974,-0.0030671188623562
0.0180127877283116,0.0,-203.63894942068524,246.5231830192342,6.282594038235168,-4850.9100372621415,4564.373006492346,-0.0008987326873027,5.844231990894076,-121.62207234506045,-243.70183708875933,0.0036144363343943,0.0582986092320153,-0.0009088901229828,3.98194067307097,0.0027192998554276,-0.00413493977181,0.2726096701311195,-0.0005912689444182,-0.175748027629881,1.888818892179521,5.838637980931796,0.0,286.5685651310616,0.0004795471616441,-0.0011216644109915,3298.4493458414686,3300.885249446035,0.0343727778176351,5.637333343165522,5.637073438395877,0.7418409388259654,-0.0339901671121545,-120.47162558402648,-0.0187117071628777,-0.000250593830942,0.0183563188733956,0.0,0.0007341631795334,-0.0032083052938964
0.0178233437031395,0.0,-236.081888811459,277.4310728610935,6.28290412812285,-4850.91069449277,4564.392098991379,-0.0008920962855064,5.958523380048735,-121.3264878907032,-256.2263541946433,0.0039834484675964,0.0562288384443458,-0.0009018509784449,3.9095080058132905,0.002798308851406,-0.0044934336776442,0.2716381664443962,-0.0002811790567357,-0.2024837306277425,1.9282815602751997,5.954883285540594,0.0,297.9439076118339,-0.0006767837840379,-0.0005479674509515,3242.4642423884866,3244.759794535408,0.0362984914595915,5.753380542282257,5.753549005846795,0.7603768302463229,-0.0339927936447157,-120.22875814851902,-0.0183569781869397,-0.0002726312862174,0.0181457848124886,0.0,0.0007325289825596,-0.0032679418380224
