slip1,az,longslipFL,roll,FyRL,y,steeringangel,sideslipRL,ax,sideslipFR,sideslipFL,FxFL,FyRR,pitch,signal,RL,signal,vx,yaw,brake,rollrate,x,slip,longslipRL,RR,gas,FyFL,FyFR,vy,FR,FL,pitchrate,FxRR,ay,FxFR,FxRL,longslipFR,yawrate,sideslipRR,longslipRR
0.0,-0.2497813638710165,-0.0016023999950237,-0.0012557739440649,-1135.3717907518082,-4850.897166483646,0.0,0.0463545857379567,5.827299885074897,0.0375313725904534,-0.0361108464018693,-156.04296626084815,1097.7945357695742,-0.0059769587409868,0.1996668332936563,8.67257859741691,0.0,0.4181489734914455,-0.0342838211044211,0.0,-0.0181293771284812,4564.035084867576,0.0,0.2582881676669564,9.749645437176538,1.0720509045809534,2257.8375564234298,-2233.65949814759,0.0086290734758801,1.412606177177754,1.4172924439133825,-0.1153599049920448,4761.853960221517,-0.0078575685972322,-153.24249284130582,4892.449896656616,-0.0016865729959238,0.0005163817995849,-0.0524206072609591,0.3018200693216339
0.0,-0.2705705972595679,-0.0016102543943519,-0.0014345252052966,-911.616554520456,-4850.89723548992,0.0,0.0448102688404224,5.90998723526948,0.0370843077690711,-0.0351254147379315,-157.28635210754047,858.8209187576059,-0.007166085518928,0.2195566016743496,9.475089811544937,0.0,0.4768818230752742,-0.0342785792885599,0.0,-0.0175986408102507,4564.039589813538,0.0,0.3167299644727446,10.840870969981196,1.06308218298652,2213.924002437909,-2193.2707422313047,0.0084821604758098,1.6040847532764644,1.6089129785188847,-0.1215865119213329,4818.156666789017,-0.0198814906578981,-154.38097865870228,4961.580368277314,-0.0017216434622891,0.0005340633042409,-0.0497885665274794,0.3770194959734061
0.0,-0.2685660987039318,-0.0015708976726635,-0.0016057824895724,-729.1512061298083,-4850.897327137911,0.0,0.0421389190314035,5.996758560887867,0.0360769062991226,-0.0336716025885451,-155.06618015978012,664.534561012948,-0.0084089143112741,0.2394244145778387,10.178907245275314,0.0,0.5364383598646808,-0.0342732162856292,0.0,-0.0166956030342306,4564.0446865257045,0.0,0.3789230346371114,11.86709992717376,1.0555732424362392,2132.757995497343,-2124.98460746789,0.0081785720625377,1.7973248550700025,1.8017614046549244,-0.1262394490259854,4872.263597043457,-0.0361122022533547,-151.91671313186998,5034.145096257717,-0.0016934982060627,0.0005299504955512,-0.046011574005438,0.4604894921474063
0.0,-0.2573945610390313,-0.0015407671705111,-0.0017663785994868,-585.7643566154129,-4850.8974433174335,0.0,0.0392830401007122,6.0931634976714975,0.034671921579356,-0.032122033202248,-154.41695506617316,512.8937449678723,-0.0096895361308754,0.2592682852393897,10.756993093645772,0.0,0.5968930102913481,-0.0342682067589994,0.0,-0.0154896718725551,4564.050383655092,0.0,0.4415943316598956,12.80886153211975,1.0484364992816706,2033.1140346696327,-2034.011466288548,0.0077282054386118,1.9897610316371528,1.9940356236742471,-0.1293395868005964,4934.273992502406,-0.0481608270361126,-151.03648782222538,5116.179641194993,-0.001673273277769,0.000469367135927,-0.0418852602276347,0.54943392311776
0.0,-0.2296460602946861,-0.0015190654505014,-0.0019130721024462,-477.26433706301975,-4850.897585572616,0.0,0.0367242955153278,6.197798829526505,0.0331828345698299,-0.030476593443284,-153.97832075020207,397.4833734777375,-0.0109935921544523,0.279086229288473,11.254595222102868,0.0,0.6583399671103305,-0.0342640616003413,0.0,-0.0139490965820414,4564.056690700757,0.0,0.5045045772647576,13.711375588009188,1.0412303520320727,1925.3731457632537,-1932.0924229428872,0.0071747176309661,2.182227495244072,2.1864725206238,-0.1310822991935783,5004.871687065522,-0.0577116540801878,-150.23479717942055,5205.20638746401,-0.0016577587532039,0.0003634738058577,-0.0378260358254392,0.6445318416679006
0.0,-0.190806771472992,-0.001496393072408,-0.002042673098241,-396.0683186740368,-4850.897755210249,0.0,0.0344897679917313,6.307216494154471,0.0316194410659425,-0.0288051640297231,-153.59292138899494,310.19537595161387,-0.0123080406626897,0.2988762649471984,11.689109161691771,0.0,0.720849260196554,-0.0342612138024811,0.0,-0.0121104106954392,4564.063618009096,0.0,0.5674074687861196,14.587214572422036,1.033829128394369,1813.526803416584,-1827.158872910398,0.0065290009212912,2.3753572458800507,2.379658719436476,-0.1315555822983539,5081.160370590915,-0.0673753199921092,-149.64771233141082,5297.000620788342,-0.0016363549561916,0.0002137256367666,-0.0339903562350442,0.7459178140543963
0.0,-0.1443719315493413,-0.0014764235240142,-0.0021524766550227,-334.63294505418924,-4850.897953497941,0.0,0.0324747397552784,6.418330463723212,0.0299700543546517,-0.0271441610740302,-153.38197572019783,243.8551750073716,-0.0136205071959916,0.3186364132284919,12.069900118687295,0.0,0.7844558397805889,-0.0342600880265558,0.0,-0.0100206890868518,4564.071176401833,0.0,0.629974338450123,15.438952660622856,1.0262441834984828,1702.089662693867,-1720.907256155661,0.0057998198112513,2.5692949826828047,2.573766092744146,-0.1308160665406567,5160.50456180469,-0.0750854083945441,-149.29615739478334,5388.905653601449,-0.0016149046917067,2.4726121484867285e-05,-0.0303828808946757,0.853485902620763
0.0,-0.0927445633152812,-0.0014596714479775,-0.0022401867180254,-286.9846484317804,-4850.89818153428,0.0,0.0305855491991539,6.527811044056454,0.0282745847248033,-0.0254890069321627,-153.24912883602028,192.7292180180815,-0.0149191660442521,0.338364698133992,12.403359816362286,0.0,0.849162973750222,-0.0342610309653754,0.0,-0.007720800384852,4564.079376852273,0.0,0.6918676706273872,16.267834228713845,1.0185328208486404,1591.9032475886718,-1614.7457913453582,0.0050082398554038,2.7641684157722843,2.768899615263237,-0.1289190618421648,5239.793594219746,-0.0809113798330288,-149.08037974268677,5478.487834451277,-0.0015940192945018,-0.0001962664430317,-0.0269510465455393,0.9671648328984238
0.0,-0.0395251045897494,-0.0014480767935275,-0.0023040269628064,-248.84225914543248,-4850.898440210467,0.0,0.0287690630762082,6.633621182269296,0.0265456574748487,-0.0238606636211384,-153.23718041879016,155.9095200661452,-0.0161928736056888,0.3580591468516483,12.70599735318147,0.0,0.9149431387150372,-0.0342643578409502,0.0,-0.0052735333992064,4564.088230165244,0.0,0.7536030830284662,17.085156513019456,1.010769598743484,1484.3811555717075,-1509.8931068033833,0.0041773118667324,2.960039301190823,2.96512051646434,-0.1259547800717333,5317.4550642195845,-0.0818987979963557,-148.97497549237187,5563.899654216959,-0.0015741281253363,-0.0004508008639039,-0.0236541025671414,1.0876687869801058
0.0,0.0167881282575246,-0.0014391814317292,-0.0023428023347828,-217.4392160891993,-4850.898730005513,0.0,0.027068187649012,6.735182805243088,0.024806096231857,-0.022268071077777,-153.29582664197935,131.87120856748302,-0.0174315237974583,0.3777177899530011,12.994002557629903,0.0,0.9817556649034872,-0.034270513386682,0.0,-0.0027222306040593,4564.097746758824,0.0,0.8159908148936809,17.90088317221173,1.0030067422715556,1379.964188310553,-1407.0933937841698,0.0033597727860299,3.1568996040240536,3.162570601159401,-0.1220116012804285,5393.960570128907,-0.0791678772879679,-148.92755753176277,5644.401941512677,-0.0015560024661756,-0.0007589143957566,-0.0204034455884285,1.2158035852246565
0.0023756164682455,0.0723021483395547,-0.0014324982902388,-0.0023556810259212,-191.18781403695928,-4850.899050970058,0.0,0.0254706308020992,6.832302266323558,0.0230555548720802,-0.0207106048889713,-153.3749546393021,112.7397893915662,-0.0186256066984309,0.3973386615901224,13.2659607335636,0.0,1.0495618582516877,-0.0342800346399898,0.0,-0.0001057702826364,4564.107936648624,0.0023756164682455,0.8786214411846001,18.705081488231563,0.9952619093270424,1279.2741831029966,-1306.6370594775028,0.0025818678481715,3.35472339740383,3.361258806490411,-0.1171448698520673,5468.896182303938,-0.0759138506007633,-148.9686694736828,5719.4831364859865,-0.0015396588405141,-0.0011158472812521,-0.0172018535168436,1.3507914584963063
0.0015703094197212,0.1256068370086095,-0.0014276613014141,-0.0023421835172198,-168.89326373771087,-4850.899403041017,0.0,0.0239317492262826,6.923727777861689,0.021331567862917,-0.0191637513719039,-153.43869491837103,95.46629450085469,-0.0197662487014124,0.4169197996921991,13.5199401333286,0.0,1.1183118343663996,-0.0342932945662372,0.0,0.002538059961632,4564.118809385692,0.0015703094197212,0.9409626333777016,19.48841588789047,0.9875624788416169,1181.5145543358942,-1209.1250963457928,0.0018444656765753,3.5535342987301157,3.5610949830144643,-0.1114202984744186,5540.907646539568,-0.0739158588674887,-149.13414506332683,5788.504410154427,-0.0015265105234363,-0.0015009651679679,-0.0141086445451889,1.4916486441905836
0.0008844303239142,0.1755480418708202,-0.0014242211384056,-0.0023025141861545,-149.61617985881225,-4850.899786219695,0.0,0.0223969288410537,7.008264891908016,0.0196161496907326,-0.017657364613033,-153.53351287713903,79.13407578949843,-0.020845288464263,0.4364592461617386,13.755946666720645,0.0,1.1879432143591766,-0.0343104835121961,0.0,0.0051209802753443,4564.130373931062,0.0008844303239142,1.002597590835252,20.244747665104097,0.979942483737541,1087.0463017618697,-1114.5832716421064,0.0011365914530255,3.753343868871067,3.76200316756332,-0.1049169738062314,5608.881938733497,-0.0727314731068416,-149.3745049397412,5850.828467703869,-0.0015146724860913,-0.0018973618584673,-0.011195018309163,1.6374869331584387
0.0002921078240599,0.2218029293414704,-0.0014213981169194,-0.0022377430215807,-135.49084743956575,-4850.900200583577,0.0,0.0208187818489261,7.084827197599266,0.0179168359420686,-0.0162013355833051,-153.59399343714665,63.6456515740288,-0.0218554418240612,0.4559550470703768,13.977552486372607,0.0,1.2583823054712913,-0.0343315854210703,0.0,0.0075574193633013,4564.1426385409,0.0002921078240599,1.063470978313555,20.9721663502763,0.9724371603134954,996.1103489229724,-1022.8219524151564,0.0004489814520705,3.954144606710984,3.963887585468063,-0.097727139499897,5671.999878582323,-0.0738292169260076,-149.69658336080371,5905.714116658597,-0.0015045810296434,-0.0022795774642482,-0.0085214472590379,1.7877021675447533
6.282954520714189,0.2632659078630031,-0.0014196761746233,-0.0021498022791965,-124.66550524801552,-4850.900646330413,0.0,0.0191499336168748,7.152682515484211,0.0162391930314599,-0.0148037600049036,-153.63063689482402,49.23228794413528,-0.0227903656528499,0.4754052528542691,14.189143302972743,0.0,1.3295459471376856,-0.0343562806784826,0.0,0.0097686053769497,4564.155610666928,-0.0002307864653968,1.1236943550630047,21.669839116963157,0.9650794040731114,909.5047412264388,-933.4453352116062,-0.0002317785644342,4.155933274530342,4.166610858222986,-0.0899463431816246,5729.497140484493,-0.0740691703535815,-150.09247491347628,5952.787215806657,-0.0014950499897183,-0.0026163683217259,-0.0061450039351218,1.94174045468474
6.282497119296434,0.2990815641781715,-0.0014200270407553,-0.0020411817925412,-114.61383910525106,-4850.901123642222,0.0,0.0174020156965798,7.211624016456347,0.0146041884067931,-0.0134616877354849,-153.6859163570715,36.11277241601263,-0.0236446993267946,0.4948079185090459,14.39463366369633,0.0,1.4013450556720723,-0.0343840094663735,0.0,0.0117117557524087,4564.169296891844,-0.0006881878831523,1.183430527194385,22.337575411369404,0.95789558958358,827.0455935830031,-846.8793636951609,-0.0008970542436662,4.3586619555078014,4.370057463925111,-0.0816762507828353,5780.789847713407,-0.0732139274438725,-150.49265148508084,5991.922124450997,-0.0014849567640943,-0.0028913145680306,-0.0040671904701891,2.099042282085486
6.282107860428466,0.3214805014615988,-0.0014213548347716,-0.0019152485890115,-104.47054033329356,-4850.901632539378,0.0,0.0156202748462775,7.259745362724088,0.0130454596908596,-0.0122639831719924,-153.86845223969803,24.43814541851487,-0.0244143539601469,0.5141611037843102,14.597953561570195,0.0,1.4736824209848045,-0.0344141239340293,0.0,0.0132257855554715,4564.183702879301,-0.0010774467511203,1.2428368556618958,22.97539149440089,0.9509129783213316,750.505183133575,-764.0867999514438,-0.0015291448678218,4.562154323529136,4.5743086789861085,-0.0730808089318701,5825.419697684783,-0.0702721656108616,-151.06586731913322,6021.604260219653,-0.0014773608799642,-0.0030983902009166,-0.0023091776219339,2.259054619314833
6.281798792769251,0.3272288049083538,-0.0014205874104967,-0.0017773024024471,-94.12545872379252,-4850.902172724624,0.0,0.0138592860451687,7.291409851289403,0.0115544594806695,-0.0111234672722549,-153.88113925271333,14.515811731923447,-0.0250971750545684,0.5334628733776623,14.808993353532369,0.0,1.5464246021831116,-0.0344458336471624,0.0,0.014201911053304,4564.198833188947,-0.0013865144103348,1.3028938927834437,23.580595641716958,0.944208094555108,680.4577809937078,-685.6578200175735,-0.0020943265958549,4.766633572262816,4.779211889140283,-0.0643486202936284,5862.29242987957,-0.0615196250498195,-151.77090426202187,6034.321034417841,-0.0014679228844892,-0.0032147959075999,-0.0009329248746154,2.4206095201576576
6.281567459120432,0.3287268208919691,-0.0014173957780453,-0.0016313477935027,-83.55124901766939,-4850.902743600165,0.0,0.0120939660288859,7.302883959420271,0.0101764527870983,-0.0100196984174302,-153.75304683566938,6.57915252609626,-0.0256926807306258,0.5527112971282275,15.039686748200944,0.0,1.6193888204848432,-0.0344781472386082,0.0,0.0148783111527878,4564.214690813241,-0.0016178480591541,1.3655662152311967,24.151173477983026,0.9379016474826168,614.3399897237086,-611.6317291979026,-0.0025786177495395,4.9719571511555065,4.984413557222368,-0.0556346925600735,5884.328241286794,-0.0525590113332737,-152.31222560769413,6031.304782688714,-0.0014560641350341,-0.0032312144186883,9.010577485682527e-05,2.5820738945993598
6.2814065998942805,0.3230564368129866,-0.0014124249557933,-0.0014801547627473,-72.84140069487756,-4850.903344416659,0.0,0.0103370251589128,7.297867812975912,0.008907747576058,-0.0089655104055259,-153.61449528579436,0.2779146910011573,-0.0262014948907404,0.5719044502096711,15.290748248005343,0.0,1.6923880642621754,-0.0345101729172945,0.0,0.0152719168747002,4564.231276868663,-0.0017787072853059,1.43130598213672,24.69326893560514,0.9320560265606148,552.5518365174621,-542.6070009039137,-0.0029768908019479,5.177626309900163,5.189560208153546,-0.0470101462711305,5891.239019276769,-0.0434232663874723,-152.63951788981583,6017.614961791604,-0.0014444934169476,-0.0031693252619377,0.0009229889520178,2.7440852004964467
6.281306559682883,0.3094969592702764,-0.0014067966784699,-0.0013266678233692,-62.18373292990191,-4850.903974337505,0.0,0.0086249424056763,7.281354264946999,0.0077256595862981,-0.0079328438613008,-153.4738340407761,-4.866868918272869,-0.0266248603628089,0.5910404133226791,15.558750898690272,0.0,1.7652806304352884,-0.0345412654950791,0.0,0.0153669736368228,4564.248590863255,-0.0018787474967033,1.499888677670053,25.2120996198588,0.9266251608170132,493.7326257652165,-478.1388597966379,-0.0032903110633368,5.383262279987718,5.394469493664516,-0.0385420687687218,5887.537123499355,-0.0347577775873796,-152.8566223817064,5996.575435812361,-0.0014331990913982,-0.0030536324555028,0.0016292400905274,2.9069366134847208
6.281256934613902,0.2899599979746893,-0.0014010090204039,-0.0011739486234503,-51.79915131541118,-4850.904632521656,0.0,0.0069815001618155,7.256786002112376,0.0066034122087746,-0.0069377262403581,-153.2297089652567,-9.133771944554038,-0.026964403555163,0.610117272886887,15.808955288113491,0.0,1.8379693206332504,-0.034570992929182,0.0,0.0151438870631629,4564.266631169037,-0.0019283725656844,1.5662109558749802,25.67819553133913,0.9215211209517796,437.2313734377786,-417.1981397346967,-0.0035243502745122,5.588530294678796,5.5989138026816585,-0.0302140877596767,5876.3929326101215,-0.0266167263086204,-152.89773128789503,5969.784417146807,-0.0014220341616162,-0.0029020479002175,0.0022230250300611,3.0655140435672594
6.28125005325582,0.2571965374242566,-0.0013939951578157,-0.0010250825130837,-41.86072657694211,-4850.905318134023,0.0,0.0054379120577758,7.224901484371719,0.0055566744601717,-0.0059999710477743,-153.10619531505947,-12.636861490152684,-0.0272218613934026,0.6291331212322355,16.047250645521952,0.0,1.9103735829477435,-0.0345990492566434,0.0,0.0146321574450943,4564.285395346099,-0.0019352539237658,1.6308259857549146,26.100197573600475,0.9166868676307188,383.3389117208171,-359.22479567458134,-0.0036824093689263,5.79334101127935,5.802834602917094,-0.0221460979349964,5859.097900945665,-0.0201231967378549,-153.04181675343958,5937.79292764212,-0.001410210550277,-0.0027229936072019,0.0027019903078265,3.2199487277164
6.281282005725379,0.2183926890154302,-0.0013870060225872,-0.0008833614933833,-32.65434894481217,-4850.906030316378,0.0,0.0040564494735732,7.181744888081852,0.0045811559859241,-0.0051494364728572,-152.99375151313342,-15.329786771934756,-0.0274010432979162,0.6480860567897367,16.30043334946006,0.0,1.982405729090864,-0.0346251641256342,0.0,0.0137386961436339,4564.304880149952,-0.0019033014542065,1.6975902841301844,26.503867603816435,0.9121163483722512,333.142372303792,-304.6096872205313,-0.0037626920957388,5.997807192806846,6.006362623495845,-0.014532000899024,5836.160617937159,-0.0115893175599024,-153.17798080056585,5896.636569385645,-0.0014000040779393,-0.0025145604577257,0.0030253240900994,3.3734708979341548
6.281348965978827,0.1650933811211484,-0.0013723976784804,-0.0007520975012766,-24.251477052515497,-4850.906768137463,0.0,0.0027849971942842,7.127561455350878,0.0037104929172524,-0.0043378997776734,-152.5505606118784,-17.07016169848578,-0.0275069497844004,0.6669741842816288,16.57667604754492,0.0,2.0539579052357606,-0.0346489545150845,0.0,0.0126116829436811,4564.325081396038,-0.0018363412007587,1.648451825554452,26.886624652545507,0.9078461826124616,286.4582020732404,-253.654861564424,-0.0037644868113517,6.201425763633924,6.208854020209747,-0.007454644858759,5805.940026655737,-0.0023561189837727,-153.06260477183756,5844.609380432904,-0.0013853177484462,-0.0022614996442926,0.0031679920138444,3.315940150184203
6.281440697278003,0.1125141697238446,-0.0013671114961742,-0.0006327218981351,-16.615694688065524,-4850.907530690751,0.0,0.0016179772905596,7.061628809499736,0.0029393061274513,-0.0035644266672629,-152.19768896815046,-17.83864200887022,-0.0275452853455086,0.6857956149109028,16.876326417598456,0.0,2.1249089326131134,-0.0346700307362422,0.0,0.0113656690882317,4564.345993767728,-0.0017446099015833,1.606868342749225,27.251851947641832,0.9039203682556493,241.93871753871565,-207.48971701607152,-0.0037020544344193,6.40425080063966,6.410405692209903,-0.0009568041329052,5763.77859084402,0.0042592533557518,-152.79782609184286,5786.907749793099,-0.0013748447979421,-0.001979917198251,0.003180222508427,3.2272208958587987
6.281548445158136,0.0572208308696377,-0.0013598650253818,-0.0005265208011969,-9.729207366011934,-4850.908317176553,0.0,0.0005594363122665,6.989386225963235,0.0022193759280977,-0.0028674970556261,-151.95975748653737,-17.9553737466245,-0.0275218107914831,0.7045484665501799,17.19284830106634,0.0,2.195168204059575,-0.0346882695008922,0.0,0.0099935972652269,4564.367610873905,-0.0016368620214502,1.5712346414218856,27.60746352678737,0.9003071410517101,200.33045369804609,-165.0969171560187,-0.0035895769880386,6.606037305723718,6.610985410256728,0.0049633031526489,5713.53628838428,0.0099268935828483,-152.57503309003025,5727.331695228871,-0.0013651867780285,-0.0016973020061081,0.0031419567933194,3.143961300991516
6.28166935603426,0.0005074407926766,-0.0013498452041947,-0.0004345422587102,-3.6276323527513687,-4850.909126848717,0.0,-0.0003735520870632,6.914911490957776,0.0015508307783688,-0.0022413637658243,-151.64818980146575,-17.697498614575093,-0.0274423781260683,0.723230863929924,17.520788443902266,0.0,2.2646924913134483,-0.0347037310930007,0.0,0.0085383936589977,4564.38992569568,-0.0015159511453261,1.5403140617153752,27.958830253565917,0.8969183107192014,162.34295443216317,-125.476619731029,-0.0034304704625093,6.806669282005043,6.810536984725389,0.0102915904142455,5659.532132857008,0.0154629860301152,-152.2772033543738,5667.878281662884,-0.0013536446409232,-0.0014241089337294,0.0030753461774165,3.066425336713687
6.28180198074721,-0.0560493227339623,-0.001340915664388,-0.0003573295759563,1.6445858054420508,-4850.909958956643,0.0,-0.0011713033451054,6.840431179534419,0.0009477903771203,-0.0016660218200758,-151.3537776220888,-17.20993421881599,-0.0273129732564855,0.7418409388259654,17.856656499257962,0.0,2.3334704487469407,-0.0347165233489642,0.0,0.0070512502215737,4564.4129309770815,-0.0013833264323758,1.5132427263575663,28.30908936477022,0.8936674543743905,127.53925971320226,-88.80097504935911,-0.0032257611457672,7.006131906120399,7.009015553618286,0.0150168837567755,5604.347243003788,0.0205652575780352,-151.96989953791322,5609.653733374045,-0.0013434023565838,-0.0011626199642042,0.002983968511564,2.9946619839436446
6.2819429901128725,-0.1112108517192396,-0.0013324063036338,-0.0002949715788083,6.075359277281511,-4850.910812782957,0.0,-0.0018337070304399,6.76714375627829,0.0004073789841214,-0.001138100435227,-151.10475242062995,-16.55553365333724,-0.0271396460048982,0.7603768302463229,18.198026520580804,0.0,2.4015087440451026,-0.0347267770556938,0.0,0.0055723302164664,4564.436619456043,-0.001242317066714,1.4893564436586395,28.6601751630051,0.8904915664627668,95.4701259965004,-55.245999646675095,-0.002981445452388,7.204458409062562,7.206454195784443,0.0191370428187891,5549.261141832005,0.0248461114846987,-151.68003763868364,5553.262625751005,-0.0013340487344459,-0.0009154539244822,0.0028678072421322,2.9285076662902365
