yawrate,signal,FyFL,gas,x,slip,ay,RR,longslipFL,longslipFR,signal,roll,pitchrate,FxRL,longslipRR,longslipRL,FyRR,sideslipRL,y,slip1,rollrate,FxFR,yaw,sideslipRR,FxFL,az,brake,FyFR,FL,vy,RL,pitch,sideslipFR,steeringangel,FyRL,vx,FR,ax,FxRR,sideslipFL
0.000514709388841,0.0,2257.7632714487504,1.072050901150961,9975.998003641957,0.0,-0.0079293091759126,9.749654722874796,-0.0016023662525557,-0.0016866074197968,0.0,-0.0012558043231214,-0.1153599099638234,4892.452178867844,0.3018200088119294,0.2582881803079349,1097.799926310288,0.0463541896149329,-138.64687206770466,0.0,-0.0181315828082872,-153.24062840217582,-0.0130082800566142,-0.0524210161869807,-156.0447864691658,-0.2497814668994529,0.0,-2233.731175939097,1.417298255855776,0.0086276473830085,8.67256925136723,-0.005976958709513,0.0375335091686949,-0.0001491400543692,-1135.3656306879252,0.4181489773323497,1.4126003251504815,5.827300126117897,4761.851804771867,-0.0361087281319746
0.0005313293294885,0.0,2213.8199107263868,1.0630821776596058,9976.00250903622,0.0,-0.0199839711211406,10.84088572673045,-0.0016101940876671,-0.0017217071666945,0.0,-0.0014345844752811,-0.1215865198632172,4961.583628564039,0.3770193405087348,0.3167300060650838,858.8266411417485,0.0448098197573978,-138.64684523950086,0.0,-0.0176021532422286,-154.37844022333914,-0.0130030605131671,-0.0497890384775853,-157.28868571521255,-0.2705707012953874,0.0,-2193.370789591312,1.608922631957224,0.0084798202937198,9.475074949771653,-0.0071660855527689,0.0370874707883511,-0.0002157056192121,-911.6100341454284,0.4768818292241005,1.6040749652727009,5.909987583309103,4818.153519346452,-0.035122292915816
0.0005257415205539,0.0,2132.6115393361783,1.0555732375896707,9976.007606544312,0.0,-0.0362605147560454,11.86712321551362,-0.001570826466367,-0.0016935761067274,0.0,-0.0016058863820555,-0.1262394619147527,5034.150409598704,0.4604892009957994,0.3789230937380606,664.5405224521086,0.0421383259162801,-138.6468284701023,0.0,-0.0167009263227438,-151.91367340908425,-0.0129977325776875,-0.0460121987992899,-155.06921945976435,-0.2685659315341504,0.0,-2125.1215572864457,1.801775524932812,0.0081749122663957,10.178883848546285,-0.0084089144481393,0.0360810044379803,-0.0002955522346189,-729.144390971088,0.5364383675594,1.797310487247015,5.996758657804745,4872.258435454582,-0.0336675943235689
0.0004632731593928,0.0,2032.9368692304824,1.0484364965181876,9976.013304855423,0.0,-0.0483457398915765,12.808898871186342,-0.0015406897920547,-0.0016733650014683,0.0,-0.0017665477779229,-0.1293396077493043,5116.188304971062,0.5494336585133517,0.4415941607214183,512.9000123864615,0.0392823125274202,-138.64682346931409,0.0,-0.0154972282951094,-151.03289464695783,-0.0129927752182933,-0.0418860283099781,-154.4205696678938,-0.2573941792483971,0.0,-2034.1757544367383,1.9940552814444328,0.0077228101279703,10.75695556793186,-0.0096895364398228,0.034676490554725,-0.0003795029888315,-585.7571188624001,0.596893018303999,1.989740938785556,6.093163454403051,4934.265613035885,-0.032117619620917
0.000355216419888,0.0,1925.1802074999944,1.0412303526928777,9976.019613499264,0.0,-0.0579201989779793,13.711435161525513,-0.0015189860981432,-0.0016578519777834,0.0,-0.0019133298477406,-0.1310823261525183,5205.219644520203,0.6445319542183575,0.5045037124493812,397.48917839475473,0.0367236039917767,-138.64683158236548,0.0,-0.0139590162516225,-150.23076572324595,-0.0129887027239111,-0.0378267743485146,-153.9821841444271,-0.2296460218641815,0.0,-1932.2736139315,2.1864983941372254,0.0071673187497806,11.254535364408651,-0.0109935927067362,0.0331873901064935,-0.0004557718070176,-477.2576711257264,0.6583399739891681,2.1822011520606197,6.197798842290678,5004.8588013358285,-0.030472220379135
0.0002032356745926,0.0,1813.3436472973908,1.0338291323908204,9976.02654284764,0.0,-0.0675819065689389,14.587307464145994,-0.0014963303656129,-0.0016364396006679,0.0,-0.0020430420627515,-0.1315556153746518,5297.019825167554,0.7459189842335475,0.5674051032106036,310.19944245709354,0.0344893716114248,-138.64685389758327,0.0,-0.0121224396593007,-149.64394847415363,-0.0129859498454628,-0.0339908004589983,-153.59671651676663,-0.1908064509057276,0.0,-1827.330145226348,2.379690623373915,0.0065195299630186,11.689015941585067,-0.0123080415192414,0.0316232446903113,-0.0005104320773834,-396.0639952189741,0.7208492646527312,2.3753247010126826,6.307216031609897,5081.141357203067,-0.0288015734370694
1.2269495610794006e-05,0.0,1701.9542327377617,1.0262441929202109,9976.03410374679,0.0,-0.0752538319088189,15.439093248424529,-0.0014763860710185,-0.001614956624058,0.0,-0.0021529739854051,-0.1308161019306183,5388.932469272646,0.8534892954630434,0.6299691780484111,243.855982387086,0.0324750000104615,-138.64689145125473,0.0,-0.0100340177655054,-149.2933516931758,-0.0129849401708284,-0.0303826601407443,-153.38496307212185,-0.1443718027768371,0.0,-1721.0355144194234,2.573803010791255,0.0057885459061977,12.06975913684587,-0.0136205084005193,0.0299718816918307,-0.0005242021102388,-334.6332831458352,0.7844558393590476,2.569257502923126,6.418329986179394,5160.478227261474,-0.0271425465458424
-0.000209902760825,0.0,1591.8788569020674,1.0185328314984212,9976.04230719096,0.0,-0.0809767837636055,16.268038898599674,-0.00145967524546,-0.0015940171742944,0.0,-0.0022408173707648,-0.1289190929025935,5478.522709838308,0.9671721813737472,0.6918578970617506,192.7251539032436,0.0305869455219886,-138.64694510326834,0.0,-0.0077338144668323,-149.07954306532517,-0.0129860151012516,-0.0269496692726645,-153.2501439004132,-0.0927446482421885,0.0,-1614.7725608440744,2.7689389568099534,0.0049959546262433,12.403154583503095,-0.0149191675863734,0.0282726582127934,-0.0004727902921457,-286.9923136400067,0.849162969207105,2.764128693886521,6.527810709721415,5239.7593805938905,-0.0254911022357669
-0.0004640973312776,0.0,1484.5450871463747,1.010769606505341,9976.051164001665,0.0,-0.0817778248570742,17.085441940003818,-0.0014481224200555,-0.0015740614710935,0.0,-0.0023047739299128,-0.1259547958536742,5563.942152224442,1.08768243558628,0.753586386645568,155.899155227746,0.0287722251578372,-138.64701550296675,0.0,-0.0052835433029269,-148.97734827394177,-0.0129894780656841,-0.0236509243128128,-153.23472097803446,-0.0395255402740561,0.0,-1509.747132967084,2.965157850431332,0.0041655838004613,12.705711091761383,-0.0161928753859288,0.0265382128690297,-0.000333850607028,-248.86036763626143,0.9149431323750428,2.9600019343489707,6.633621400187062,5317.413461535116,-0.0238681792113987
-0.0007695435540456,0.0,1380.3961915424998,1.0030067417282793,9976.060684605103,0.0,-0.078775417512426,17.90126406988364,-0.0014392911877192,-0.0015558634073564,0.0,-0.0023436157793514,-0.122011584871472,5644.449981570811,1.215826433157589,0.8159645583327811,131.85096961049925,0.0270737976113375,-138.64710288736526,0.0,-0.0027254888587724,-148.93536561472123,-0.0129957541799877,-0.0203977701605511,-153.28880457368444,0.0167871550901744,0.0,-1406.702088146346,3.162598965079105,0.0033510258417382,12.993620750577342,-0.0174315255738465,0.0247912341998176,-8.773672873173754e-05,-217.4710116603886,0.9817556606822742,3.156871427953967,6.735182721214616,5393.913128341022,-0.0222828339171918
-0.0011204353342634,0.0,1280.1251512713802,0.9952618960560872,9976.07087901613,0.0023733845273607,-0.0751130901032214,18.70556546708654,-0.0014326388906518,-0.0015394440597436,0.0,-0.0023564675163148,-0.1171448065494771,5719.532050497101,1.3508266515088945,0.8785830485270758,112.7058040417634,0.025479364456113,-138.64720706452923,0.0023733845273607,-9.725992182817758e-05,-148.9841041355006,-0.0130053520589411,-0.0171929976443482,-153.3598795057233,0.0723003073782833,0.0,-1305.8567550971268,3.36126865076135,0.0025795492349847,13.265475662427592,-0.0186256080733736,0.0230265879042903,0.0003439029858227,-191.23608185373556,1.0495618614743112,3.354714447301899,6.83230332689192,5468.848123424784,-0.0207392787416372
-0.0014933719290517,0.0,1183.1453992019983,0.987562441846654,9976.081756783018,0.0015796243713549,-0.0723058249321246,19.488997391441192,-0.0014278721797939,-0.0015261487446207,0.0,-0.0023427806297502,-0.1114201467171536,5788.546170906137,1.4916995177712822,0.9409100425053192,95.41348371271104,0.0239448921116659,-138.6473277194435,0.0015796243713549,0.0025672667614975,-149.16423627644224,-0.0130185974739735,-0.0140953168968261,-153.40936267509406,0.1256000961984568,0.0,-1207.6263287649672,3.561069214742113,0.0018549202433483,13.51935720757942,-0.019766248997989,0.0212804999966657,0.0010605213265678,-168.9615007687798,1.1183118562591765,3.553562159362969,6.923730365949161,5540.866909505473,-0.0192141516252777
-0.0018690557323495,0.0,1089.5159583341724,0.9799424141594052,9976.093326866036,0.0009117643160428,-0.0701661779108037,20.24539946204513,-0.0014245167757222,-0.0015142729250078,0.0,-0.0023026495272621,-0.1049167120049836,5850.849515407828,1.6375562587587835,1.002530387791207,79.05466906222776,0.0224160891952932,-138.64746457892505,0.0009117643160428,0.0051827212033643,-149.4184579982244,-0.0130356036407228,-0.0111756167213193,-153.48482035971767,0.1755417429791728,0.0,-1112.291746411027,3.761916449635205,0.0011691188488289,13.75529313737058,-0.0208452866588226,0.0195499716131534,0.001957895614207,-149.70913491884707,1.1879432722860386,3.753432706878413,7.008271651277643,5608.861800599022,-0.0177225522878114
-0.0022227819252994,0.0,999.2617186591856,0.972437037666025,9976.105597522515,0.000342060964532,-0.0704931315758886,20.97282577574997,-0.001421806649726,-0.0015042051814759,0.0,-0.0022370383997994,-0.0977267284649128,5905.693552622248,1.7877893112090752,1.0633929127120878,63.53349401681958,0.0208442045209341,-138.64761745189347,0.000342060964532,0.007660686989852,-149.75506081313458,-0.0130562717145261,-0.0084957651658083,-153.53941535456087,0.2217934502243037,0.0,-1019.88960282158,3.963719644522307,0.0005119171080917,13.976891134633505,-0.0218554365951044,0.0178386068369578,0.0029492247173838,-135.61048639124093,1.2583824140300277,3.954313888397599,7.084829741680129,5672.020849869647,-0.0162781376026509
-0.0025245538949477,0.0,913.1616350353576,0.965079272304878,9976.118576207791,-0.000155726686387,-0.0701178413127972,21.670393520093945,-0.0014198733831156,-0.0014946224493059,0.0,-0.0021478109685547,-0.0899457986946875,5952.698595562449,1.941838514534437,1.123616091683912,49.08730210464718,0.0191803905893557,-138.64778630003755,6.283029580493199,0.0099184921177081,-150.1616413415983,-0.0130802111633675,-0.0061143254864381,-153.5614395560756,0.263258794268574,0.0,-930.0011989883358,4.166345147496504,-0.0001318908971953,14.188586998440496,-0.0227903555623134,0.0161544700408407,0.0039591387537827,-124.81571788673264,1.3295460996717932,4.156202826533283,7.152687599059326,5729.585448992284,-0.014886959253018
-0.0027597864608768,0.0,831.045965894431,0.9578954569829016,9976.132269507756,-0.0005876148292724,-0.0688762495294695,22.33785335216053,-0.0014201776558235,-0.0014846138381514,0.0,-0.0020374325814684,-0.0816757196787673,5991.7370401155,2.0991355242751952,1.183372030702177,35.94207670498705,0.0174349602114917,-138.64797110647808,6.282597692350314,0.0119082875533438,-150.56906149080103,-0.0131068066673632,-0.0040341384893436,-153.60737229817255,0.2991303149169738,0.0,-843.1133362982218,4.36967992960654,-0.0007560119789487,14.394353839325342,-0.0236446833330841,0.0145139307568516,0.0049575702722764,-114.78856927275334,1.4013452561578494,4.359042917567985,7.211629276726589,5780.974286410161,-0.0135509063743369
-0.0029214017982443,0.0,755.3783999188055,0.9509130168847328,9976.146683085475,-0.0009506832286657,-0.0651249137670547,22.97515661215814,-0.0014213954117236,-0.0014769746799545,0.0,-0.0019092894914071,-0.0730814206206433,6021.256932724639,2.2591170724340985,1.242827329106576,24.255996844788587,0.0156537927857711,-138.648171725329,6.28223462395092,0.0134672668562542,-151.17248144762289,-0.0131353636500766,-0.0022771472020042,-153.76334779992882,0.3214144674417974,0.0,-759.5145650064369,4.573801434836981,-0.0013422155814667,14.598193276038788,-0.0244143378680567,0.0129169941213863,0.006416629894343,-104.6576865996227,1.473682561350785,4.562668913632017,7.259716502101985,5825.72808045754,-0.0123931650426065
-0.0029768611431913,0.0,687.325147500957,0.944209010102444,9976.161821491676,-0.0012259693390125,-0.0541721584032243,23.57949327548668,-0.0014205744150854,-0.0014674803067808,0.0,-0.0017686263819651,-0.0643496692416369,6033.725677905325,2.42060644471658,1.3029893172850655,14.331975393757013,0.0138923630419027,-138.64838765333417,6.281959337840574,0.0145011036047627,-151.89885621919808,-0.013164985404393,-0.000901053220689,-153.73797287414757,0.3272873345116029,0.0,-679.1984976092426,4.778534281462427,-0.001845897522086,14.81014939546639,-0.0250971692771689,0.0113739527061315,0.0083785640036204,-94.31563784578556,1.5464242267991437,4.767318405530271,7.291358399910311,5862.789133612037,-0.0113047707031834
-0.002911274867221,0.0,623.0280327723619,0.9379029057662868,9976.177687705607,-0.0014121956924842,-0.0428477700574315,24.14864475476077,-0.0014173559881362,-0.0014560630137343,0.0,-0.0016192706095581,-0.0556351450993767,6030.448193967235,2.581932558265676,1.3658458894497956,6.391721620816179,0.0121267602534212,-138.64861800632943,6.281773111487102,0.0152545132982426,-152.48358786148506,-0.013194484735162,0.0001224301185659,-153.5716709228279,0.3287144628901066,0.0,-603.3069770634689,4.983507367054687,-0.0022453574517555,15.04228296918161,-0.0256926819033464,0.0099734580564612,0.0104506144001769,-83.73952140103519,1.6193879357266057,4.972863721818722,7.302857493260929,5885.13849253671,-0.0102211517719395
-0.0027529873156565,0.0,562.0110117184903,0.932056934213748,9976.194282832686,-0.0015225268446111,-0.0324981865942765,24.688661503998684,-0.0014125655120337,-0.0014445755531238,0.0,-0.0014638503932483,-0.0470103860364996,6016.468234566146,2.7437048738678897,1.4318723343843862,0.0915496723961274,0.0103679348082055,-138.64886179264127,6.281662780334975,0.0157321567564232,-152.84494217593527,-0.0132227885515898,0.0009532571098662,-153.41447982668035,0.3230695017326618,0.0,-533.4143172105695,5.188382781934184,-0.0025430114902201,15.295405714805282,-0.0262014992117122,0.0087097163419001,0.0123150860845235,-73.02400013446089,1.692386943128431,5.178799592914206,7.297852745307333,5892.387941783277,-0.0091622618860357
-0.0025362906900254,0.0,503.0806282614053,0.9266256759116396,9976.211606366958,-0.0015741905511763,-0.0237053740178052,25.20471587669028,-0.001407254960497,-0.0014329843970106,0.0,-0.0013053523194939,-0.0385422345546073,5995.095948351564,2.906198581847104,1.5008676275375403,-5.0338382061809845,0.0086485263586423,-138.64911807573418,6.28161111662841,0.0158984529224764,-153.07005133642318,-0.0132491627335719,0.001651716673452,-153.2705376015257,0.3095207832168572,0.0,-468.97014800650464,5.393010760536165,-0.0027522535077781,15.56616550447027,-0.0266248666167101,0.0075456656673256,0.0137973420866063,-62.34438489312176,1.765279428007195,5.38471541852302,7.281345125526234,5889.043629378261,-0.008112249639115
-0.0022864192192322,0.0,445.8583097455901,0.9215214248489912,9976.229656664018,-0.0015821692080634,-0.016154522442079,25.66728144050212,-0.001401676646328,-0.0014215448936982,0.0,-0.0011470433966668,-0.0302141992391678,5967.940909939635,3.0642744984833845,1.5677534955267705,-9.249641446243771,0.0069904529844078,-138.64938604186423,6.281603137971523,0.0157207877236251,-153.0988024719409,-0.0132731713731131,0.0022304120510167,-153.0302671006305,0.2899828007958643,0.0,-408.6959932444809,5.59718971410519,-0.0028874924460029,15.819889169140124,-0.0269644111708045,0.0064504934020032,0.0148009142927915,-51.90729845601159,1.8379680815189685,5.590248426577093,7.256784361358124,5878.272394766151,-0.0070903429385224
-0.0020178095444994,0.0,390.7057815632735,0.9166871409820084,9976.248431266062,-0.0015568479479796,-0.0108281291501021,26.08496775973712,-0.0013950727690504,-0.0014095157238445,0.0,-0.0009923182730927,-0.0221470760770552,5935.561676678261,3.2180410470084166,1.6331003909874775,-12.662643664511274,0.0054254255936128,-138.6496649742575,6.281628459231607,0.0152186673789292,-153.21961212515495,-0.0132945694256244,0.0026864872517942,-152.93452092347593,0.2569702315514892,0.0,-351.921364278059,5.800879692173925,-0.0029588373437698,16.06249506138188,-0.0272218717020814,0.0054393745988473,0.0152494459694192,-41.87873652090431,1.9103722698362935,5.79529012007855,7.224859225373644,5861.347724441959,-0.0061170077340441
-0.0017336274967178,0.0,338.7542441869341,0.9121180651771046,9976.267926905995,-0.001503869686902,-0.0040592262395134,26.48346683936249,-0.0013880607952536,-0.0013988596229929,0.0,-0.0008448750054182,-0.0145349279671891,5893.8414815086535,3.370698766558501,1.7009649451747773,-15.221370997739394,0.0040154477308802,-138.64995420958195,6.281681437492685,0.0142934815889587,-153.32358502242337,-0.013313202367274,0.0029791264131037,-152.84645977835342,0.2182384539200177,0.0,-299.00446808578675,6.004230118917044,-0.0029700437682239,16.32090766026046,-0.0274010752206767,0.0045097191265313,0.015065816659231,-32.54625819296501,1.9824034915262203,5.999938673835906,7.18157586443691,5838.752372223976,-0.0052206090911666
-0.0014244552403511,0.0,289.67614970690795,0.9078499017965528,9976.288139367243,-0.0014287747894283,0.002754030088658,26.860134563338917,-0.0013741115065779,-0.0013834686610829,0.0,-0.0007084543330707,-0.0074564941440822,5841.406750298628,3.3105032220695465,1.6534396945075909,-16.79319642508689,0.002706250040687,-138.65025308916148,6.281756532390158,0.01308865065045,-153.14784182980657,-0.0133288555786579,0.0030869367317157,-152.4609502341962,0.1651192991822266,0.0,-250.3951355107569,6.206603446599918,-0.0029264199416776,16.603301808962367,-0.0275070054324299,0.0037001174107631,0.0141290014817976,-23.97337120365371,2.053953946408861,6.2036613725135,7.127427111549287,5808.950057669086,-0.0043475886224621
-0.0011144544560263,0.0,241.9846319861748,0.9039237151325648,9976.30906331216,-0.0013443337648193,0.0060268807047057,27.21846899615028,-0.001368701279897,-0.0013731339457804,0.0,-0.0005849480432326,-0.0009582485502491,5783.51214404173,3.2208222226358885,1.6128010828999362,-17.360654294722483,0.001496784460403,-138.65056107725178,6.281840973414766,0.0117191484908537,-152.82935930817956,-0.0133413784332689,0.0030575788331564,-152.1633541365285,0.1125231428379349,0.0,-207.37608988858915,6.408124010666063,-0.0028504592054095,16.909838095317514,-0.0275453567336074,0.0030023015149146,0.0123878564171765,-16.131242431690858,2.124903960183448,6.4065090523730985,7.06158452299018,5767.125537175936,-0.0035005818364904
-0.0008375210964763,0.0,197.0584247210313,0.9003090116251742,9976.330692338006,-0.0012606642570346,0.0079963318820993,27.56684627924449,-0.0013617930886454,-0.0013632972390776,0.0,-0.0004761112745245,0.00496190531186,5723.945477726184,3.136652205004255,1.5780847580047752,-17.249293071982766,0.0003935920157103,-138.65087785279437,6.281924642922552,0.0101773044611552,-152.54681115554024,-0.0133509650178306,0.0029746180183026,-151.9891247251218,0.0572413996101488,0.0,-168.304631819224,6.608783823676962,-0.0027626608323684,17.233576651869917,-0.0275218962666152,0.002341571101972,0.010087612416659,-9.016603563507866,2.19516300937568,6.6082119769280325,6.989395914226528,5716.9574308095625,-0.0027446537666373
-0.000603947402315,0.0,156.09824903083003,0.8969189307023477,9976.353019412474,-0.00117823692135,0.0101569075967752,27.911130011794327,-0.0013516846799745,-0.0013515487359183,0.0,-0.0003833983789617,0.010290232245535,5664.697154591706,3.0583144924363674,1.5479867264100895,-16.754531137863232,-0.0005826877489679,-138.65120318551473,6.282007070258236,0.0085175203133788,-152.1790873549261,-0.0133580197055856,0.0028646587281169,-151.74526835516707,0.000538099103699,0.0,-131.68096188937747,6.80850805899883,-0.0026645572566882,17.56858417674255,-0.0274424774245521,0.001719376359578,0.0074991852903873,-2.681276773840889,2.264687486466467,6.808673431514633,6.914947333132312,5662.780870413903,-0.0020724613540728
-0.0004127964034858,0.0,118.76701110297888,0.8936672746933663,9976.37603726344,-0.0010948608130408,0.0123872000832983,28.254911939194088,-0.0013426648576772,-0.0013417037428024,0.0,-0.0003076136660079,0.0150156625963349,5606.8682503644,2.985908996680788,1.5215881448108486,-16.042453239271172,-0.0014187659766288,-138.65153681101873,6.282090446366546,0.0068069375509785,-151.82473642086535,-0.0133629730819377,0.002735083216371,-151.50169614228318,-0.0560141679402752,0.0,-97.5650320631788,7.007231956175703,-0.0025516070045961,17.91091596190937,-0.0273130854755206,0.0011566696527531,0.0047409605755669,2.8119131850461137,2.333465817299393,7.007889838811211,6.840473585616141,5607.208905141267,-0.0014570382232014
-0.000263955840135,0.0,84.46878578629946,0.8904909889850097,9976.399738612268,-0.0010110809940601,0.0140639647902887,28.600515007133275,-0.0013341705091846,-0.0013322596952987,0.0,-0.000248959389723,0.0191360595087822,5551.031727880951,2.919310531022528,1.498184771089309,-15.193937544435045,-0.0021120519314467,-138.65187845297396,6.282174226185526,0.0050988003872774,-151.47921437586123,-0.0133662472556422,0.0025883175133712,-151.3065186875452,-0.1111773627269298,0.0,-66.27278737148646,7.204984859442242,-0.0024252306141871,18.25775628953774,-0.0271397691996862,0.0006482736768756,0.0018898962497806,7.434417000864852,2.401504535755552,7.205904191854694,6.767189170623027,5551.566542287745,-0.0008973463820505
