sideslipFL,slip1,yawrate,FxRR,signal,sideslipRL,y,rollrate,RL,ax,FxFR,roll,FyFR,slip,FyRR,signal,az,sideslipRR,FyFL,pitchrate,FxFL,FL,longslipRR,brake,sideslipFR,RR,vy,steeringangel,longslipRL,gas,yaw,ay,vx,pitch,FyRL,FxRL,FR,longslipFL,longslipFR,x
-0.0319719109681524,0.0,0.0007441603946353,4599.484218447159,0.0,0.0353361182064181,-138.64702685762572,-0.0080730858124977,3.769773395654171,5.652472838649539,-149.88364565951366,-0.0009097828842815,-2092.228996518644,0.0,2045.2467304899783,0.0,-0.0782901170685111,-0.0444043444037214,2082.579027736018,-0.098300672978946,-150.7804486623583,1.3726993356296606,0.1194265123803725,0.0,0.0332968122311649,4.634062245876534,0.0032507532127129,-0.0001012748204085,0.088688191961059,0.3466231603107116,-0.0130111212877186,-0.1067613957693524,0.4122103351705843,-0.0055645826518713,-2204.820530984108,4746.306782619765,1.3717552945574374,-0.001423816417941,-0.0014991234623158,9975.997882731222
-0.0310041040526694,0.0,0.0011542867266554,4677.7532383954585,0.0,0.0314753617293184,-138.6470582303949,-0.00708191582703,3.5977034310216824,5.772658736524028,-151.47219102725563,-0.0009851143120667,-2031.6673891617693,0.0,1887.119806612552,0.0,-0.0903513842184281,-0.0446445638190238,2025.177110936368,-0.1013327723612805,-151.98643905852123,1.5509909781911695,0.1332410085083881,0.0,0.0321357368363319,4.797721979423063,0.0021173801590541,-0.000144865908497,0.0855301004074788,0.3383825991969657,-0.0130014737828505,-0.1252239122259675,0.4693269677210067,-0.0065650849759023,-2070.188630798818,4857.007081015112,1.5527003739923917,-0.0014480231088247,-0.0015159883262936,9976.00231833547
-0.0297605220490833,0.0,0.0016898644309277,4753.997894060058,0.0,0.0263872428817764,-138.6471094030337,-0.0061727911484506,3.334371087615353,5.912203024634653,-151.70626674699218,-0.001050776551641,-1941.7883491149569,0.0,1702.5519200131455,0.0,-0.0963119890607939,-0.04433454662181,1946.93626383234,-0.1034598192592623,-151.7873118164917,1.733828191602013,0.1483942592365569,0.0,0.0304690032371259,4.965422755864714,0.0007820619206739,-0.0001868425594276,0.0760145317416796,0.3304800807751542,-0.0129871263885554,-0.1529728936520071,0.5276976700670416,-0.0075907772186049,-1940.9445436789329,4999.111701335698,1.7386514355021954,-0.0014132457731832,-0.0014773682102501,9976.007331782388
-0.028663689037525,0.0,0.0022989383841531,4830.081423991379,0.0,0.0206835425848577,-138.6471830349383,-0.0054512691461282,2.886742794076303,6.123210101561403,-153.77990043266618,-0.0011083782485311,-1829.0405289824228,0.0,1516.5825047420951,0.0,-0.0946520058134711,-0.0441103061075691,1861.1973458905488,-0.1049107251348992,-153.9737946825842,1.9187772802836385,0.167114077620137,0.0,0.0284492988514972,5.189288933325222,-0.0008224108319033,-0.000222305240929,0.0539138758884853,0.3219250066396684,-0.0129668361440971,-0.1827871113143611,0.5877459550226789,-0.0086337887793542,-1825.9240335319423,5261.815933598384,1.927305507331043,-0.0014392789110728,-0.001481249449181,9976.01293742691
-0.0266778494051117,0.0,0.0035948589061845,4904.056335244065,0.0,0.0140603161348405,-138.6472818517626,-0.0047913526950242,2.46268801441204,5.906189432812564,-151.33908521705402,-0.0011595399841271,-1713.6441598465442,0.0,1346.7647610619051,0.0,-0.0536344420233037,-0.0450557374165578,1768.4897203672565,-0.1055628873801714,-148.99947995141366,2.1067969062835985,0.1870699667669856,0.0,0.0273437157630359,5.424220701035922,-0.0026308249928588,-0.0002451134923848,0.026791012206014,0.3141590277227495,-0.0129381298529988,-0.1914804491590487,0.6487152164079588,-0.0096876184095954,-1663.429001122345,4840.310670989062,2.120015160956985,-0.001288263362585,-0.0013938770319575,9976.019151791588
-0.0231181903123254,0.0,0.0047917341968422,4959.148955458898,0.0,0.0098293904031139,-138.64740369867334,-0.0029684853374941,2.659708420571044,5.981203339168561,-147.98077999693322,-0.001198783197121,-1666.9613114252231,0.0,1263.3273462507082,0.0,-0.0796653233663831,-0.0444438991616352,1598.2043366356029,-0.1048870809173455,-149.79439612962082,2.2813105170038246,0.1886077166399125,0.0,0.0276708064812113,5.3440148785092125,-0.0038191966040857,-0.0003040193379346,0.0305427820403721,0.3117611066309719,-0.0128934880920991,-0.0027511105172471,0.7077962192073309,-0.0107402084287598,-1281.9816275203468,4888.101573809783,2.30282848634154,-0.0013755431946108,-0.0014483672247642,9976.025963129976
-0.0217610941668274,0.0,0.0044879224419897,5030.695766401707,0.0,0.0106909789170252,-138.6475405852592,-0.0003044759424179,2.7827281756825872,5.988357035802937,-144.59508802699045,-0.0012137987323673,-1595.3201625548872,0.0,1186.6549710193722,0.0,-0.0520247844838905,-0.0390508964321774,1455.8754451864488,-0.1033045647221656,-147.0435967242705,2.4628804208862727,0.1816866858584839,0.0,0.0258965160740436,5.173245263732887,-0.004382312151994,-0.0002211757583457,0.0294564441681847,0.3068554053636894,-0.0128470715648614,-0.053794562303297,0.7676154320340431,-0.0117812566447245,-1119.6007025912702,4819.083227346351,2.483978487365606,-0.0012965799988134,-0.001383280059378,9976.033370290672
-0.0204977804915478,0.0,0.0041049548105516,5099.140555958194,0.0,0.0106795867434981,-138.64769083079202,0.0021312266671524,2.931970461549162,6.067450764003008,-144.90241402135476,-0.0012032660347137,-1495.0047023553504,0.0,1139.460572874825,0.0,-0.0164055804922467,-0.0342489763199776,1349.0502934187243,-0.1007698556070207,-147.67572631852002,2.6437333147810755,0.1639605030547258,0.0,0.0240226351737954,4.895858982243699,-0.0050391694407733,-1.4909251639671873e-05,0.0292683327936232,0.3012696341652628,-0.0128043678237787,-0.0704630826089681,0.8279738376127899,-0.0128010927582406,-1082.6256344035069,4874.241113947746,2.6636429079333173,-0.0012765214284867,-0.0013597814825955,9976.041377870068
-0.0188825856352592,0.0,0.0037314183811014,5155.194544743642,0.0,0.0103191281768564,-138.64785501447142,0.0046241850873298,3.0916294726389,6.125087293513066,-144.48847728156258,-0.0011685309820894,-1393.710320267494,0.0,1160.7879080831092,0.0,0.0233000434604702,-0.0298368830285872,1247.8167466565826,-0.0973507200860191,-147.60049158055273,2.824302349359819,0.1369833031159945,0.0,0.0225011795023626,4.555192338966349,-0.0056202085299145,0.0002449723871166,0.0292635569663256,0.2953153511400972,-0.0127651700891164,-0.0202156593685906,0.8889311996947082,-0.0137906902696754,-1052.1195819994268,4905.435650369119,2.843211965753652,-0.0012793327953322,-0.0013470770615614,9976.049992571418
-0.0172251572951304,0.0,0.0029684025808745,5200.460896236809,0.0,0.011110795723312,-138.64803032353,0.0075758268117996,3.257162045289663,6.169730554781344,-143.46923548148737,-0.0011064206354123,-1301.0653935098926,0.0,1264.0458458593614,0.0,0.0743153077701283,-0.0244612020029872,1142.7941393616725,-0.0930681489071256,-147.3789017679085,3.005655069713137,0.101619148591908,0.0,0.0210426467322337,4.175185396398635,-0.0057768830873073,0.000562737546222,0.0292344581612733,0.2893136110361913,-0.0127316751485366,0.0246709958707219,0.9504202070691468,-0.0147413696233171,-1065.3518917859374,4926.327663801461,3.0219877427379087,-0.0012738350152892,-0.0013260558915855,9976.059219902285
-0.0154986539472766,6.277748640028429,0.0019724167701112,5503.805685797352,0.0,0.0126441250158429,-138.6482123532722,0.0108834825250711,3.458142808516139,6.429305220445043,-146.42763849721638,-0.0010127961045021,-1213.92206150947,-0.0054366671511567,1452.3336424715358,0.0,0.1209063840144483,-0.0184376301812094,1037.3158037990129,-0.0880758129183633,-150.0708782544779,3.1888171086218198,0.0470091007714298,0.0,0.0197347425405233,3.6369863383605896,-0.0054881579546561,0.0009592548553872,0.031578657052798,0.2823259264429892,-0.0127074701430956,0.0860320111315722,1.013038522785162,-0.015644922479614,-1154.6004535843997,5036.395462168656,3.201211602657186,-0.0013229720618229,-0.0013811123664868,9976.069066577436
-0.0151342889078926,6.278394491847817,2.959268991515914e-05,4773.559502328937,0.0,0.0150801080821247,-138.64839764196776,0.0136909427062787,3.561703387586881,5.735061033117862,-128.14481536191036,-0.0008864776325625,-1111.31733389707,-0.0047908153317688,1432.5559629578995,0.0,0.1837047258893224,-0.0117771462433329,954.3189310934983,-0.0817431420259521,-134.14632893323642,3.369992163130195,0.0297342691029607,0.0,0.0169595216950636,3.590844404264714,-0.0051297449242788,0.0016294956071307,0.0254478088501781,0.2798225437190478,-0.01269885255879,-0.192153742875729,1.073872438063029,-0.0164930131905495,-1342.0872173415269,4614.386954799452,3.373050127585307,-0.0010863442500593,-0.0011869345202387,9976.079539435184
-0.0144112361560421,6.277704704071054,-0.0001277135973522,4673.20663356405,0.0,0.0125753062419301,-138.6485945536894,0.013653939645548,3.704347044365463,5.667835438749529,-131.63190335971905,-0.0007482551124269,-973.7561640164254,-0.0054806031085325,1237.6024449382733,0.0,0.209234165891085,-0.0107705013187066,902.7216664171444,-0.0740542706772417,-133.08150893608075,3.5333711026092747,0.0255061659742438,0.0,0.0144203915761257,3.6998141958893904,-0.0061909166220243,0.0020529287592465,0.0236590578739371,0.2809936591194845,-0.0127003873080774,-0.1769267929945564,1.1317541950790342,-0.0172688683626913,-1383.1202962614225,4607.691474814141,3.535112251841104,-0.0010548386643298,-0.0011387889554537,9976.090596529966
-0.0128327300810286,6.277173676866492,0.0002132693679791,4541.449381835007,0.0,0.0096035168518147,-138.64881022420434,0.0133609452423899,3.8566355837756183,5.532704942008845,-130.83860867317784,-0.0006140899226403,-850.6829457992052,-0.0060116303130939,1165.3029995937677,0.0,0.2030352118311897,-0.0106587533245888,835.63020670788,-0.0654591829049859,-130.95976132907057,3.6872866043517134,0.0242645986700455,0.0,0.0126574988296052,3.842192948550704,-0.0071312810916838,0.001685901808305,0.0236216934205342,0.2818275379849296,-0.0126995010775233,-0.0135121652864135,1.1878112703295864,-0.0179626809148133,-1207.478237100897,4509.906706048964,3.69090836153611,-0.0010867326189772,-0.001143310405215,9976.1022226054
-0.0110645289025343,6.27739484275293,0.0001319418055595,4400.867932787567,0.0,0.0084318025550098,-138.64903704321162,0.0138610009333992,4.002033953172005,5.379716056791192,-128.7384199675591,-0.0004779419734716,-751.9788867653078,-0.0057904644266565,1060.3508183363715,0.0,0.2001325883404399,-0.0088458521095618,746.0326684903695,-0.0563363839053827,-128.378612920641,3.836764987034011,0.0229402853337037,0.0,0.0111729572745616,3.981206453715459,-0.0071871591561721,0.0013529614804061,0.0231095735480137,0.2820725502419975,-0.0126976207972029,0.0206284472871207,1.242389628184621,-0.0185674148410882,-1029.1982233094177,4396.90237244562,3.8406053939683775,-0.0010831526883769,-0.0011165488395853,9976.114401018567
-0.009538278239704,6.277699322589388,1.14552375960184e-05,4282.660577057153,0.0,0.0072707620349314,-138.64926985916838,0.0140476939863502,4.144245664925146,5.241383084911143,-127.09940890785522,-0.0003377510110323,-659.0472787637754,-0.0054859845901983,896.9005086968621,0.0,0.1910187360302612,-0.0070103178532027,654.1473705715715,-0.0469453903126897,-126.26568613536264,3.9815732154432166,0.022165753547708,0.0,0.0094624246841635,4.123289388597485,-0.0071027891501851,0.0012470154998727,0.0223118177681525,0.2820682983307077,-0.0126971141863081,-0.0064501719432018,1.2955322358480177,-0.0190792498408304,-892.714186562757,4287.725608781698,3.985252203057872,-0.0010709651819934,-0.0010789419730038,9976.127116814803
-0.0080978012943007,6.277906405876929,3.1549573779007284e-05,4186.346254860055,0.0,0.0056116239075053,-138.64950910218062,0.0137016774045578,4.286037185034342,5.119659438761589,-125.75782115825402,-0.0001989154207656,-561.8750303392792,-0.0052789013026567,739.719509987747,0.0,0.1786142392475165,-0.0057037114209294,567.8684302779507,-0.037539229000714,-124.9554391368842,4.122162691001057,0.0215845638040543,0.0,0.0076921745072146,4.266121911444569,-0.0071101135428095,0.0011293036856081,0.0215911111238563,0.2817740339424234,-0.0126969446446366,0.002182822395047,1.3473895145060255,-0.0194968943765035,-741.9807106164378,4186.6393181092535,4.126087644563475,-0.0010543092323017,-0.0010455339933759,9976.14035635828
-0.0065963574327512,6.278193005284105,4.720466029381962e-05,4093.783921544051,0.0,0.0040651343184443,-138.64975427143852,0.0132038308931878,4.428258230016447,5.004052834914415,-124.67443356785712,-6.459032808915411e-05,-465.4647372809086,-0.0049923018954816,597.7917096770847,0.0,0.1628520686574689,-0.0044175365851478,482.5276221024384,-0.0283135958544201,-123.9493548729436,4.25942613780157,0.0210095063260349,0.0,0.0060847547951675,4.407731396372816,-0.0069783058211129,0.0009492177161506,0.0211171185728448,0.2812894202369294,-0.0126964920908492,0.0254379658275746,1.3980445148545526,-0.0198213277822346,-579.1498737601818,4093.442574184942,4.263393145599881,-0.0010337355280088,-0.0010227269246145,9976.154107353454
-0.0051141917974613,6.2785699036562015,1.2628245303231444e-05,4004.9682166008006,0.0,0.0027805252696302,-138.6500034572159,0.0125993333482697,4.568933360736106,4.89349206397573,-123.932516559204,6.426835944348689e-05,-374.2997595027805,-0.0046154035233846,457.42139108785466,0.0,0.1450005691754073,-0.0030807587447532,396.2454163676704,-0.0194199843600956,-123.08026626448778,4.393879780618599,0.0205324428067861,0.0,0.0046232779313433,4.548348073300181,-0.0066810826978207,0.0006602450279837,0.0207065849154711,0.2806860093516788,-0.0126961878434358,0.0334016054227221,1.4475589269117728,-0.0200552232983508,-428.2532793167206,4006.1691465504286,4.397601109951277,-0.001015049151844,-0.0010035222549618,9976.16835815996
-0.0037510400447739,6.278958965037858,-2.82427870030278e-05,3921.783709182624,0.0,0.0016041191041097,-138.65025546699857,0.0117722820100023,4.707572506519893,4.78879871201805,-123.42774396410913,0.0001859329058549,-287.6182134667051,-0.004226342141728,322.94259941988884,0.0,0.1206312253697066,-0.0018905673825882,312.15352976387413,-0.0109762567404882,-122.42501162614704,4.525806023657077,0.0201320780019786,0.0,0.003245861677469,4.687514496208316,-0.0063234030545984,0.0001549185445835,0.0203430876735574,0.279999148010677,-0.0126962926445494,0.0346521847092912,1.4959867583508222,-0.0202025615395413,-292.950320357315,3923.085218932825,4.529195872243202,-0.0009994331346545,-0.0009868383464355,9976.183097693996
-0.0025334375054176,6.279346041992181,-6.462178102229452e-05,3842.7947513444215,0.0,0.0005597375850287,-138.6505097741083,0.0106127791343245,4.843041551354239,4.688261491327495,-123.13859737506996,0.0002975300036366,-204.6215217058432,-0.0038392651874058,204.47379404985008,0.0,0.0923169656270107,-0.0009286871790463,233.1798182380071,-0.0031282227697862,-122.04531826540902,4.655623253483259,0.0197843134872154,0.0,0.0019554096098001,4.8249836902708125,-0.0059268413629068,-0.0007009685286634,0.0200686514679697,0.2792414537368146,-0.0126967760137253,0.0420987225017294,1.5433808243288618,-0.0202686320824865,-171.43277162428512,3845.319025897836,4.658634098668182,-0.0009860455162998,-0.0009727828310987,9976.19831542028
-0.0013937735013999,6.279750563793346,-0.000108351223382,3768.700310628023,0.0,-0.0003294082919462,-138.6507657108037,0.0093360391758773,4.976163255255663,4.592097690434932,-123.00353520753882,0.0003966350212393,-126.94377540158018,-0.0034347433862404,106.25633323465104,0.0,0.0550606833974209,-0.0001674025169148,159.52915372104485,0.0040147429149918,-121.85121461728149,4.7836884992596085,0.0195144173067765,0.0,0.0008323843812474,4.959732527159512,-0.0054622580442147,-0.0019830836910026,0.0198452612681026,0.2784291200146788,-0.0126976454490428,0.051297938984392,1.589785817332541,-0.0202600108999338,-65.36459738245748,3770.571416024919,4.786264947422015,-0.0009746774484736,-0.0009608086713191,9976.21400131351
-0.0003394794425154,6.280171551667102,-0.0001851214174344,3694.9931359530096,0.0,-0.0010500538623457,-138.65102244720777,0.0080369038144283,5.107303894801589,4.49623678405386,-122.83157908490874,0.000482889149747,-57.27638612670456,-0.0030137555124835,25.10436378201424,0.0,0.0223615873532791,0.0005014641212242,89.6974575733028,0.0104160845806233,-121.72194991243563,4.910280210453002,0.0192409815591777,0.0,-0.0001305250798915,5.0914966001479085,-0.0049302813296442,-0.0036632818983718,0.0196068614930271,0.2775801903648295,-0.012699118657701,0.0557797027248724,1.6352374500443283,-0.0201840506921493,23.238270074771023,3696.9112504701066,4.912252653837331,-0.0009632042450988,-0.0009488923119097,9976.230145775458
0.0005915193139343,6.280585152003427,-0.0002933587938433,3619.658234465995,0.0,-0.0016467342153786,-138.6512794038623,0.0066744611241531,5.236395899747588,4.3988968614836255,-122.5754286263902,0.0005558248991993,5.337768867130139,-0.002600155176159,-44.88539768280087,0.0,-0.0117601366707348,0.0011068519560971,25.012183753254515,0.0160972096898789,-121.50109281453494,5.035290580773433,0.019002964744378,0.0,-0.0009857304282806,5.221354604592569,-0.0043699492759738,-0.0056577120548237,0.0193812773784521,0.2768055037567846,-0.0127015469316819,0.0556440381524255,1.6797111787716614,-0.0200480497017388,95.65449251583154,3621.7596022465664,5.0364806026523805,-0.0009520356306524,-0.0009376004206504,9976.246739252876
0.0014099460026281,6.280973188838291,-0.0004170671000778,3548.6217635339585,0.0,-0.0021502834699826,-138.65153639666758,0.0052472378726238,5.36315940494831,4.306814507298283,-122.38151261637316,0.0006147630522701,61.46391583914525,-0.0022121183412951,-104.69117082472088,0.0,-0.0453482132435033,0.0016149452844788,-33.82413762581019,0.0210590969713175,-121.34142470090516,5.158760352462193,0.0187840078742219,0.0,-0.0017280909842407,5.3492021995387375,-0.003814888147125,-0.0080102961582124,0.0191686757286715,0.2760522508602501,-0.0127051514016567,0.053991562963831,1.7232385495560265,-0.0198591956590172,155.02221426865228,3550.900949857049,5.1590767599209135,-0.0009423835030255,-0.0009283758953888,9976.263772148191
0.0021273038712183,6.281330315062915,-0.0005524764069659,3481.5108564860884,0.0,-0.0025592639565291,-138.65179347632062,0.0037980660383647,5.487451506447549,4.219376752364717,-122.22156900250252,0.0006592422410154,111.13194106777438,-0.0018549921166714,-153.73950811953466,0.0,-0.0784638120028553,0.0020203348030837,-86.82610953237199,0.0253172500418453,-121.23686536440304,5.280817541128,0.0185844888514208,0.0,-0.0023698677530004,5.474895791902704,-0.0032791109452301,-0.0107189989173321,0.0189629339641568,0.275266698933893,-0.0127100566948481,0.0520982362425744,1.7658685721841634,-0.0196246234443055,203.3368236411508,3483.8086707584544,5.280198953867624,-0.0009335097123368,-0.0009197209807438,9976.281235337005
0.0027746377255758,6.281656393124938,-0.0006972971884805,3417.7016802446446,0.0,-0.0028593404846303,-138.65205078253263,0.0024034935357546,5.609251423115061,4.136294641249898,-121.96800578710696,0.0006895215920148,155.89835781942708,-0.0015289140546484,-192.8311949772817,0.0,-0.1122892768078168,0.0023426105351225,-134.6761177241425,0.028921208051904,-121.14820091681536,5.401526423042671,0.0183939382101168,0.0,-0.0029532081994433,5.598192908941847,-0.0027678900663391,-0.0136658865647304,0.0187582706610084,0.2744309501792659,-0.0127163720952949,0.0483534805349415,1.807647858022784,-0.0193511123269743,240.8060275969815,3420.021967671711,5.399954973492316,-0.0009254233014639,-0.000911549131128,9976.299120171949
0.0033934385369799,6.281947867076656,-0.0008532888031755,3356.864950891955,0.0,-0.0030773315601371,-138.65230854072448,0.0010171071492262,5.728535001102411,4.057423968901649,-121.63680815503072,0.0007059241232818,195.4957374420668,-0.0012374401029308,-222.3665480035436,0.0,-0.1459352528057247,0.0025685097731626,-179.5710822992621,0.0319279631823595,-120.99336036923378,5.52097831502782,0.0182086208088825,0.0,-0.003445537277511,5.719054550142275,-0.0022925971264728,-0.0167790885350334,0.018552560361855,0.2735432133960627,-0.0127241885359362,0.0442241004446548,1.8486189039127123,-0.0190448854050261,268.40901128668247,3359.089153482256,5.51830792291008,-0.0009175676428334,-0.00090384261279,9976.317418446546
0.0038835217502332,6.2822029033743005,-0.001029876905786,3298.6366381726216,0.0,-0.0032152411775005,-138.65256710493267,-0.00033827780779,5.845427144456672,3.981945097938026,-121.30239774440248,0.0007085962359386,230.0190265328713,-0.0009824038052857,-242.74076408003123,0.0,-0.1757516852915011,0.0027126320189052,-219.8215749592248,0.0343732763997276,-120.79171397222775,5.639171407166761,0.0180234371566064,0.0,-0.0038668912806791,5.83744230333232,-0.0018616829565082,-0.0199041881860606,0.0183453773587761,0.2726094397656637,-0.0127336753137844,0.0398309091635775,1.888819287108128,-0.0187117095195187,287.55479282585287,3300.697038275876,5.635254969306252,-0.0009106253912203,-0.0008970472989,9976.336122346633
