ay,az,pitchrate,vy,slip,sideslipFL,RL,FyRL,sideslipRL,FyRR,FxFL,yaw,signal,rollrate,yawrate,slip1,longslipFR,x,FxRL,FxRR,ax,signal,longslipFL,FR,FL,steeringangel,brake,FyFL,RR,sideslipFR,pitch,FyFR,roll,FxFR,vx,sideslipRR,longslipRL,longslipRR,y,gas
-0.0809113798330288,-0.0927445633152812,-0.1289190618421648,0.0050082398554038,0.0,-0.0254890069321627,12.403359816362286,-286.9846484317804,0.0305855491991539,192.7292180180815,-153.24912883602028,-0.0342610309653754,0.0,-0.007720800384852,-0.0001962664430317,0.0,-0.0015940192945018,4564.079376852273,5478.487834451277,5239.793594219746,6.527811044056454,3.90541797506326,-0.0014596714479775,2.7641684157722843,2.768899615263237,0.0,0.0,1591.9032475886718,16.267834228713845,0.0282745847248033,-0.0149191660442521,-1614.7457913453582,-0.0022401867180254,-149.08037974268677,0.849162973750222,-0.0269510465455393,0.6918676706273872,0.9671648328984238,-4850.89818153428,2.3727013562373007
-0.0818987979963557,-0.0395251045897494,-0.1259547800717333,0.0041773118667324,0.0,-0.0238606636211384,12.70599735318147,-248.84225914543248,0.0287690630762082,155.9095200661452,-153.23718041879016,-0.0342643578409502,0.0,-0.0052735333992064,-0.0004508008639039,0.0,-0.0015741281253363,4564.088230165244,5563.899654216959,5317.4550642195845,6.633621182269296,4.1130879332249055,-0.0014480767935275,2.960039301190823,2.96512051646434,0.0,0.0,1484.3811555717075,17.085156513019456,0.0265456574748487,-0.0161928736056888,-1509.8931068033833,-0.0023040269628064,-148.97497549237187,0.9149431387150372,-0.0236541025671414,0.7536030830284662,1.0876687869801058,-4850.898440210467,2.3649369528745527
-0.0791678772879679,0.0167881282575246,-0.1220116012804285,0.0033597727860299,0.0,-0.022268071077777,12.994002557629903,-217.4392160891993,0.027068187649012,131.87120856748302,-153.29582664197935,-0.034270513386682,0.0,-0.0027222306040593,-0.0007589143957566,0.0,-0.0015560024661756,4564.097746758824,5644.401941512677,5393.960570128907,6.735182805243088,4.317056389871754,-0.0014391814317292,3.1568996040240536,3.162570601159401,0.0,0.0,1379.964188310553,17.90088317221173,0.024806096231857,-0.0174315237974583,-1407.0933937841698,-0.0023428023347828,-148.92755753176277,0.9817556649034872,-0.0204034455884285,0.8159908148936809,1.2158035852246565,-4850.898730005513,2.357173661842242
-0.0761060238781442,0.0718452674168124,-0.1171462773629276,0.0025821035993091,0.0023758405933256,-0.0207131012781091,13.266372032648682,-191.18392843796613,0.0254682549170718,112.74238747908416,-153.37881088325136,-0.0342800346276401,0.0,-0.0001144179520866,-0.0011158311050817,0.0023758405933256,-0.0015396792088383,4564.107936648578,5719.483429391247,5468.896036089715,6.832382223094877,4.517139787160284,-0.0014326447547868,3.3547235308483856,3.361259500932815,0.0,0.0,1279.2982881262149,18.705492852072528,0.023053528626015,-0.01862560961658,-1306.618897071151,-0.0023557019104782,-148.96994011705965,1.0495618233276236,-0.0172045519521326,0.8786562211087139,1.3508290837858947,-4850.899050969583,2.3494287125397704
-0.0734598606414811,0.1248268563880497,-0.1114403494012588,0.0018483597496606,0.001573779083717,-0.0191835170803568,13.526697267175036,-168.81373832323433,0.0239133184415487,95.51755487495409,-153.46193860377414,-0.0342932896522442,0.0,0.0024781299262013,-0.001499686781818,0.001573779083717,-0.0015266804978239,4564.118809382738,5788.517740668569,5540.902198246998,6.9237570952356,4.713158063538156,-0.001428197697309,3.55355343953342,3.5611224770644854,0.0,0.0,1181.9446965276315,19.495184903083743,0.0213199211424118,-0.0197663471047965,-1208.8671223701313,-0.0023425398664698,-149.15512133010105,1.1183110398505829,-0.0141327191637139,0.941581052770407,1.4922926588026824,-4850.899403022979,2.341730472758586
-0.0712665518998528,0.1746559173555689,-0.1049832790363238,0.0011525144170597,0.0008977807781205,-0.0176974030727506,13.779337185518193,-149.36318667865606,0.022356400496077,79.3096444232453,-153.5736483849419,-0.0343104428853746,0.0,0.0049756331749334,-0.0018913417430894,0.0008977807781205,-0.0015151504596342,4564.130373913991,5850.905354009897,5608.860966941083,7.008187944497293,4.90493481578747,-0.0014251653264421,3.753428978643548,3.762098180317296,0.0,0.0,1088.2961290836158,20.268252826867048,0.0196017300215475,-0.0208458182936497,-1114.0211756034782,-0.0023039153909854,-149.41953445271125,1.1879404669063445,-0.0112537687412027,1.004884586415986,1.6398444781828514,-4850.899786104494,2.334113022055682
-0.0713797187858085,0.2207986302123911,-0.0978672632839465,0.0004865719267785,0.0003218497886309,-0.0162625649678119,14.028598268762106,-135.19422279966693,0.0207539110347554,64.00972391665726,-153.65604093636003,-0.0343314399402889,0.0,0.0072987160780731,-0.0022649006380746,0.0003218497886309,-0.0015054634380894,4564.142638491855,5905.952116757982,5671.959922549381,7.084696974703982,5.092297457775744,-0.0014227919221732,3.95434757131866,3.9640915713713194,0.0,0.0,998.3333858448318,21.02368548762061,0.0179069924403616,-0.0218570188643115,-1022.1691620396756,-0.0022411995358418,-149.76098982283574,1.2583767778295358,-0.0086227426317122,1.0687759819682234,1.7931559120082463,-4850.900200196111,2.3266101772461343
-0.0706793167684955,0.2621027777625054,-0.0901853444908628,-0.00016357809478,-0.000179730781772,-0.0148865019330522,14.278645597011806,-124.26408683190364,0.0190606633580344,49.83236239239535,-153.7057543705919,-0.0343559270462198,0.0,0.0093726138915981,-0.0025902462543815,6.283005576397814,-0.0014965082953258,4564.155610568409,5953.344233031669,5729.444865916919,7.152616597774962,5.275077375771785,-0.0014212495306605,4.156305195764278,4.166965514726202,0.0,0.0,912.781441531102,21.760698390723963,0.016241073478863,-0.0227938683276022,-932.9391907648252,-0.002156582823974,-150.17319888544077,1.3295377437893283,-0.0062929799599189,1.1335462423772438,1.9518806762468248,-4850.900645402761,2.319253325893033
-0.0690126660570651,0.2971707551858973,-0.0820349726932483,-0.0007902480904391,-0.0006123473133579,-0.0135677166285632,14.532935182338116,-114.09054732366866,0.0172910773893939,36.97566583200964,-153.77421790868675,-0.0343833261031378,0.0,0.011160701985089,-0.0028526259864794,6.282572959866228,-0.0014870625969948,4564.169296738302,5992.981850079139,5780.738986090147,7.211776583774603,5.453110080186673,-0.0014218074195178,4.359249792776105,4.370603973018417,0.0,0.0,831.451819688695,22.478983666746927,0.0146188603187196,-0.0236512378056497,-846.7621186886539,-0.0020527693829065,-150.57784185295534,1.4013355866353006,-0.0042619425960813,1.199507316372199,2.1156519175066566,-4850.901121820753,2.312067598375985
-0.0652831099742586,0.3202245670974517,-0.0735693282277795,-0.0013764197984167,-0.0009743318010036,-0.0123853628666718,14.794810624038746,-103.83234799567715,0.0154889028952593,25.55663523623718,-153.9560295153792,-0.0344129819104141,0.0,0.0125243545812433,-0.0030467987038375,6.282210975378582,-0.001480429593792,4564.183702693219,6023.626762480536,5825.388660001346,7.260467659975356,5.626235353603281,-0.0014235503423367,4.562996048028198,4.575070266888355,0.0,0.0,755.9440500310291,23.17845291043329,0.0130764501754318,-0.0244251870917087,-764.2545553279568,-0.0019331808887985,-151.13634235840254,1.4736752220980645,-0.0025414798841362,1.266956647347333,2.284108534885424,-4850.901629393561,2.305078361694086
-0.0561320749701102,0.3259800911165563,-0.0649787787863998,-0.0018909422649133,-0.0012556416519083,-0.0112655302754693,15.072920291243376,-93.39776486616913,0.0137173464144387,15.853857031019292,-153.9971259276572,-0.0344441190696041,0.0,0.0133421896946294,-0.0031535970861819,6.281929665527678,-0.0014718394669218,4564.198833054433,6037.948595946019,5862.351596094133,7.293113274655974,5.7942973949611405,-0.0014232250858456,4.767760126527132,4.780242082973312,0.0,0.0,686.8353924285861,23.856560070209657,0.0116113067404123,-0.0251136641971644,-686.5574240329806,-0.0018031089145114,-151.8322654220737,1.5464277435439695,-0.0011948563420858,1.3368616168561689,2.456324717920965,-4850.902167762845,2.2983570973846548
-0.0468935847815059,0.3272404625586225,-0.0564146385708296,-0.002321792043302,-0.0014600024759275,-0.0101853509812827,15.37850038548306,-82.78255157059922,0.011950951869244,8.10006070161601,-153.89254539217842,-0.0344757880567645,0.0,0.0138534069642788,-0.0031646544743239,6.2817253047036585,-0.0014606397855915,4564.214690915408,6036.613211916888,5884.629870284345,7.305729800005561,5.957144959766875,-0.0014203888221904,4.973406103665528,4.985777515237009,0.0,0.0,621.8272351827824,24.51100612810581,0.0102546945134977,-0.0257162897832349,-613.4348338295476,-0.0016666596159882,-152.36283202054457,1.6194133241792756,-0.0001965098777749,1.411254105604487,2.63081607419695,-4850.90273629767,2.292025108577943
-0.0374892855497467,0.3214631675585677,-0.0479442753197629,-0.002664151307713,-0.0015947344412299,-0.0091559077083578,15.711697345857957,-72.07559745128299,0.0101994986803237,1.9465951283169751,-153.77375458460807,-0.0345071346233084,0.0,0.0140853649518835,-0.0031007576743919,6.281590572738357,-0.0014497021498869,4564.231277510858,6024.647142399671,5891.799362846713,7.301919064590602,6.11463149620404,-0.0014158146156164,5.179435276916147,5.191311056866302,0.0,0.0,561.2437871164682,25.14727524388146,0.0090060758594565,-0.0262337498146844,-545.3134685682377,-0.0015266103304406,-152.6694373425142,1.6924459412350208,0.0006175566937382,1.4906632459020068,2.808329900098189,-4850.903334225482,2.286148321041226
-0.0285727061791577,0.3103145372883755,-0.0395565033732127,-0.0029188017011345,-0.0016691445280647,-0.0081389952023601,16.04447444708463,-61.44369237416667,0.0084881949874514,-3.0921213661256752,-153.47120625806338,-0.0345375445875027,0.0,0.0140050625614568,-0.0029860899589727,6.2815161626515215,-0.0014364163964838,4564.248592479883,6005.4344505698855,5888.343391527576,7.287015493493799,6.266615277019866,-0.0014082644733371,5.385388606853514,5.396580489458674,0.0,0.0,503.57967230761705,25.746128979035905,0.0078288711885563,-0.0266670911707643,-481.6276446623853,-0.0013859034477619,-152.67384757616475,1.7653871986358334,0.0013132475994434,1.5713693131466129,2.9857882870196506,-4850.903960687503,2.280678244927994
-0.0199116793697318,0.2874840516884204,-0.0312935567903975,-0.003090202397908,-0.0016930068891463,-0.0071553761984751,16.352871270747258,-51.05455356547517,0.0068464281847396,-7.300409182996629,-153.3842498682312,-0.034566611301939,0.0,0.0136191912094019,-0.0028373912026182,6.28149230029044,-0.0014279626251332,4564.266634374507,5980.486103203411,5877.263417234251,7.26369049364923,6.412959527070217,-0.0014043712669412,5.5908979612860765,5.6013238347041066,0.0,0.0,447.8989733548789,26.289199504785408,0.006711094451501,-0.027016988163193,-420.8464604893071,-0.0012477618075184,-152.85698813696533,1.8381398516305776,0.0019035366964778,1.6495924219489353,3.1594884199326594,-4850.9046148103225,2.2755308264699723
-0.0128347438479326,0.2593951394233929,-0.0233438775916866,-0.0031847386309621,-0.001675551634664,-0.0062298025172981,16.67717113403388,-41.17072629854367,0.0053207719723722,-10.790543390813776,-153.27636874893153,-0.0345940509359024,0.0,0.0129907207325423,-0.0026645379882375,6.281509755544922,-0.0014171255786747,4564.285400842884,5950.436599005633,5859.913968045902,7.232503843000274,6.553532546407986,-0.0013975908738707,5.796107182650516,5.805704358782704,0.0,0.0,394.8385597184568,26.81994820142768,0.0056868752892607,-0.027285909757566,-363.6825062275056,-0.0011148344353115,-152.97803127637542,1.9106161002080504,0.0023887402177582,1.7312565289691313,3.335022721091798,-4850.905295737959,2.2706636546561847
-0.0054480027216874,0.2183611817492505,-0.0158298737521406,-0.0032051856692223,-0.0016227998641655,-0.0053861730686098,17.019663864422313,-32.040227015106936,0.0039570163317303,-13.55378820724105,-153.19303536759506,-0.0346196519330221,0.0,0.0120245538507042,-0.0024706460358931,6.281562507315421,-0.001407767633479,4564.304888766144,5912.842244425898,5836.983894452163,7.191984498703276,6.688207828804164,-0.0013911432477715,6.000971568398268,6.009722491043171,0.0,0.0,345.23167236707826,27.34131145391244,0.0047277125328289,-0.0274776194305547,-310.1108841125255,-0.0009899291132064,-153.08486041924618,1.9827375076337344,0.0027381197769658,1.8165368348895763,3.512442517789454,-4850.906002632963,2.266047991323737
0.0034476130026941,0.165642176879991,-0.0088458238675079,-0.0031506708504009,-0.0015381156821834,-0.0045915393862493,17.38659898340668,-23.778806670506903,0.0027232645602077,-15.43849078864169,-152.782540986777,-0.0346431295438124,0.0,0.0108275996170168,-0.0022414958003356,6.281647191497402,-0.0013934915923084,4564.325094173265,5864.233578835597,5807.09224519115,7.140172245167653,6.816864175594904,-0.0013767428739763,6.20501075030961,6.212785270108115,0.0,0.0,299.3053261631917,27.85063448218423,0.0038606206372872,-0.0275970236611269,-259.9182591713801,-0.0008762054953014,-152.94250346141217,2.0544029119784915,0.0029149732694081,1.7776294671519466,3.4684344233667024,-4850.906734613433,2.261715573787663
0.0098561236543601,0.1133613947632062,-0.0024336484325402,-0.0030332677704632,-0.0014303879083014,-0.003830134224039,17.77895582904747,-16.341699376876413,0.0016013705361385,-16.398294753286155,-152.45540448951033,-0.0346641571085909,0.0,0.0095356075059872,-0.0019878408827255,6.281754919271285,-0.0013839232694286,4564.346011981503,5809.327877739821,5765.412875401601,7.076294123184454,6.939385804752136,-0.0013720702139021,6.408308384437635,6.414976028193856,0.0,0.0,255.6301824560656,28.350087329400825,0.0030957260182013,-0.027649750133058,-214.3268383408554,-0.0007749444369284,-152.67159631545843,2.125489881211003,0.0029640908976863,1.7459298002938757,3.395141066224158,-4850.907490807712,2.2577220300645124
0.0152016752283448,0.0583127434150058,0.0034118437131653,-0.0028675146387288,-0.001308355787909,-0.0031405668881967,18.190333950833956,-9.682962651480802,0.0005896619093343,-16.733474437576493,-152.2252204960971,-0.0346826411638257,0.0,0.0081411232648323,-0.0017358538617021,6.281876951391677,-0.001375030629631,4564.367636007811,5752.1860296050245,5715.532578611717,7.005845740328685,7.05566245507958,-0.0013644968134616,6.610604704305891,6.616241555843552,0.0,0.0,214.7000100080884,28.846700995007744,0.0023838718365621,-0.0276414643989083,-172.56372041482533,-0.0006871851227426,-152.42450498371653,2.19590459800711,0.0029661469316607,1.7198701212201504,3.327372635236483,-4850.90827044235,2.254043585941673
0.0203070422181933,0.0017472826007388,0.0086779819454729,-0.0026581691626368,-0.0011753030665097,-0.002521001186304,18.615098636444397,-3.817185299250885,-0.0002965834567529,-16.714223695672832,-151.92122998335762,-0.0346986711987253,0.0,0.0066836156224403,-0.001496388217786,6.282010004113077,-0.001363863391667,4564.389959412772,5694.990440017145,5661.8026910253,6.933007278877025,7.165589485440381,-0.0013550137907035,6.811771780840017,6.816508380198354,0.0,0.0,177.26354068536838,29.34533611949911,0.0017206786076536,-0.0275778985846388,-133.57776040658604,-0.0006137595088112,-152.10078432954327,2.265601542388477,0.0029432372219252,1.6982315509737975,3.2653118107456973,-4850.909072809598,2.2505935495172102
0.0249740676528703,-0.0547390375062646,0.0133536472527826,-0.0024065576687398,-0.0010326194532548,-0.0019508735996475,19.04962824811683,1.2205157990087785,-0.0010479182752945,-16.48049050691642,-151.63993544774596,-0.0347123857585876,0.0,0.0052118710864284,-0.0012715820850661,6.282152687726332,-0.0013543193313948,4564.412975102583,5638.873290414225,5606.848835902125,6.860038234287751,7.269067968927066,-0.0013460769746839,7.011786576042045,7.015735754767365,0.0,0.0,142.93745423615076,29.848815023715098,0.0011207325379905,-0.027464912921666,-97.4646024951195,-0.0005550236170059,-151.76909775067244,2.334567954345564,0.0028983003289295,1.680177927435193,3.208983665200895,-4850.909897206222,2.2472845952259712
0.0287701581193845,-0.1098835116688084,0.0174360819334655,-0.0021187182558666,-0.0008834780025095,-0.001423122538154,19.491475672175365,5.42099137741781,-0.0016642709600609,-16.090252175148276,-151.39069861418673,-0.0347239442162314,0.0,0.0037634197659277,-0.0010640282318711,6.282301829177077,-0.0013454610449407,4564.43667596602,5584.541379320179,5551.985762184607,6.788230411944061,7.366004781889085,-0.0013377262966,7.210693677679845,7.213941264277135,0.0,0.0,111.20359936853032,30.358870529804587,0.0005850043266738,-0.027308434964867,-64.45582284988565,-0.0005109026349465,-151.45903634367463,2.4028096196931434,0.0028305199987317,1.665081441057102,3.158222940500356,-4850.910742963755,2.244052562887731
