yaw,FR,FyRL,sideslipRR,slip1,brake,RL,FL,longslipRR,az,FxFL,rollrate,signal,longslipFR,FxFR,vx,pitch,x,longslipFL,vy,FxRL,gas,sideslipFR,sideslipRL,ay,FxRR,slip,ax,pitchrate,y,longslipRL,yawrate,FyFL,signal,roll,FyFR,steeringangel,RR,sideslipFL,FyRR
-0.0130083208776331,1.4124781093386087,-1138.059079852,-0.0522643464264995,0.0,0.0,8.642607418057407,1.4172397294169652,0.3006794647003878,-0.2479785898288119,-155.96582320949005,-0.0179503418324865,0.0,-0.0016867408864502,-153.18688181315648,0.4181500132000172,-0.0059763719817776,9975.998003647295,-0.0015987274045434,0.0085862756258499,4891.753379078811,0.9677251454604195,0.0375639887009346,0.0464430166925042,-0.0128763554180018,4761.849869185096,0.0,5.827002354932059,-0.1152696443083671,-138.6468723163829,0.257279769172752,0.0005078601128267,2254.7942208453173,0.0,-0.0012542417630816,-2235.3348456139424,-0.0001489570109827,9.718441584121232,-0.0360204829200802,1097.775872599209
-0.0130032019638728,1.603790763784503,-916.6477128851596,-0.0495671547494461,0.0,0.0,9.402030722590098,1.608663970880853,0.3739073128192585,-0.268629264200995,-157.1764552749232,-0.0172861821692941,0.0,-0.0017199158440109,-154.27887093105122,0.476882669686797,-0.0071639561296873,9976.00250904127,-0.0016055476760275,0.0083815742518268,4960.592410708779,0.9588572466350452,0.0370773321952335,0.0448799320115131,-0.0262363643212577,4817.982703001413,0.0,5.909704787762933,-0.1213735939906492,-138.64684620459778,0.31390942150795,0.0005192192361725,2209.5494301694507,0.0,-0.0014304839057895,-2194.25125436718,-0.0002149193978036,10.765005193665235,-0.0350115652818181,859.9064550509784
-0.0129980096373958,1.796797034761667,-736.184400851094,-0.0457396453786959,0.0,0.0,10.052171971493758,1.801253812519074,0.4544673142155349,-0.2662687616954731,-154.95463935345236,-0.0162327954227392,0.0,-0.0016908559800942,-151.8286254411356,0.5364379943900999,-0.0084038621795665,9976.00760653235,-0.0015654291493345,0.0080104751335247,5032.951402941844,0.9513872056347524,0.036041405251021,0.042179084292031,-0.0433094398850407,4872.0734435231925,0.0,5.996409645528531,-0.1258818917816228,-138.6468307744231,0.3733939694847446,0.0005111027894337,2126.8000715418702,0.0,-0.0015978024598728,-2125.013966868074,-0.0002935115998959,11.735706065533456,-0.0335208835670362,666.9158018150564
-0.0129932114276487,1.988984957904784,-594.2552912685916,-0.0415770173165599,0.0,0.0,10.56742871423356,1.993243703968585,0.5394460341424798,-0.2548707817664848,-154.28799796514133,-0.0148685292495636,0.0,-0.0016688364105533,-150.94857496943217,0.596890621820623,-0.0096800378063646,9976.013304796908,-0.0015342084626869,0.0074842075889537,5114.650825431004,0.944266177973914,0.0345967008516229,0.0392909799966823,-0.0561094456267442,4934.1801097884045,0.0,6.092798603436637,-0.1288213130293099,-138.64682781930077,0.4323487692521672,0.0004464202568421,2025.604762416788,0.0,-0.0017529038969838,-2033.091263741166,-0.0003747924577161,12.612157094389678,-0.0319395014228113,516.2455793733518
-0.0129893113944831,2.181174491700696,-486.8289270709079,-0.0374952624885692,0.0,0.0,10.993400672971978,2.185359799777719,0.6293513714888536,-0.2267214124899095,-153.83691293746247,-0.0131645898238944,0.0,-0.0016515420433987,-150.16674891978786,0.6583337573869971,-0.0109779688144936,9976.019613351376,-0.0015115351730171,0.0068492340094219,5203.073481051728,0.937068956108168,0.0330628723515946,0.0366954043332698,-0.0661705053515764,5004.857219924903,0.0,6.197152006567597,-0.130391453465776,-138.64683874917895,0.4904031861638803,0.0003379769738918,1916.285089538366,0.0,-0.001892490400303,-1929.9046303712769,-0.0004459495989021,13.43939046189847,-0.0302622400363907,401.4724351938096
-0.0129867209025276,2.374004704334479,-406.4277168457404,-0.0336509908035219,0.0,0.0,11.348707815590933,2.3781826255435874,0.7241988829807904,-0.1874695102552812,-153.44891441022347,-0.0111602873451962,0.0,-0.0016283507913204,-149.59425648938347,0.7208350868545539,-0.0122845282089851,9976.026542534226,-0.0014884372389701,0.0061174718903895,5293.967580108396,0.9296782807036386,0.0314529478196424,0.0344178441479212,-0.0762732791167435,5081.144382487903,0.0,6.306018241299444,-0.1306856926070992,-138.6468646985136,0.547232499781818,0.0001883168559657,1802.9663473329413,0.0,-0.002013336423662,-1823.6850798960609,-0.0004925014062442,14.230702816163571,-0.0285608133403375,314.54035813499326
-0.0129858297749354,2.567617795591276,-345.5807622949509,-0.0300482886796557,0.0,0.0,11.643176651065428,2.5718901605240347,0.8237233413418286,-0.1406509359147253,-153.22165968973903,-0.0089049373403645,0.0,-0.001605319886181,-149.2628930133172,0.7844268738041977,-0.0135872928355639,9976.034103133105,-0.0014678277855801,0.0052988224854313,5384.635260922482,0.9221093051931846,0.0297575751622429,0.0323525353956453,-0.0843285280414198,5160.383277986751,0.0,6.416300801962853,-0.1297634549704747,-138.64690674192772,0.6023971915982463,3.4980807223673986e-06,1690.0018383046663,0.0,-0.002112726126482,-1716.0006887908853,-0.0004946539395327,14.988653116501371,-0.0268708428070421,248.34937544238903
-0.012986940292419,2.762144734470521,-298.3657506092072,-0.0266344809798756,0.0,0.0,11.883401483288504,2.766570577706477,0.9276726324841228,-0.0887347595297503,-153.06954560935506,-0.0064429198498172,0.0,-0.0015827181845006,-149.0668549749068,0.8491099355279762,-0.0148744129202802,9976.042306057165,-0.0014510629686575,0.0044147488816092,5472.753042889517,0.9144205190241396,0.0280143070581176,0.0304054373025401,-0.0904234496704956,5239.473532421492,0.0,6.524743690564554,-0.1276822494879256,-138.64696577445622,0.6554326160132297,-0.0002085187367656,1578.509604797973,0.0,-0.002188383318854,-1608.4646368272429,-0.0004282285653279,15.714303806219062,-0.0251918192681631,197.2270358794866
-0.0129902961382348,2.9576166390356504,-260.57788351721,-0.0233696786585272,0.0,0.0,12.075481993002995,2.9622556123036854,1.0357595107228923,-0.0340033754671056,-152.99054322641064,-0.0038250906719109,0.0,-0.0015612414041885,-148.95171345386856,0.9148560461136628,-0.0161346276132147,9976.051162025162,-0.0014380811936245,0.0034854599769958,5556.46541194338,0.9066840018919896,0.0262372636340962,0.0285146773094386,-0.0934022063228503,5316.923331727408,0.0,6.629315044313831,-0.1245029007186809,-138.647042486489,0.7059219891856361,-0.0004428019285805,1469.5559124947847,0.0,-0.002238524938761,-1502.002371587118,-0.0002711329816911,16.4081864924286,-0.0235299074376507,157.83563524806934
-0.012996166287965,3.154014297342385,-229.51455575372157,-0.0201876487593084,0.0,0.0,12.230927648778634,3.158997319629268,1.1480246980321582,0.0207707150395881,-153.00849673636034,-0.0010901166753022,0.0,-0.0015421088703232,-148.95019371379178,0.9816230046959452,-0.0173573795773736,9976.060681358607,-0.0014289521130387,0.002548085374731,5634.985051311272,0.8989523421299987,0.0244460579119653,0.0266994992139723,-0.0921170796867158,5392.865130389975,0.0,6.729668427197717,-0.1203112431895614,-138.64713728901097,0.7539690595513482,-0.0007115616426651,1363.328956645409,0.0,-0.0022618024312126,-1397.60069311396,-4.835449295157221e-06,17.075339012307705,-0.0218967685621877,131.78906747529686
-0.013004945824137,3.3513671816394983,-203.45374509209643,-0.0170756298531314,0.0014840596055031,0.0,12.366061968301278,3.3569127810507955,1.2648015069811274,0.0763951354291444,-153.07944433082932,0.0016967240436776,0.0,-0.0015249010784239,-149.02884928930231,1.0493655466086251,-0.0185331672412906,9976.07087391281,-0.0014225775059949,0.0016409903555131,5707.797738608713,0.8912523074163214,0.0226360311179906,0.0249766872116412,-0.0891884050058411,5467.06338614069,0.0014840596055031,6.824855910053849,-0.1152118928899994,-138.6472501721182,0.8002999292347136,-0.001018430318847,1261.06592426704,0.0,-0.0022573943231783,-1295.2039659200886,0.0004491625395645,17.72362578038094,-0.0203224991731132,112.1452950157853
-0.0130169073260498,3.5497081439410736,-181.15509092391,-0.0140893062687647,0.0006234104037356,0.0,12.481675506064164,3.555935781685415,1.3851607080546042,0.1295621666334535,-153.15276471889186,0.0044709076853514,0.0,-0.0015103309923612,-149.25595145516965,1.1180311598968635,-0.0196533057288949,9976.081749037665,-0.0014177513548579,0.0007796568789526,5774.279570979026,0.8836080875672183,0.0208375906223931,0.0233057070044487,-0.08575358507641,5538.365022181311,0.0006234104037356,6.914140414503644,-0.1092785818127624,-138.6473808746801,0.8445246864080778,-0.0013424158443589,1162.875173917873,0.0,-0.0022251281778647,-1195.2098720873266,0.0011913693239564,18.34597685195809,-0.0187853703635811,95.00791984290544
-0.0130320990684736,3.7490636109746953,-161.63902461140052,-0.0112899534687628,6.283090320050532,0.0,12.581485789206187,3.755989120938365,1.5083829871227523,0.179457476528861,-153.21419568917284,0.0071583975085431,0.0,-0.0014981512082701,-149.56138018585816,1.1875557437997588,-0.0207099374489275,9976.09331547565,-0.0014138924662235,-3.336287351680522e-05,5833.846301409864,0.8760512578252115,0.0190689916861408,0.0216447351267599,-0.0821764945001105,5605.689717452565,-9.49871290542933e-05,6.996391373564912,-0.1026004626872229,-138.64752906219204,0.8865401955519766,-0.0016616469412981,1068.459474917901,0.0,-0.0021655359412011,-1098.0242201276794,0.0021181606834622,18.939323429039156,-0.0172819809427023,79.11269520528468
-0.0130503802045325,3.949430812033096,-144.14871804096367,-0.0087188645626107,6.282490437637714,0.0,12.67000175913217,3.956983066523065,1.633829892881019,0.2252184751840157,-153.28085213851503,0.0096855891471453,0.0,-0.0014869543687218,-149.94045956939462,1.2578647705454042,-0.0216961370435465,9976.105581255988,-0.0014119349829474,-0.0007998316977696,5885.934811706821,0.8686144908821687,0.0173328202784051,0.0199668819077542,-0.0787031038325823,5668.185493251672,-0.0006948695418727,7.070638301294381,-0.0952730842468865,-138.64769439936856,0.9264090299947404,-0.0019601805438731,977.5997995531312,0.0,-0.0020798924067531,-1004.1187200586274,0.0031426681038368,19.502272929126853,-0.0158280420699844,64.18074531521123
-0.0130714634252974,4.150759717518655,-128.14202146358105,-0.0063960957669999,6.281993039738465,0.0,12.751871782972314,4.158833326996986,1.7608609934527824,0.2660342963040726,-153.3501749153274,0.011993660284092,0.0,-0.0014770003716124,-150.35616089835216,1.3288744218484656,-0.0226059480261175,9976.118553604276,-0.0014109241503194,-0.0015170262364692,5929.880821456398,0.8613294528279731,0.015640409108739,0.0182617962365638,-0.0743637847859999,5725.066232397707,-0.0011922674411211,7.135945379033062,-0.0873940784488188,-138.64787655138505,0.9643199091233904,-0.0022230588082658,890.9739618305001,0.0,-0.0019701416682057,-913.1522419070376,0.0041943802962608,20.033991290051212,-0.0144264507942432,50.2476709913372
-0.0130949270908481,4.352961881687518,-113.2599090311632,-0.004336692595189,6.281586829065965,0.0,12.83158539873719,4.361454993129572,1.888827412136684,0.303900581283316,-153.47105929683104,0.0139988640567107,0.0,-0.0014665100446858,-150.80836001623757,1.4004927623502186,-0.0234344447600648,9976.132238859496,-0.0014118534505993,-0.0021794375154112,5965.483021378375,0.8542258644652689,0.0140379854376903,0.0165222845688259,-0.0700679103120934,5775.737895262727,-0.0015984781136207,7.19193991010817,-0.0790771111647385,-138.64807512153442,1.000562367158227,-0.0024402554914389,808.5062941960886,0.0,-0.0018388570014269,-826.2704515806242,0.0052456785396475,20.53395002366934,-0.0131011235830044,37.424552805367
-0.0131202545822663,4.55596298793898,-100.50968622423358,-0.0026099019654112,6.28126602337702,0.0,12.91419562193014,4.564959812966085,2.0170455149822724,0.3213437855803251,-153.60188221348076,0.0154700266418911,0.0,-0.0014566232227076,-151.47223352838105,1.472615457754131,-0.0241782119209442,9976.14664239526,-0.0014118240484716,-0.0027759529259721,5989.563388069688,0.847339631849362,0.0124219234835614,0.0147948811152154,-0.0646467964080735,5819.737941168457,-0.0019192838025663,7.235784307388667,-0.0705061628461747,-138.64828964486347,1.0354582874689735,-0.0025949195599686,734.0069462865931,0.0,-0.0016902588226872,-743.2433774963126,0.0067947549525776,21.00151376120588,-0.0119920135321944,25.96373234750404
-0.013146507811597,4.759963105451872,-89.2501547823135,-0.001276553446789,6.281044372915276,0.0,13.012330552514008,4.768950962808655,2.144016831460279,0.3246156673682245,-153.5103369279859,0.0164352811403481,0.0,-0.0014475146272997,-152.24636459970412,1.5450964711990478,-0.024835567692299,9976.161768365511,-0.0014108658633594,-0.0032662499165881,5996.073194855323,0.8407606788248445,0.0108726595018033,0.0130494989204348,-0.0511682531432769,5855.406313817087,-0.0021409342643097,7.262888375976926,-0.0618315649480753,-138.64851935384195,1.0706465483495844,-0.002628973682112,667.1812376444518,0.0,-0.0015299808201874,-662.0344096103341,0.0088382079405565,21.432378407450084,-0.0109101889588048,16.273289104527255
-0.0131723558348679,4.9648179377359325,-78.35560338065913,-0.0002842458715686,6.280916100326346,0.0,13.135462453247692,4.97304804483414,2.2685257634879306,0.3267584506709588,-153.3202972566711,0.01711691174565,0.0,-0.0014363611738617,-152.8451243082049,1.6177540523703169,-0.0254063714609496,9976.177619288892,-0.0014076741498697,-0.0036374737881051,5988.806047788125,0.8345919076155952,0.0095148627408583,0.0112830736442348,-0.0393111624563824,5875.586246456573,-0.0022692068532402,7.270187067721779,-0.0532052335851823,-138.6487631572354,1.107790584705962,-0.0025314268268353,603.4813374809521,0.0,-0.0013616373246352,-586.0912096544347,0.0108847883757579,21.82627065842728,-0.0098295870173272,8.568045027973616
-0.0131966848443615,5.169996879416741,-67.53108237522285,0.0005140043942736,6.2808597617320485,0.0,13.282078704992104,5.17700496143475,2.3912832171503733,0.320176295756415,-153.16166502061444,0.0174738057603281,0.0,-0.0014243430715526,-153.20040635328695,1.6904139667412064,-0.0258914606320171,9976.194195884444,-0.0014032567881454,-0.0039049885134807,5972.324127361045,0.8288685110474625,0.0082960521931707,0.0095149955956722,-0.0291268098238862,5881.45789675873,-0.0023255454475372,7.262688328329267,-0.0446874716734251,-138.64901997236103,1.1470871210551736,-0.0023417383731,542.3299605728793,0.0,-0.0011882177493791,-517.1028530819399,0.0125844459937606,22.190548159992467,-0.0087576170117384,2.476712948093423
-0.0132187973680412,5.375107268133599,-56.82229396499354,0.0011698829862418,6.280854335826867,0.0,13.448288348313897,5.380717306438571,2.5125068116998475,0.3059628178746,-153.02453695843514,0.0174760433474339,0.0,-0.0014127086669174,-153.4139861451661,1.7629467583328553,-0.0262922872597765,9976.211497393726,-0.0013980980407715,-0.0040897129304038,5949.230885231036,0.8235344348626914,0.0071702494083666,0.0077847803947678,-0.0208358534032845,5877.442458961518,-0.0023309713527187,7.244600373133536,-0.0363475752143864,-138.64928888027248,1.1883326107653305,-0.0020986766899025,483.1004689198433,0.0,-0.0010131743664018,-453.6775271288832,0.0137751476133203,22.530545994712995,-0.0077095420847042,-2.424349833831048
-0.0132383050312415,5.579940379149049,-46.412224894485,0.0016957490284125,6.280885275636246,0.0,13.631783355705531,5.584120392109885,2.6319994269082105,0.2851686810773304,-152.90372208248095,0.0171320234764918,0.0,-0.0014018447779762,-153.55870249549585,1.835258357619101,-0.0266110525795805,9976.229522000434,-0.0013924010361202,-0.0042069474391243,5920.747156491283,0.8185133283469341,0.0061324103047579,0.0061287045374169,-0.01383696816565,5866.3743672362925,-0.0023000315433405,7.218351137182386,-0.0282620769390521,-138.6495691175109,1.231496945498608,-0.0018266970595326,426.0537087235345,0.0,-0.0008400296277352,-394.7274709319557,0.0143787585053459,22.84916091828317,-0.0067094606401312,-6.375345788875881
-0.0132550034015429,5.784387348523721,-36.49742537309843,0.00208788785238,6.280943168802944,0.0,13.831920410797403,5.787169039910356,2.7494700836418247,0.2505417050897991,-152.84954893597472,0.0164320454017787,0.0,-0.0013923597153517,-153.6934756346121,1.9072721946273783,-0.0268507312206505,9976.248267085788,-0.0013878726299715,-0.0042665613708691,5886.912947545331,0.8137504187443387,0.0051824459899799,0.0045810251703996,-0.0088215607742074,5849.497432826192,-0.0022421383766422,7.185005848771854,-0.0205170526101025,-138.649860023168,1.2767617691730122,-0.0015398847432107,371.805467697637,0.0,-0.0006721958155964,-340.06092793578887,0.0143368614429522,23.148317727535503,-0.0057691037521796,-9.478677655392556
-0.0132687542816211,5.988435782538808,-27.31049831376624,0.0023072154914168,6.281024313518071,0.0,14.052455596955584,5.989878759200497,2.8644103814622435,0.2118896404859276,-152.69891989134675,0.015279880184316,0.0,-0.0013813900703539,-153.74349509705564,1.9789008367068452,-0.0270154295474592,9976.267729274592,-0.0013802276242544,-0.0042698873949879,5842.8310811478495,0.8092472844051194,0.0043087495877,0.0031715332793053,-0.0024451750288357,5827.260153405108,-0.002160993661516,7.140653305948916,-0.01322882124151,-138.65016097038517,1.324992864942112,-0.0012366441843128,321.1740582489219,0.0,-0.0005138738963804,-289.21076936540794,0.0135804049692532,23.428048465769447,-0.0049031008569063,-11.665504702630434
-0.0132793364900848,6.191538048498657,-18.824792678415317,0.0023418282248225,6.281123041195697,0.0,14.301005655226682,6.191588984408589,2.8081242583926067,0.1581714286036119,-152.35632769781222,0.0138640673707184,0.0,-0.0013690293807303,-153.57606825478203,2.0500406554929342,-0.0271100554896788,9976.28790424318,-0.001370214237481,-0.0042235042430764,5789.694116606273,0.8050365099505756,0.0035629004194818,0.0018485878269213,0.0038722670875341,5797.555452816116,-0.0020622659838895,7.086104560349526,-0.0064675511369058,-138.65047133065005,1.2901593398091773,-0.0009100620510169,273.1841972361187,0.0,-0.0003687402010564,-242.97949226225336,0.0119904037490215,23.685852363123978,-0.0040510715055648,-12.842224319099058
-0.0132866578139122,6.393714861571822,-11.036456969603949,0.0022518598080351,6.281226091914653,0.0,14.576067794792726,6.392460510295736,2.7177071314448624,0.1056174082013047,-152.00694819656556,0.0122747208175638,0.0,-0.0013564575307581,-153.1806297594302,2.120581430321089,-0.0271401923540333,9976.308786625515,-0.0013616428554116,-0.004151933603273,5732.464291942633,0.8011489339325272,0.0029138737710639,0.0006253118681886,0.0066077844241322,5756.046791949077,-0.0019592152649332,7.021052478337323,-0.000271815254268,-138.65079062189636,1.257088794652626,-0.0005908549769998,226.6709146536877,0.0,-0.0002386871848578,-202.35547646578215,0.0095772241583142,23.92743317204989,-0.0032370709451865,-13.046249873348142
-0.0132909906299777,6.594716394533728,-3.975309406077815,0.0021176054542891,6.281324991196052,0.0,14.869801733912418,6.592469403661949,2.63304629827094,0.0506853631457239,-151.816288562516,0.0105184747659698,0.0,-0.0013477925427008,-152.86142022582425,2.1904424931396487,-0.0271114646784184,9976.330370086556,-0.0013560020820187,-0.004073121863657,5674.319442839889,0.7975488183876104,0.0022948622640957,-0.0004853490251396,0.0083319974592715,5706.71784608313,-0.0018603159835345,6.950388976738868,0.0053603713047828,-138.65111857446578,1.2295854059148856,-0.0003114877805236,183.25614630513527,0.0,-0.0001254835009363,-165.3281805307821,0.006641522803281,24.161550937941943,-0.0025157489398061,-12.62993210724898
-0.013292793401655,6.794488207225595,2.288455502434261,0.0019647745202655,6.281420678508612,0.0,15.175293008659244,6.791576778598622,2.554360365734338,-0.0041752294909878,-151.58333408659237,0.0086593592442777,0.0,-0.0013372023225275,-152.48749658592854,2.259586588913037,-0.0270295612909291,9976.352647741109,-0.0013466301907009,-0.0039861522608244,5616.940537699339,0.7941525979762319,0.0017122846669101,-0.0014623070530896,0.0102671596167705,5653.688027289878,-0.0017646286709748,6.877653549472576,0.0104193561708813,-138.65145498147388,1.206212022477138,-8.008338433377937e-05,143.84781566227494,0.0,-3.046930498844183e-05,-130.55732486383056,0.0034517155287014,24.39342102196382,-0.0018733452733471,-11.888344942011251
-0.0132925395703512,6.992889064695418,7.711937673762517,0.0018011554582209,6.281516101857221,0.0,15.450462048423082,6.989575137564838,2.4763511923165726,-0.0612112750136184,-151.26348856644313,0.0067359273607924,0.0,-0.0013269921715186,-152.0322494893468,2.3280103727272285,-0.026899741483745,9976.375612532507,-0.0013371913130885,-0.0038851812157359,5561.133228851583,0.7908720497581292,0.0011687003378169,-0.0023055569381663,0.0125741461278424,5599.344241759668,-0.0016692053223651,6.806204286427356,0.0150030422992257,-138.6517995882728,1.180705158598612,0.0001048112465214,107.7282795673068,0.0,4.556536442726481e-05,-97.86100792555756,0.0001130936514415,24.588761369952262,-0.0012728839469944,-10.985598048714175
-0.0132906873489863,7.190044320956508,12.281414882893705,0.0016276302398969,6.281610845668197,0.0,15.717550888026048,7.186576618945099,2.4028144487415437,-0.115773125965698,-151.0653913387342,0.0048333854467697,0.0,-0.0013178372550052,-151.6513296832782,2.395716727764652,-0.0267271228145926,9976.399257430809,-0.0013286539880858,-0.0037715799147122,5507.1670336839,0.7876634763419181,0.0006763305767787,-0.0030030476077377,0.014187426014978,5544.638225072662,-0.0015744615113888,6.734881207137782,0.0190217159991302,-138.6521521215017,1.1562871466802898,0.0002441380859813,74.22498346566309,0.0,0.0001024174769252,-67.43697290272436,-0.0032923965863914,24.7751376981074,-0.0007254687472939,-9.996121885116114
