FL,yaw,rollrate,sideslipRR,FxRR,FxRL,y,longslipFR,vx,ax,longslipRL,sideslipRL,pitch,sideslipFL,signal,longslipRR,ay,slip1,slip,FR,gas,FyRL,yawrate,FyRR,sideslipFR,FxFL,x,az,FyFR,vy,roll,signal,RL,brake,pitchrate,FxFR,FyFL,RR,steeringangel,longslipFL
1.4150489793247978,-0.0342840591937729,-0.016714588599752,-0.0515477610341875,4757.636558755495,4884.577263929626,-4850.897176142111,-0.0016736698456657,0.4180347662088854,5.821788393590797,0.2431953825926843,0.0460203333431674,-0.0059568971082483,-0.035596495172426,0.5910404133226792,0.2849493082616929,-0.0278378149019375,0.0,0.0,1.4105204678717556,0.8635273715698149,-1175.1376837506225,0.0005060598506973,1124.4736964802826,0.0373030602997421,-155.60078335219796,4564.035083116532,-0.2405739433325743,-2229.273918668944,0.0080321444211294,-0.0012293605573985,0.0,8.23189229046141,0.0,-0.1140222405011815,-152.93583312204137,2237.131285524038,9.28122690328084,0.0,-0.0015819918693352
1.605527957277183,-0.0342789465027534,-0.0158103586431093,-0.0488405172550649,4815.234222242284,4953.294692926138,-4850.89725215693,-0.001702792714983,0.4767175809070089,5.905263789623975,0.2920611155390094,0.0443417449135403,-0.0071298285255376,-0.0345462921219729,0.6480860567897367,0.3498002815944692,-0.0401748371112587,0.0,0.0,1.6010423318434075,0.8547709812384308,-957.3129217610908,0.0005204242553718,891.0546295657001,0.0366922129482712,-156.80074968584384,4564.039586378776,-0.260704404812492,-2184.6982530729715,0.0076858910707996,-0.0013918780642076,0.0,8.843570064058532,0.0,-0.1197367286693251,-154.0740289319483,2189.51846267923,10.172373906998365,0.0,-0.0015881582561929
1.797327062753239,-0.0342736847918299,-0.0145581135464421,-0.0450929754140977,4870.60919901726,5025.134648164223,-4850.897352762645,-0.0016717627090844,0.5362250891637961,5.992362340892186,0.3432051154232441,0.0415398890252656,-0.0083516152671585,-0.0330363115571559,0.7045484665501799,0.4211891840119265,-0.0555865101862805,0.0,0.0,1.7934235638602738,0.8473404723040214,-777.396437980196,0.0005242596399702,698.9880663768741,0.0355605189106412,-154.73648992052966,4564.044680840259,-0.2617938558509923,-2112.119065130201,0.0071869664072816,-0.0015433424917708,0.0,9.367765033150198,0.0,-0.1239620134755349,-151.8195604626534,2104.927819279678,11.005776700771737,0.0,-0.0015491055589039
1.988787974498073,-0.0342686502944827,-0.013021964149437,-0.0410579160367529,4933.327064432232,5105.581152724436,-4850.897479806765,-0.0016458620570389,0.5966235500559675,6.087019334421134,0.3939998347942933,0.0385864035789993,-0.0096077133586564,-0.0314464826119104,0.7603768302463229,0.4969340266198566,-0.0674932165251617,0.0,0.0,1.9852574305873285,0.8402471813339685,-632.843443507385,0.0004795192605871,546.3028102347098,0.0340696683592152,-154.0917260114771,4564.050375100446,-0.2451814521885866,-2018.5177916814132,0.0065449121668639,-0.0016806924552141,0.0,9.78817788405896,0.0,-0.1267345241313956,-151.02535220198098,2003.1407173444843,11.77213908817714,0.0,-0.0015159620062364
2.180265154155315,-0.0342642740962336,-0.0112109320906033,-0.0371198877879604,5003.82511282872,5191.861545216436,-4850.897634767385,-0.001627366585328,0.6580043647087832,6.190053071801141,0.4420346568525984,0.035881415591747,-0.0108838035565795,-0.0297634475357932,0.8155209061191404,0.5754075351980662,-0.0761614495481305,0.0,0.0,2.1770083700393976,0.83307662499209,-522.2411199369909,0.0003986097893369,428.8952866486192,0.032471039615012,-153.6566147905883,4564.056678583049,-0.2186708343805811,-1913.4065833500897,0.0058077815478726,-0.0018011741753319,0.0,10.10435100028669,0.0,-0.1281319109880101,-150.2938532292134,1893.1179663897697,12.470272151006975,0.0,-0.0014948398178721
2.37244987814745,-0.0342608842496119,-0.0091563331433957,-0.033438375894033,5079.45235008731,5280.08266407307,-4850.897818855892,-0.0016028965621475,0.7204240803607671,6.296685144673584,0.4877144625240421,0.0334753189640204,-0.0121669889747192,-0.0280697025120264,0.8699310682224604,0.6572980317203005,-0.0848064842960454,0.0,0.0,2.3694132334573053,0.82573179071333,-438.8796293634293,0.0002856576990927,339.434987779949,0.0308141930820765,-153.2702541763235,4564.06360145388,-0.1803737164625042,-1805.6103982789336,0.004987163959092,-0.0019021631363288,0.0,10.351321065632172,0.0,-0.1282912140077182,-149.7588582404152,1779.8276140563744,13.129707745385472,0.0,-0.0014727039550446
2.565504744315553,-0.0342587670741186,-0.0069034799500496,-0.0300154612091285,5157.813463938817,5367.637455770957,-4850.898033223995,-0.0015789002378418,0.7839094217345403,6.404274887693579,0.530854455994241,0.0312730872923287,-0.0134452785882834,-0.0263894124054274,0.9235583510829656,0.742513235546849,-0.0915890701647333,0.0,0.0,2.5626151875235186,0.8182264386649349,-375.3352132662847,0.0001480752603816,270.9414994605553,0.0290989984436791,-153.01864514237113,4564.0711542530025,-0.1344943304944764,-1696.836732479201,0.0040935257021216,-0.0019814814141278,0.0,10.542992410295362,0.0,-0.1272793871422985,-149.47044973495244,1666.90725175606,13.756829754206786,0.0,-0.0014530929107898
2.7595147298534903,-0.0342581346760946,-0.0044980441911974,-0.026797343869074,5235.954831433563,5452.75005258393,-4850.898278867688,-0.0015567049498597,0.8484592625492824,6.510032963149811,0.5710919662392606,0.0291857824043599,-0.0147072728330973,-0.0247277281489729,0.9763544937658152,0.8308128476765057,-0.0965824126872698,0.0,0.0,2.7567228018526078,0.8106124225018692,-325.6536621400809,-8.69940430632374e-06,217.7608827732577,0.0273462863744287,-152.8898273432969,4564.079347608144,-0.0837799626076861,-1588.9094044669805,0.0031445279363258,-0.0020373928606676,0.0,10.68667755763824,0.0,-0.1251528073921923,-149.30956981105726,1556.0565110452762,14.35332345447678,0.0,-0.001437754219605
2.954524775200998,-0.0342591496540318,-0.0019872162517361,-0.0237396441599916,5312.455220891176,5533.553749964011,-4850.898556587786,-0.0015361919433494,0.9140458311399298,6.612010862659779,0.6080654483966742,0.027156888072597,-0.0159421430617099,-0.0230832278714465,1.0282719833062264,0.9218977070049168,-0.099620967869359,0.0,0.0,2.951779628444731,0.8029553012269532,-285.5879746245583,-0.0001792888450279,175.7268405757258,0.0255775569895145,-152.7915022014693,4564.088191959687,-0.0304626346553369,-1482.327791815267,0.0021602201765191,-0.0020686285401359,0.0,10.788284799914036,0.0,-0.1219706253235906,-149.24357391977762,1447.6838838888657,14.919871436291013,0.0,-0.0014255159638673
3.150533405063934,-0.0342619333216684,0.0005743963207205,-0.0208261406018745,5387.299029628611,5609.246223849652,-4850.898866990267,-0.001518335464897,0.9806280571624298,6.709640710436752,0.641465526838346,0.0251557881829149,-0.0171396995202403,-0.0214704966574214,1.0792640974679386,1.0153317792519505,-0.1008586390938993,0.0,0.0,3.147781511059709,0.7953040942604263,-252.29544658524787,-0.0003605737198072,142.16275012710165,0.0237978265132091,-152.7498204498305,4564.097697362413,0.0235958457224456,-1378.149000553076,0.0011565878940491,-0.0020744330659552,0.0,10.853427157087928,0.0,-0.1178008161531674,-149.26453285495938,1342.4480706952118,15.45585993008102,0.0,-0.0014167691353499
3.3475746243937974,-0.0342665945223103,0.0031547965506318,-0.0180259818681666,5459.88672411273,5679.367396709212,-4850.8992104630415,-0.0015019988738522,1.0481605873161624,6.802190001280422,0.6710855192502488,0.0232008101193884,-0.0182904819013395,-0.0198896985151254,1.129284946790071,1.1105188297626296,-0.0976182296840455,8.4345961593487e-05,8.4345961593487e-05,3.3447323509235165,0.7876860303221735,-223.96439754661645,-0.0005558653207979,118.871939424006,0.022022048460746,-152.79780884775255,4564.107873418321,0.0773537371037687,-1276.2816142775448,0.0001622284033809,-0.0020545058332028,0.0,10.88788779878158,0.0,-0.1127201093731923,-149.3585302470319,1240.5252139656368,15.959551670443854,0.0,-0.001410677444258
3.5456759772414013,-0.0342733334304601,0.0057221014797418,-0.0153090074549678,5529.521052675545,5743.28753002937,-4850.899587035133,-0.001488757650897,1.11658901948784,6.888832882451777,0.6967993089157072,0.0213311792625869,-0.0193858375005638,-0.0183390074387666,1.178289515884539,1.2068046040461646,-0.093574942355336,6.28241228870584,-0.0007730184737466,3.5425860417726334,0.7801290295856733,-199.59479488365207,-0.0007732124254527,101.343997811419,0.0202679121195037,-152.84504556965868,4564.118729216341,0.1291332770599136,-1177.348547473972,-0.0007907963820666,-0.0020088037402364,0.0,10.897203778949995,0.0,-0.1068127816787932,-149.55074888900765,1142.1471959685816,16.42967037544872,0.0,-0.0014057346161258
3.744780962972688,-0.0342823214921584,0.0082118476874461,-0.0127198443625961,5595.430047055883,5800.42231342041,-4850.899996534852,-0.0014770146431222,1.1858504927494575,6.968622226451874,0.7185856051435546,0.0195251286765667,-0.0204180035452605,-0.0168204767113803,1.2262337039468676,1.3034732397168718,-0.0898041323252151,6.281698500410332,-0.0014868067692538,3.74137008009092,0.7726604444484779,-178.38202979765452,-0.0010024491607831,86.14668105485407,0.0185485346784168,-152.92732987415994,4564.130273242993,0.1778109303547977,-1081.6271791626343,-0.0016942224853638,-0.0019377933998138,0.0,10.886952994487434,0.0,-0.1001713690777354,-149.83436413245164,1047.0639379204215,16.865011889248837,0.0,-0.0014027154172739
3.944836337292613,-0.0342936069343972,0.0105506482769866,-0.0103099501190479,5656.715130877638,5850.247515509041,-4850.900438770275,-0.0014665804391084,1.2558727406026975,7.040636952654297,0.7365256100333203,0.0177494710621899,-0.0213801697033532,-0.0153581128185731,1.273074364443936,1.3998106809928188,-0.0861730087569318,6.2811030831388575,-0.0020822240407284,3.941069774077704,0.7653096528584303,-159.5388295968409,-0.0012301847868088,72.16562751031259,0.0168558532908425,-153.03166049125883,4564.142513292348,0.222426539667135,-989.0795950499248,-0.0025512795972371,-0.0018426613722126,0.0,10.86250982478303,0.0,-0.0928926811375267,-150.1726001070016,955.7210807090772,17.26483873139011,0.0,-0.0014008843365415
4.14575796192593,-0.0343070792329788,0.0126807799308065,-0.0081094294930324,5712.491188996361,5892.30478727363,-4850.90091353024,-0.0014570619129451,1.3265744793401155,7.1043151259885295,0.7507939012222127,0.0159851491846334,-0.0222665048496631,-0.0139503294408067,1.3187693439429462,1.4951197201939987,-0.0823863472455932,6.2806107911297175,-0.0025745160498684,4.141657985971226,0.7581064816490931,-142.39957237694512,-0.0014390979140419,59.14127416712208,0.0152063014814407,-153.1195577683481,4564.15545637943,0.2614825477596726,-899.44006952441,-0.0033581410985194,-0.0017252404093611,0.0,10.828896057563908,0.0,-0.0850759313991484,-150.58448045944382,868.633375705401,17.62888370166251,0.0,-0.0013993448738194
4.347484999217071,-0.0343224900488962,0.0144760130583275,-0.0061536097894603,5762.047013036304,5926.069788842824,-4850.901420532587,-0.0014464935066485,1.3978653747902514,7.158663563487176,0.7616510553814686,0.0142099652239795,-0.0230723086607321,-0.0126435147934099,1.3632775200466682,1.5887391862399232,-0.0789912059907663,6.280208748654905,-0.0029765585246814,4.343042996177398,0.7510814108749815,-126.42435221829015,-0.0016199937540401,47.11892450862931,0.0136728730959589,-153.2533147144854,4564.169108656051,0.2941334223620845,-814.694805824409,-0.004111299985541,-0.0015882101824778,0.0,10.790775875836813,0.0,-0.0768526629622281,-151.05202849392765,786.2757357761132,17.95727992393835,0.0,-0.0014005082778101
4.550127606902717,-0.0343394818338041,0.0157231998764684,-0.0045168127210123,5804.874451369048,5946.5945777884735,-4850.90195939215,-0.0014368370110705,1.4696353670350886,7.1987057159443655,0.7696258357082433,0.0124913576487102,-0.0237944932591918,-0.011518094677968,1.4065588384008203,1.6798787998225218,-0.0705547145110752,6.279895327166902,-0.0032899800126835,4.545208204176572,0.7442830394448889,-111.34814824042014,-0.0017527055097943,36.37453821531408,0.0121004895768203,-153.39028931335756,4564.183475296375,0.3145582086045539,-733.3139350810341,-0.0047935720228125,-0.0014361184223752,0.0,10.7546339904576,0.0,-0.068401754396382,-151.68778951490003,712.0499683922804,18.2493635508374,0.0,-0.0014006001567574
4.75324582942164,-0.0343573001025894,0.0165532699219065,-0.0032375912386681,5838.244277698067,5950.134981847921,-4850.902529340742,-0.0014276299907284,1.541731073386182,7.222337782754757,0.7767455970355162,0.0107752013736573,-0.0244315906931294,-0.0103902757811656,1.4485743487402851,1.7670835913258778,-0.057133104581886,6.279683553966229,-0.0035017532133575,4.748284446398461,0.7378093762298585,-96.85693401850844,-0.0017899234080163,27.25302203657273,0.0106419018196833,-153.33399760138713,4564.1985601861215,0.3165756609612399,-654.3883137980853,-0.0053650667513053,-0.0012741138949512,0.0,10.73567497604536,0.0,-0.0598767715283603,-152.42234262370286,643.7071704920274,18.5021654977012,0.0,-0.0013991082283803
4.956506611500156,-0.0343749633452481,0.0171150975161161,-0.0022329956727596,5855.723752338116,5941.245517865809,-4850.903129329195,-0.0014161784872465,1.6139702869861936,7.226911215498674,0.7847201329938936,0.0090724073395098,-0.0249837701364347,-0.0093022645708636,1.4892862399417188,1.8502106759358925,-0.0456649225468831,6.2795619895285855,-0.003623317651001,4.952057206660919,0.7317550925475423,-82.67509299516828,-0.0017358005305736,19.839549516317355,0.0093509624374765,-153.2374433624292,4564.2143655349055,0.3177584650509231,-581.2783736225448,-0.0058214666390274,-0.0011052438265486,0.0,10.744246526667764,0.0,-0.0514194305040799,-152.9191633539892,578.986951952409,18.721454554012496,0.0,-0.0013961203839661
5.159688876605212,-0.0343917393268515,0.0173587577226807,-0.0013816078032596,5860.020065624701,5924.021036595712,-4850.903758302455,-0.0014046020763041,1.6861900873030964,7.217941760108324,0.7934927082009265,0.0073981754537455,-0.0254519731064759,-0.0082442326839444,1.52865787405101,1.9297773144794024,-0.0353291199243602,6.279511827734256,-0.0036734794453305,5.156010945437084,0.726131724463356,-68.81036766728528,-0.0016234699232237,13.732030370754078,0.0081565755769879,-153.13277576628732,4564.230891815277,0.3105950338549336,-514.0540204681857,-0.0061742098030461,-0.0009324808639693,0.0,10.776672168157472,0.0,-0.0430799882344323,-153.21205923818383,517.5120432302308,18.91365570972879,0.0,-0.001391806827646
5.362656518101906,-0.0344071891616445,0.0172767431881181,-0.0006478632297402,5855.297481129143,5900.583564837018,-4850.904415270407,-0.0013937743126023,1.758271902238235,7.199157048817307,0.8028912508804518,0.0057887883434933,-0.0258377554026321,-0.007235916470625,1.5666538192549666,2.0058672274473057,-0.025938558419771,6.279517684590324,-0.0036676225892616,5.359838956536483,0.7208743862640377,-55.473514656860885,-0.0014766357582013,8.577230019138362,0.0070354660873898,-153.0146320525629,4564.248138141107,0.2961693320275933,-451.1113045667256,-0.0064343006385115,-0.000759081951764,0.0,10.828940758805937,0.0,-0.0349288841196778,-153.41178299821988,458.9080146371356,19.083144202015596,0.0,-0.0013868342636996
5.565309724820829,-0.0344210315833591,0.0168904752567192,-2.829500037739551e-05,5843.990889741075,5871.884553815338,-4850.905099284744,-0.0013836295329663,1.8301275292541053,7.172594998639114,0.8129961188632675,0.0042724596623161,-0.026143408963889,-0.0062902620497301,1.6032398817675542,2.078280868028287,-0.0170912045779399,6.279569311824813,-0.0036159953547735,5.563393891259308,0.71591167679014,-42.91868368721327,-0.0013053460137472,4.205503101158371,0.0059937884556425,-152.8834059664419,4564.266102648111,0.2753909481868059,-391.8658585011232,-0.0066079839738753,-0.0005882000927827,0.0,10.899150130786724,0.0,-0.0270396683349326,-153.57146665257775,403.4880961573324,19.23229496670695,0.0,-0.00138154210376
5.767589769166982,-0.0344330438420424,0.0161841059763978,0.0004648309257744,5827.123051715263,5837.886280438709,-4850.905809413078,-0.0013746727922174,1.9016834756233727,7.139072076324745,0.8241006225574916,0.0028785159937089,-0.0263719782912083,-0.005415480301353,1.6383831366019963,2.146787370952429,-0.0096646209154324,6.279659380288432,-0.0035259268911547,5.766609135612677,0.7111952351936085,-31.35641537666091,-0.001112717510365,0.5717183273496174,0.0050302789669632,-152.79742738797518,4564.284782710716,0.2404611879919012,-336.3843555947517,-0.0066990830127033,-0.0004228375169647,0.0,10.986866139657408,0.0,-0.0194990226387446,-153.74299216885527,351.62176636676634,19.36280347418889,0.0,-0.0013765247778403
5.969462805386235,-0.0344429685857722,0.0150747566007765,0.000790385735769,5805.0768883714445,5793.602507098561,-4850.906544693939,-0.0013648901642736,1.9728532235108087,7.094852335064662,0.837300472900599,0.0016196878729303,-0.0265276166327419,-0.0046236153774099,1.672051957201041,2.210931323428609,-0.0004326726621087,6.279784904506965,-0.0034004026726212,5.969482227169947,0.706732753069428,-21.0008157529318,-0.0008874478768414,-2.2093345018560626,0.0041329209287025,-152.59701439061948,4564.304174964615,0.2019363866246947,-284.17558378821195,-0.0067050207675873,-0.0002668052382659,0.0,11.096344331670474,0.0,-0.012413772417881,-153.8272430939955,304.0023581984569,19.47447459521917,0.0,-0.0013689772505314
6.170291620675817,-0.0344503827849599,0.0137612942932211,0.0009320517350495,5775.425023093085,5740.87141645875,-4850.907304112087,-0.0013572162674647,2.0435355706624363,7.0404619686656025,0.805285051576528,0.000446056782249,-0.0266152118371203,-0.003860302443468,1.704216043898726,2.1555647652079646,0.0087208521494446,6.27994026738595,-0.0032450397936367,6.171527601303504,0.7025562019349051,-11.845839550797391,-0.000615816286911,-4.020493559727859,0.0033473170612424,-152.24158881198113,4564.324275109993,0.1492928584431887,-236.02049230635905,-0.0066296119408899,-0.0001231882927534,0.0,11.234935725693468,0.0,-0.0058543932237296,-153.7552135189832,259.5980174859295,19.5651665752572,0.0,-0.001363847046652
6.37019430920693,-0.0344549226609981,0.01231500552599,0.0009549481976112,5734.445147320541,5684.435201314203,-4850.90808673275,-0.0013406051655085,2.1136245917344967,6.976360413678201,0.7715333809724063,-0.0006324739116576,-0.0266402794639971,-0.0031456686975321,1.734846451188034,2.0618100971657443,0.0155522088439997,6.280113860690727,-0.0030714464888591,6.372744296914894,0.6986930397261182,-3.494004538899457,-0.0003205761316697,-4.900009537779968,0.0026450363695641,-151.80772664498284,4564.345077839053,0.0976771983106487,-192.66093490530807,-0.0064911935068985,6.585596116788121e-06,0.0,11.40067524315807,0.0,0.0001495189800173,-153.41498798943553,217.482356633262,19.64113803844021,0.0,-0.0013498262790374
6.569112159331937,-0.0344565129235284,0.0107481176102455,0.0009337242968784,5686.323354634616,5627.227550782929,-4850.908891733302,-0.0013328396900292,2.183045586696731,6.907161138438003,0.743414778093352,-0.0016013194169649,-0.0266083524705639,-0.0025098270387391,1.763915613769895,1.973919266811472,0.0219241829114289,6.2802991437767695,-0.0028861634028168,6.57287715302805,0.6951036679380161,4.390076375023609,-2.838258318167628e-05,-5.183130758838539,0.0019839033490744,-151.50615422606975,4564.366576923761,0.0438738676698884,-152.66999076235982,-0.0063005488285269,0.0001211967611002,0.0,11.58604151569448,0.0,0.0055986997345962,-153.1445657614994,178.64346988496504,19.71063365935884,0.0,-0.0013446479043492
6.7670568200311685,-0.0344552489345054,0.0091156958296019,0.0008914930317457,5635.012955739791,5570.733816876019,-4850.909718303888,-0.0013233543944332,2.2517653897713656,6.836382304405465,0.7195228536620664,-0.0024404422377702,-0.0265250281795387,-0.0019327901798376,1.7913973713600952,1.8920113625328483,0.0282363860554681,6.280495442175605,-0.0026898650039817,6.771901736205213,0.6917049509950486,11.739549068703022,0.0002507253176369,-5.140588770239906,0.0013768289133652,-151.23800480854828,4564.388765635784,-0.0109726835783461,-115.40642352657616,-0.0060572412042618,0.0002197295881183,0.0,11.78458914184722,0.0,0.010483877969182,-152.85808014512978,143.29202959865808,19.7782199866594,0.0,-0.0013366085010651
6.963994789151627,-0.0344512861464847,0.0074708520288449,0.0008330663494177,5582.7888048556615,5515.650306130448,-4850.910565622936,-0.0013140707213613,2.3197780639015817,6.765935914069504,0.6988961627881498,-0.0031410321203645,-0.0263959848858737,-0.0013959002183897,1.8172669922317664,1.8159355856275448,0.0338783760778964,6.280701226486142,-0.0024840806934439,6.96982060396749,0.6884208275150313,18.38402721693112,0.0005123725646235,-4.915237785395107,0.0008358292242511,-150.94957713542365,4564.411637083921,-0.0653991431208565,-81.18154500771602,-0.0057631031366411,0.0003018327879641,0.0,11.99208222083557,0.0,0.0147991216519238,-152.55283329529385,110.76642477611182,19.846189114861584,0.0,-0.0013284564767077
7.159969432362506,-0.0344448246286715,0.0058520478164323,0.000758568145525,5530.745879451565,5462.4658992578925,-4850.911432924113,-0.0013057956940848,2.387092148852403,6.696804714852654,0.6808452711630512,-0.0037048545034082,-0.02622691820288,-0.0009065285690554,1.8415011954722715,1.7453949187076456,0.038464114532243,6.280912406137507,-0.0022729010420794,7.166635580284518,0.6851979551136175,24.18572324113415,0.0007520841061743,-4.568402003738021,0.0003470664936974,-150.71453488776407,4564.435184401663,-0.1182650227510801,-50.02135147837557,-0.0054265372607664,0.0003676026553137,0.0,12.205637025987834,0.0,0.0185463603210112,-152.2420320064965,80.71070609726657,19.91589341448697,0.0,-0.0013206872272105
