yaw,vy,slip,vx,FyFR,FyFL,yawrate,gas,FyRR,steeringangel,FL,az,longslipFR,sideslipFR,FxRR,pitch,RL,ay,brake,ax,longslipFL,y,FyRL,FxFR,pitchrate,sideslipFL,x,slip1,FxRL,signal,sideslipRL,longslipRL,sideslipRR,signal,roll,rollrate,FR,FxFL,RR,longslipRR
-0.0342838211044211,0.0086290734758801,0.0,0.4181489734914455,-2233.65949814759,2257.8375564234298,0.0005163817995849,1.0720509045809534,1097.7945357695742,0.0,1.4172924439133825,-0.2497813638710165,-0.0016865729959238,0.0375313725904534,4761.853960221517,-0.0059769587409868,8.67257859741691,-0.0078575685972322,0.0,5.827299885074897,-0.0016023999950237,-4850.897166483646,-1135.3717907518082,-153.24249284130582,-0.1153599049920448,-0.0361108464018693,4564.035084867576,0.0,4892.449896656616,0.0,0.0463545857379567,0.2582881676669564,-0.0524206072609591,0.7986673331746252,-0.0012557739440649,-0.0181293771284812,1.412606177177754,-156.04296626084815,9.749645437176538,0.3018200693216339
-0.0342785792885599,0.0084821604758098,0.0,0.4768818230752742,-2193.2707422313047,2213.924002437909,0.0005340633042409,1.06308218298652,858.8209187576059,0.0,1.6089129785188847,-0.2705705972595679,-0.0017216434622891,0.0370843077690711,4818.156666789017,-0.007166085518928,9.475089811544937,-0.0198814906578981,0.0,5.90998723526948,-0.0016102543943519,-4850.89723548992,-911.616554520456,-154.38097865870228,-0.1215865119213329,-0.0351254147379315,4564.039589813538,0.0,4961.580368277314,0.0,0.0448102688404224,0.3167299644727446,-0.0497885665274794,0.8782264066973985,-0.0014345252052966,-0.0175986408102507,1.6040847532764644,-157.28635210754047,10.840870969981196,0.3770194959734061
-0.0342732162856292,0.0081785720625377,0.0,0.5364383598646808,-2124.98460746789,2132.757995497343,0.0005299504955512,1.0555732424362392,664.534561012948,0.0,1.8017614046549244,-0.2685660987039318,-0.0016934982060627,0.0360769062991226,4872.263597043457,-0.0084089143112741,10.178907245275314,-0.0361122022533547,0.0,5.996758560887867,-0.0015708976726635,-4850.897327137911,-729.1512061298083,-151.91671313186998,-0.1262394490259854,-0.0336716025885451,4564.0446865257045,0.0,5034.145096257717,0.0,0.0421389190314035,0.3789230346371114,-0.046011574005438,0.9576976583113548,-0.0016057824895724,-0.0166956030342306,1.7973248550700025,-155.06618015978012,11.86709992717376,0.4604894921474063
-0.0342682067589994,0.0077282054386118,0.0,0.5968930102913481,-2034.011466288548,2033.1140346696327,0.000469367135927,1.0484364992816706,512.8937449678723,0.0,1.9940356236742471,-0.2573945610390313,-0.001673273277769,0.034671921579356,4934.273992502406,-0.0096895361308754,10.756993093645772,-0.0481608270361126,0.0,6.0931634976714975,-0.0015407671705111,-4850.8974433174335,-585.7643566154129,-151.03648782222538,-0.1293395868005964,-0.032122033202248,4564.050383655092,0.0,5116.179641194993,0.0,0.0392830401007122,0.4415943316598956,-0.0418852602276347,1.0370731409575589,-0.0017663785994868,-0.0154896718725551,1.9897610316371528,-154.41695506617316,12.80886153211975,0.54943392311776
-0.0342640616003413,0.0071747176309661,0.0,0.6583399671103305,-1932.0924229428872,1925.3731457632537,0.0003634738058577,1.0412303520320727,397.4833734777375,0.0,2.1864725206238,-0.2296460602946861,-0.0016577587532039,0.0331828345698299,5004.871687065522,-0.0109935921544523,11.254595222102868,-0.0577116540801878,0.0,6.197798829526505,-0.0015190654505014,-4850.897585572616,-477.26433706301975,-150.23479717942055,-0.1310822991935783,-0.030476593443284,4564.056690700757,0.0,5205.20638746401,0.0,0.0367242955153278,0.5045045772647576,-0.0378260358254392,1.116344917153892,-0.0019130721024462,-0.0139490965820414,2.182227495244072,-153.97832075020207,13.711375588009188,0.6445318416679006
-0.0342612138024811,0.0065290009212912,0.0,0.720849260196554,-1827.158872910398,1813.526803416584,0.0002137256367666,1.033829128394369,310.19537595161387,0.0,2.379658719436476,-0.190806771472992,-0.0016363549561916,0.0316194410659425,5081.160370590915,-0.0123080406626897,11.689109161691771,-0.0673753199921092,0.0,6.307216494154471,-0.001496393072408,-4850.897755210249,-396.0683186740368,-149.64771233141082,-0.1315555822983539,-0.0288051640297231,4564.063618009096,0.0,5297.000620788342,0.0,0.0344897679917313,0.5674074687861196,-0.0339903562350442,1.1955050597887935,-0.002042673098241,-0.0121104106954392,2.3753572458800507,-153.59292138899494,14.587214572422036,0.7459178140543963
-0.0342600880265558,0.0057998198112513,0.0,0.7844558397805889,-1720.907256155661,1702.089662693867,2.4726121484867285e-05,1.0262441834984828,243.8551750073716,0.0,2.573766092744146,-0.1443719315493413,-0.0016149046917067,0.0299700543546517,5160.50456180469,-0.0136205071959916,12.069900118687295,-0.0750854083945441,0.0,6.418330463723212,-0.0014764235240142,-4850.897953497941,-334.63294505418924,-149.29615739478334,-0.1308160665406567,-0.0271441610740302,4564.071176401833,0.0,5388.905653601449,0.0,0.0324747397552784,0.629974338450123,-0.0303828808946757,1.2745456529139678,-0.0021524766550227,-0.0100206890868518,2.5692949826828047,-153.38197572019783,15.438952660622856,0.853485902620763
-0.0342610309653754,0.0050082398554038,0.0,0.849162973750222,-1614.7457913453582,1591.9032475886718,-0.0001962664430317,1.0185328208486404,192.7292180180815,0.0,2.768899615263237,-0.0927445633152812,-0.0015940192945018,0.0282745847248033,5239.793594219746,-0.0149191660442521,12.403359816362286,-0.0809113798330288,0.0,6.527811044056454,-0.0014596714479775,-4850.89818153428,-286.9846484317804,-149.08037974268677,-0.1289190618421648,-0.0254890069321627,4564.079376852273,0.0,5478.487834451277,0.0,0.0305855491991539,0.6918676706273872,-0.0269510465455393,1.3534587925359682,-0.0022401867180254,-0.007720800384852,2.7641684157722843,-153.24912883602028,16.267834228713845,0.9671648328984238
-0.0342643578409502,0.0041773118667324,0.0,0.9149431387150372,-1509.8931068033833,1484.3811555717075,-0.0004508008639039,1.010769598743484,155.9095200661452,0.0,2.96512051646434,-0.0395251045897494,-0.0015741281253363,0.0265456574748487,5317.4550642195845,-0.0161928736056888,12.70599735318147,-0.0818987979963557,0.0,6.633621182269296,-0.0014480767935275,-4850.898440210467,-248.84225914543248,-148.97497549237187,-0.1259547800717333,-0.0238606636211384,4564.088230165244,0.0,5563.899654216959,0.0,0.0287690630762082,0.7536030830284662,-0.0236541025671414,1.4322365874065934,-0.0023040269628064,-0.0052735333992064,2.960039301190823,-153.23718041879016,17.085156513019456,1.0876687869801058
-0.034270513386682,0.0033597727860299,0.0,0.9817556649034872,-1407.0933937841698,1379.964188310553,-0.0007589143957566,1.0030067422715556,131.87120856748302,0.0,3.162570601159401,0.0167881282575246,-0.0015560024661756,0.024806096231857,5393.960570128907,-0.0174315237974583,12.994002557629903,-0.0791678772879679,0.0,6.735182805243088,-0.0014391814317292,-4850.898730005513,-217.4392160891993,-148.92755753176277,-0.1220116012804285,-0.022268071077777,4564.097746758824,0.0,5644.401941512677,0.0,0.027068187649012,0.8159908148936809,-0.0204034455884285,1.5108711598120046,-0.0023428023347828,-0.0027222306040593,3.1568996040240536,-153.29582664197935,17.90088317221173,1.2158035852246565
-0.0342800346399898,0.0025818678481715,0.0023756164682455,1.0495618582516877,-1306.6370594775028,1279.2741831029966,-0.0011158472812521,0.9952619093270424,112.7397893915662,0.0,3.361258806490411,0.0723021483395547,-0.0015396588405141,0.0230555548720802,5468.896182303938,-0.0186256066984309,13.2659607335636,-0.0759138506007633,0.0,6.832302266323558,-0.0014324982902388,-4850.899050970058,-191.18781403695928,-148.9686694736828,-0.1171448698520673,-0.0207106048889713,4564.107936648624,0.0023756164682455,5719.4831364859865,0.0,0.0254706308020992,0.8786214411846001,-0.0172018535168436,1.5893546463604895,-0.0023556810259212,-0.0001057702826364,3.35472339740383,-153.3749546393021,18.705081488231563,1.3507914584963063
-0.0342932945662372,0.0018444656765753,0.0015703094197212,1.1183118343663996,-1209.1250963457928,1181.5145543358942,-0.0015009651679679,0.9875624788416169,95.46629450085469,0.0,3.5610949830144643,0.1256068370086095,-0.0015265105234363,0.021331567862917,5540.907646539568,-0.0197662487014124,13.5199401333286,-0.0739158588674887,0.0,6.923727777861689,-0.0014276613014141,-4850.899403041017,-168.89326373771087,-149.13414506332683,-0.1114202984744186,-0.0191637513719039,4564.118809385692,0.0015703094197212,5788.504410154427,0.0,0.0239317492262826,0.9409626333777016,-0.0141086445451889,1.6676791987687964,-0.0023421835172198,0.002538059961632,3.5535342987301157,-153.43869491837103,19.48841588789047,1.4916486441905836
-0.0343104835121961,0.0011365914530255,0.0008844303239142,1.1879432143591766,-1114.5832716421064,1087.0463017618697,-0.0018973618584673,0.979942483737541,79.13407578949843,0.0,3.76200316756332,0.1755480418708202,-0.0015146724860913,0.0196161496907326,5608.881938733497,-0.020845288464263,13.755946666720645,-0.0727314731068416,0.0,7.008264891908016,-0.0014242211384056,-4850.899786219695,-149.61617985881225,-149.3745049397412,-0.1049169738062314,-0.017657364613033,4564.130373931062,0.0008844303239142,5850.828467703869,0.0,0.0223969288410537,1.002597590835252,-0.011195018309163,1.7458369846469546,-0.0023025141861545,0.0051209802753443,3.753343868871067,-153.53351287713903,20.244747665104097,1.6374869331584387
-0.0343315854210703,0.0004489814520705,0.0002921078240599,1.2583823054712913,-1022.8219524151564,996.1103489229724,-0.0022795774642482,0.9724371603134954,63.6456515740288,0.0,3.963887585468063,0.2218029293414704,-0.0015045810296434,0.0179168359420686,5671.999878582323,-0.0218554418240612,13.977552486372607,-0.0738292169260076,0.0,7.084827197599266,-0.0014213981169194,-4850.900200583577,-135.49084743956575,-149.69658336080371,-0.097727139499897,-0.0162013355833051,4564.1426385409,0.0002921078240599,5905.714116658597,0.0,0.0208187818489261,1.063470978313555,-0.0085214472590379,1.8238201882815075,-0.0022377430215807,0.0075574193633013,3.954144606710984,-153.59399343714665,20.9721663502763,1.7877021675447533
-0.0343562806784826,-0.0002317785644342,-0.0002307864653968,1.3295459471376856,-933.4453352116062,909.5047412264388,-0.0026163683217259,0.9650794040731114,49.23228794413528,0.0,4.166610858222986,0.2632659078630031,-0.0014950499897183,0.0162391930314599,5729.497140484493,-0.0227903656528499,14.189143302972743,-0.0740691703535815,0.0,7.152682515484211,-0.0014196761746233,-4850.900646330413,-124.66550524801552,-150.09247491347628,-0.0899463431816246,-0.0148037600049036,4564.155610666928,6.282954520714189,5952.787215806657,0.0,0.0191499336168748,1.1236943550630047,-0.0061450039351218,1.9016210114170768,-0.0021498022791965,0.0097686053769497,4.155933274530342,-153.63063689482402,21.669839116963157,1.94174045468474
-0.0343840094663735,-0.0008970542436662,-0.0006881878831523,1.4013450556720723,-846.8793636951609,827.0455935830031,-0.0028913145680306,0.95789558958358,36.11277241601263,0.0,4.370057463925111,0.2990815641781715,-0.0014849567640943,0.0146041884067931,5780.789847713407,-0.0236446993267946,14.39463366369633,-0.0732139274438725,0.0,7.211624016456347,-0.0014200270407553,-4850.901123642222,-114.61383910525106,-150.49265148508084,-0.0816762507828353,-0.0134616877354849,4564.169296891844,6.282497119296434,5991.922124450997,0.0,0.0174020156965798,1.183430527194385,-0.0040671904701891,1.9792316740361835,-0.0020411817925412,0.0117117557524087,4.3586619555078014,-153.6859163570715,22.337575411369404,2.099042282085486
-0.0344141239340293,-0.0015291448678218,-0.0010774467511203,1.4736824209848045,-764.0867999514438,750.505183133575,-0.0030983902009166,0.9509129783213316,24.43814541851487,0.0,4.5743086789861085,0.3214805014615988,-0.0014773608799642,0.0130454596908596,5825.419697684783,-0.0244143539601469,14.597953561570195,-0.0702721656108616,0.0,7.259745362724088,-0.0014213548347716,-4850.901632539378,-104.47054033329356,-151.06586731913322,-0.0730808089318701,-0.0122639831719924,4564.183702879301,6.282107860428466,6021.604260219653,0.0,0.0156202748462775,1.2428368556618958,-0.0023091776219339,2.056644415137241,-0.0019152485890115,0.0132257855554715,4.562154323529136,-153.86845223969803,22.97539149440089,2.259054619314833
-0.0344458336471624,-0.0020943265958549,-0.0013865144103348,1.5464246021831116,-685.6578200175735,680.4577809937078,-0.0032147959075999,0.944208094555108,14.515811731923447,0.0,4.779211889140283,0.3272288049083538,-0.0014679228844892,0.0115544594806695,5862.29242987957,-0.0250971750545684,14.808993353532369,-0.0615196250498195,0.0,7.291409851289403,-0.0014205874104967,-4850.902172724624,-94.12545872379252,-151.77090426202187,-0.0643486202936284,-0.0111234672722549,4564.198833188947,6.281798792769251,6034.321034417841,0.0,0.0138592860451687,1.3028938927834437,-0.0009329248746154,2.133851493510649,-0.0017773024024471,0.014201911053304,4.766633572262816,-153.88113925271333,23.580595641716958,2.4206095201576576
-0.0344781472386082,-0.0025786177495395,-0.0016178480591541,1.6193888204848432,-611.6317291979026,614.3399897237086,-0.0032312144186883,0.9379016474826168,6.57915252609626,0.0,4.984413557222368,0.3287268208919691,-0.0014560641350341,0.0101764527870983,5884.328241286794,-0.0256926807306258,15.039686748200944,-0.0525590113332737,0.0,7.302883959420271,-0.0014173957780453,-4850.902743600165,-83.55124901766939,-152.31222560769413,-0.0556346925600735,-0.0100196984174302,4564.214690813241,6.281567459120432,6031.304782688714,0.0,0.0120939660288859,1.3655662152311967,9.010577485682527e-05,2.21084518851291,-0.0016313477935027,0.0148783111527878,4.9719571511555065,-153.75304683566938,24.151173477983026,2.5820738945993598
-0.0345101729172945,-0.0029768908019479,-0.0017787072853059,1.6923880642621754,-542.6070009039137,552.5518365174621,-0.0031693252619377,0.9320560265606148,0.2779146910011573,0.0,5.189560208153546,0.3230564368129866,-0.0014444934169476,0.008907747576058,5891.239019276769,-0.0262014948907404,15.290748248005343,-0.0434232663874723,0.0,7.297867812975912,-0.0014124249557933,-4850.903344416659,-72.84140069487756,-152.63951788981583,-0.0470101462711305,-0.0089655104055259,4564.231276868663,6.2814065998942805,6017.614961791604,0.0,0.0103370251589128,1.43130598213672,0.0009229889520178,2.2876178008386843,-0.0014801547627473,0.0152719168747002,5.177626309900163,-153.61449528579436,24.69326893560514,2.7440852004964467
-0.0345412654950791,-0.0032903110633368,-0.0018787474967033,1.7652806304352884,-478.1388597966379,493.7326257652165,-0.0030536324555028,0.9266251608170132,-4.866868918272869,0.0,5.394469493664516,0.3094969592702764,-0.0014331990913982,0.0077256595862981,5887.537123499355,-0.0266248603628089,15.558750898690272,-0.0347577775873796,0.0,7.281354264946999,-0.0014067966784699,-4850.903974337505,-62.18373292990191,-152.8566223817064,-0.0385420687687218,-0.0079328438613008,4564.248590863255,6.281306559682883,5996.575435812361,0.0,0.0086249424056763,1.499888677670053,0.0016292400905274,2.3641616532907164,-0.0013266678233692,0.0153669736368228,5.383262279987718,-153.4738340407761,25.2120996198588,2.9069366134847208
-0.034570992929182,-0.0035243502745122,-0.0019283725656844,1.8379693206332504,-417.1981397346967,437.2313734377786,-0.0029020479002175,0.9215211209517796,-9.133771944554038,0.0,5.5989138026816585,0.2899599979746893,-0.0014220341616162,0.0066034122087746,5876.3929326101215,-0.026964403555163,15.808955288113491,-0.0266167263086204,0.0,7.256786002112376,-0.0014010090204039,-4850.904632521656,-51.79915131541118,-152.89773128789503,-0.0302140877596767,-0.0069377262403581,4564.266631169037,6.281256934613902,5969.784417146807,0.0,0.0069815001618155,1.5662109558749802,0.0022230250300611,2.440469091547548,-0.0011739486234503,0.0151438870631629,5.588530294678796,-153.2297089652567,25.67819553133913,3.0655140435672594
-0.0345990492566434,-0.0036824093689263,-0.0019352539237658,1.9103735829477435,-359.22479567458134,383.3389117208171,-0.0027229936072019,0.9166868676307188,-12.636861490152684,0.0,5.802834602917094,0.2571965374242566,-0.001410210550277,0.0055566744601717,5859.097900945665,-0.0272218613934026,16.047250645521952,-0.0201231967378549,0.0,7.224901484371719,-0.0013939951578157,-4850.905318134023,-41.86072657694211,-153.04181675343958,-0.0221460979349964,-0.0059999710477743,4564.285395346099,6.28125005325582,5937.79292764212,0.0,0.0054379120577758,1.6308259857549146,0.0027019903078265,2.516532484928942,-0.0010250825130837,0.0146321574450943,5.79334101127935,-153.10619531505947,26.100197573600475,3.2199487277164
-0.0346251641256342,-0.0037626920957388,-0.0019033014542065,1.982405729090864,-304.6096872205313,333.142372303792,-0.0025145604577257,0.9121163483722512,-15.329786771934756,0.0,6.006362623495845,0.2183926890154302,-0.0014000040779393,0.0045811559859241,5836.160617937159,-0.0274010432979162,16.30043334946006,-0.0115893175599024,0.0,7.181744888081852,-0.0013870060225872,-4850.906030316378,-32.65434894481217,-153.17798080056585,-0.014532000899024,-0.0051494364728572,4564.304880149952,6.281282005725379,5896.636569385645,0.0,0.0040564494735732,1.6975902841301844,0.0030253240900994,2.592344227158947,-0.0008833614933833,0.0137386961436339,5.997807192806846,-152.99375151313342,26.503867603816435,3.3734708979341548
-0.0346489545150845,-0.0037644868113517,-0.0018363412007587,2.0539579052357606,-253.654861564424,286.4582020732404,-0.0022614996442926,0.9078461826124616,-17.07016169848578,0.0,6.208854020209747,0.1650933811211484,-0.0013853177484462,0.0037104929172524,5805.940026655737,-0.0275069497844004,16.57667604754492,-0.0023561189837727,0.0,7.127561455350878,-0.0013723976784804,-4850.906768137463,-24.251477052515497,-153.06260477183756,-0.007454644858759,-0.0043378997776734,4564.325081396038,6.281348965978827,5844.609380432904,0.0,0.0027849971942842,1.648451825554452,0.0031679920138444,2.667896737126515,-0.0007520975012766,0.0126116829436811,6.201425763633924,-152.5505606118784,26.886624652545507,3.315940150184203
-0.0346700307362422,-0.0037020544344193,-0.0017446099015833,2.1249089326131134,-207.48971701607152,241.93871753871565,-0.001979917198251,0.9039203682556493,-17.83864200887022,0.0,6.410405692209903,0.1125141697238446,-0.0013748447979421,0.0029393061274513,5763.77859084402,-0.0275452853455086,16.876326417598456,0.0042592533557518,0.0,7.061628809499736,-0.0013671114961742,-4850.907530690751,-16.615694688065524,-152.79782609184286,-0.0009568041329052,-0.0035644266672629,4564.345993767728,6.281440697278003,5786.907749793099,0.0,0.0016179772905596,1.606868342749225,0.003180222508427,2.743182459643611,-0.0006327218981351,0.0113656690882317,6.40425080063966,-152.19768896815046,27.251851947641832,3.2272208958587987
-0.0346882695008922,-0.0035895769880386,-0.0016368620214502,2.195168204059575,-165.0969171560187,200.33045369804609,-0.0016973020061081,0.9003071410517101,-17.9553737466245,0.0,6.610985410256728,0.0572208308696377,-0.0013651867780285,0.0022193759280977,5713.53628838428,-0.0275218107914831,17.19284830106634,0.0099268935828483,0.0,6.989386225963235,-0.0013598650253818,-4850.908317176553,-9.729207366011934,-152.57503309003025,0.0049633031526489,-0.0028674970556261,4564.367610873905,6.281548445158136,5727.331695228871,0.0,0.0005594363122665,1.5712346414218856,0.0031419567933194,2.8181938662007195,-0.0005265208011969,0.0099935972652269,6.606037305723718,-151.95975748653737,27.60746352678737,3.143961300991516
-0.0347037310930007,-0.0034304704625093,-0.0015159511453261,2.2646924913134483,-125.476619731029,162.34295443216317,-0.0014241089337294,0.8969183107192014,-17.697498614575093,0.0,6.810536984725389,0.0005074407926766,-0.0013536446409232,0.0015508307783688,5659.532132857008,-0.0274423781260683,17.520788443902266,0.0154629860301152,0.0,6.914911490957776,-0.0013498452041947,-4850.909126848717,-3.6276323527513687,-152.2772033543738,0.0102915904142455,-0.0022413637658243,4564.38992569568,6.28166935603426,5667.878281662884,0.0,-0.0003735520870632,1.5403140617153752,0.0030753461774165,2.892923455719696,-0.0004345422587102,0.0085383936589977,6.806669282005043,-151.64818980146575,27.958830253565917,3.066425336713687
-0.0347165233489642,-0.0032257611457672,-0.0013833264323758,2.3334704487469407,-88.80097504935911,127.53925971320226,-0.0011626199642042,0.8936674543743905,-17.20993421881599,0.0,7.009015553618286,-0.0560493227339623,-0.0013434023565838,0.0009477903771203,5604.347243003788,-0.0273129732564855,17.856656499257962,0.0205652575780352,0.0,6.840431179534419,-0.001340915664388,-4850.909958956643,1.6445858054420508,-151.96989953791322,0.0150168837567755,-0.0016660218200758,4564.4129309770815,6.28180198074721,5609.653733374045,0.0,-0.0011713033451054,1.5132427263575663,0.002983968511564,2.967363755303861,-0.0003573295759563,0.0070512502215737,7.006131906120399,-151.3537776220888,28.30908936477022,2.9946619839436446
-0.0347267770556938,-0.002981445452388,-0.001242317066714,2.4015087440451026,-55.245999646675095,95.4701259965004,-0.0009154539244822,0.8904915664627668,-16.55553365333724,0.0,7.206454195784443,-0.1112108517192396,-0.0013340487344459,0.0004073789841214,5549.261141832005,-0.0271396460048982,18.198026520580804,0.0248461114846987,0.0,6.76714375627829,-0.0013324063036338,-4850.910812782957,6.075359277281511,-151.68003763868364,0.0191370428187891,-0.001138100435227,4564.436619456043,6.2819429901128725,5553.262625751005,0.0,-0.0018337070304399,1.4893564436586395,0.0028678072421322,3.0415073209852914,-0.0002949715788083,0.0055723302164664,7.204458409062562,-151.10475242062995,28.6601751630051,2.9285076662902365
